date,time,strategy,action,symbol,strikePrice,price
24-Jun-2020,11:25,sma20,Buy,NIFTY,,10480.75
24-Jun-2020,11:25,sma20,Buy,CALL,10550,39.55
24-Jun-2020,11:25,sma5,Buy,CALL,10550,39.55
24-Jun-2020,11:26,sma5,Sell,NIFTY,,10471.95
24-Jun-2020,11:26,bb1sd,Sell,NIFTY,,10471.95
24-Jun-2020,11:26,sma5,Sell,CALL,10550,36.1
24-Jun-2020,11:26,bb1sd,Sell,CALL,10550,36.1
24-Jun-2020,11:26,sma20,Sell,CALL,10550,36.1
24-Jun-2020,11:26,sma5,Buy,PUT,10500,103.35
24-Jun-2020,11:26,bb1sd,Buy,PUT,10500,103.35
24-Jun-2020,11:26,sma20,Sell,NIFTY,,10471.95
24-Jun-2020,11:27,sma5,Buy,NIFTY,,10481.8
24-Jun-2020,11:27,sma20,Buy,NIFTY,,10481.8
24-Jun-2020,11:27,sma5,Sell,PUT,10500,98.45
24-Jun-2020,11:29,sma20,Sell,NIFTY,,10480.85
24-Jun-2020,11:29,sma5,Buy,PUT,10500,100.55
24-Jun-2020,11:30,sma5,Sell,NIFTY,,10477.55
24-Jun-2020,11:30,sma20,Sell,NIFTY,,10477.55
24-Jun-2020,11:30,sma5,Sell,CALL,10550,37.8
24-Jun-2020,11:30,sma5,Sell,PUT,10500,99.7
24-Jun-2020,11:31,sma5,Sell,NIFTY,,10473.05
24-Jun-2020,11:31,bb1sd,Sell,NIFTY,,10473.05
24-Jun-2020,11:31,sma5,Buy,PUT,10500,102
24-Jun-2020,11:31,bb1sd,Buy,PUT,10500,102
24-Jun-2020,11:33,sma5,Sell,NIFTY,,10464.9
24-Jun-2020,11:33,bb1sd,Sell,NIFTY,,10464.9
24-Jun-2020,11:33,bb2sd,Sell,NIFTY,,10464.9
24-Jun-2020,11:33,stochastic,Sell,NIFTY,,10464.9
24-Jun-2020,11:33,combination,Sell,NIFTY,,10464.9
24-Jun-2020,11:33,sma5,Sell,CALL,10550,35.5
24-Jun-2020,11:33,bb1sd,Sell,CALL,10550,35.5
24-Jun-2020,11:33,bb2sd,Sell,CALL,10550,35.5
24-Jun-2020,11:33,sma5,Buy,PUT,10500,106.5
24-Jun-2020,11:33,bb1sd,Buy,PUT,10500,106.5
24-Jun-2020,11:33,bb2sd,Buy,PUT,10500,106.5
24-Jun-2020,11:33,stochastic,Buy,PUT,10500,106.5
24-Jun-2020,11:33,combination,Buy,PUT,10500,106.5
24-Jun-2020,11:34,bb1sd,Sell,NIFTY,,10457.1
24-Jun-2020,11:34,bb2sd,Sell,NIFTY,,10457.1
24-Jun-2020,11:34,stochastic,Sell,NIFTY,,10457.1
24-Jun-2020,11:34,combination,Sell,NIFTY,,10457.1
24-Jun-2020,11:34,bb1sd,Sell,CALL,10550,32.4
24-Jun-2020,11:34,bb2sd,Sell,CALL,10550,32.4
24-Jun-2020,11:34,stochastic,Sell,CALL,10550,32.4
24-Jun-2020,11:34,combination,Sell,CALL,10550,32.4
24-Jun-2020,11:34,bb1sd,Buy,PUT,10500,111.5
24-Jun-2020,11:34,bb2sd,Buy,PUT,10500,111.5
24-Jun-2020,11:34,stochastic,Buy,PUT,10500,111.5
24-Jun-2020,11:34,combination,Buy,PUT,10500,111.5
24-Jun-2020,11:35,bb1sd,Sell,NIFTY,,10455.8
24-Jun-2020,11:35,bb2sd,Sell,NIFTY,,10455.8
24-Jun-2020,11:35,stochastic,Sell,NIFTY,,10455.8
24-Jun-2020,11:35,combination,Sell,NIFTY,,10455.8
24-Jun-2020,11:35,bb1sd,Sell,CALL,10550,32.5
24-Jun-2020,11:35,bb2sd,Sell,CALL,10550,32.5
24-Jun-2020,11:35,stochastic,Sell,CALL,10550,32.5
24-Jun-2020,11:35,combination,Sell,CALL,10550,32.5
24-Jun-2020,11:35,bb1sd,Buy,PUT,10500,110.95
24-Jun-2020,11:35,bb2sd,Buy,PUT,10500,110.95
24-Jun-2020,11:35,stochastic,Buy,PUT,10500,110.95
24-Jun-2020,11:35,combination,Buy,PUT,10500,110.95
24-Jun-2020,11:36,bb1sd,Sell,NIFTY,,10450.5
24-Jun-2020,11:36,bb2sd,Sell,NIFTY,,10450.5
24-Jun-2020,11:36,stochastic,Sell,NIFTY,,10450.5
24-Jun-2020,11:36,combination,Sell,NIFTY,,10450.5
24-Jun-2020,11:36,bb1sd,Sell,CALL,10550,31.85
24-Jun-2020,11:36,bb2sd,Sell,CALL,10550,31.85
24-Jun-2020,11:36,stochastic,Sell,CALL,10550,31.85
24-Jun-2020,11:36,combination,Sell,CALL,10550,31.85
24-Jun-2020,11:36,bb1sd,Buy,PUT,10500,114.3
24-Jun-2020,11:36,bb2sd,Buy,PUT,10500,114.3
24-Jun-2020,11:36,stochastic,Buy,PUT,10500,114.3
24-Jun-2020,11:36,combination,Buy,PUT,10500,114.3
24-Jun-2020,11:37,bb1sd,Sell,NIFTY,,10449.1
24-Jun-2020,11:37,bb2sd,Sell,NIFTY,,10449.1
24-Jun-2020,11:37,stochastic,Sell,NIFTY,,10449.1
24-Jun-2020,11:37,combination,Sell,NIFTY,,10449.1
24-Jun-2020,11:37,bb1sd,Sell,CALL,10550,30
24-Jun-2020,11:37,bb2sd,Sell,CALL,10550,30
24-Jun-2020,11:37,stochastic,Sell,CALL,10550,30
24-Jun-2020,11:37,combination,Sell,CALL,10550,30
24-Jun-2020,11:37,stochastic,Buy,PUT,10500,113.55
24-Jun-2020,11:37,combination,Buy,PUT,10500,113.55
24-Jun-2020,11:37,bb1sd,Buy,PUT,10500,113.55
24-Jun-2020,11:38,bb1sd,Sell,NIFTY,,10450.1
24-Jun-2020,11:38,stochastic,Sell,NIFTY,,10450.1
24-Jun-2020,11:38,combination,Sell,NIFTY,,10450.1
24-Jun-2020,11:38,bb1sd,Sell,CALL,10550,31.8
24-Jun-2020,11:38,stochastic,Sell,CALL,10550,31.8
24-Jun-2020,11:38,combination,Sell,CALL,10550,31.8
24-Jun-2020,11:38,sma5,Sell,PUT,10500,111.35
24-Jun-2020,11:38,bb1sd,Buy,PUT,10500,111.35
24-Jun-2020,11:38,stochastic,Buy,PUT,10500,111.35
24-Jun-2020,11:38,combination,Buy,PUT,10500,111.35
24-Jun-2020,11:39,bb1sd,Sell,CALL,10550,32.8
24-Jun-2020,11:39,sma5,Buy,NIFTY,,10461.4
24-Jun-2020,11:39,sma5,Buy,CALL,10550,32.8
24-Jun-2020,11:40,sma5,Sell,NIFTY,,10451.6
24-Jun-2020,11:40,bb1sd,Sell,NIFTY,,10451.6
24-Jun-2020,11:40,stochastic,Sell,NIFTY,,10451.6
24-Jun-2020,11:40,combination,Sell,NIFTY,,10451.6
24-Jun-2020,11:40,sma5,Sell,CALL,10550,31.95
24-Jun-2020,11:40,bb1sd,Sell,CALL,10550,31.95
24-Jun-2020,11:40,sma5,Buy,PUT,10500,113.25
24-Jun-2020,11:40,bb1sd,Buy,PUT,10500,113.25
24-Jun-2020,11:40,stochastic,Buy,PUT,10500,113.25
24-Jun-2020,11:40,combination,Buy,PUT,10500,113.25
24-Jun-2020,11:41,bb1sd,Sell,NIFTY,,10447.1
24-Jun-2020,11:41,stochastic,Sell,NIFTY,,10447.1
24-Jun-2020,11:41,combination,Sell,NIFTY,,10447.1
24-Jun-2020,11:41,sma5,Sell,CALL,10550,30.55
24-Jun-2020,11:41,bb1sd,Sell,CALL,10550,30.55
24-Jun-2020,11:41,stochastic,Sell,CALL,10550,30.55
24-Jun-2020,11:41,combination,Sell,CALL,10550,30.55
24-Jun-2020,11:41,bb1sd,Buy,PUT,10500,113.8
24-Jun-2020,11:41,stochastic,Buy,PUT,10500,113.8
24-Jun-2020,11:41,combination,Buy,PUT,10500,113.8
24-Jun-2020,11:42,bb1sd,Sell,NIFTY,,10444.25
24-Jun-2020,11:42,stochastic,Sell,NIFTY,,10444.25
24-Jun-2020,11:42,combination,Sell,NIFTY,,10444.25
24-Jun-2020,11:42,bb1sd,Sell,CALL,10550,30.6
24-Jun-2020,11:42,stochastic,Sell,CALL,10550,30.6
24-Jun-2020,11:42,combination,Sell,CALL,10550,30.6
24-Jun-2020,11:42,bb1sd,Buy,PUT,10500,117.85
24-Jun-2020,11:42,stochastic,Buy,PUT,10500,117.85
24-Jun-2020,11:42,combination,Buy,PUT,10500,117.85
24-Jun-2020,11:43,stochastic,Sell,NIFTY,,10445.9
24-Jun-2020,11:43,combination,Sell,NIFTY,,10445.9
24-Jun-2020,11:43,bb1sd,Sell,CALL,10550,30.75
24-Jun-2020,11:43,stochastic,Sell,CALL,10550,30.75
24-Jun-2020,11:43,combination,Sell,CALL,10550,30.75
24-Jun-2020,11:43,bb1sd,Buy,PUT,10500,113.4
24-Jun-2020,11:43,bb1sd,Sell,NIFTY,,10445.9
24-Jun-2020,11:44,bb1sd,Sell,NIFTY,,10441.6
24-Jun-2020,11:44,stochastic,Sell,NIFTY,,10441.6
24-Jun-2020,11:44,combination,Sell,NIFTY,,10441.6
24-Jun-2020,11:44,bb1sd,Sell,CALL,10550,29.2
24-Jun-2020,11:44,stochastic,Sell,CALL,10550,29.2
24-Jun-2020,11:44,combination,Sell,CALL,10550,29.2
24-Jun-2020,11:44,sma5,Buy,PUT,10500,117
24-Jun-2020,11:44,bb1sd,Buy,PUT,10500,117
24-Jun-2020,11:44,stochastic,Buy,PUT,10500,117
24-Jun-2020,11:44,combination,Buy,PUT,10500,117
24-Jun-2020,11:45,bb1sd,Sell,NIFTY,,10443.15
24-Jun-2020,11:45,stochastic,Sell,NIFTY,,10443.15
24-Jun-2020,11:45,combination,Sell,NIFTY,,10443.15
24-Jun-2020,11:45,sma5,Buy,CALL,10550,30.45
24-Jun-2020,11:45,stochastic,Sell,CALL,10550,30.45
24-Jun-2020,11:45,bb1sd,Buy,PUT,10500,115.35
24-Jun-2020,11:45,stochastic,Buy,PUT,10500,115.35
24-Jun-2020,11:45,combination,Buy,PUT,10500,115.35
24-Jun-2020,11:46,stochastic,Sell,NIFTY,,10447.7
24-Jun-2020,11:46,sma5,Buy,NIFTY,,10447.7
24-Jun-2020,11:46,sma5,Sell,PUT,10500,113.7
24-Jun-2020,11:47,sma20,Sell,PUT,10500,109.2
24-Jun-2020,11:48,sma20,Buy,CALL,10550,34.15
24-Jun-2020,11:48,sma20,Buy,NIFTY,,10461.1
24-Jun-2020,11:50,sma5,Buy,PUT,10500,109.55
24-Jun-2020,11:51,sma5,Buy,NIFTY,,10462.9
24-Jun-2020,11:51,bb1sd,Buy,CALL,10550,34.5
24-Jun-2020,11:51,sma5,Sell,PUT,10500,105.05
24-Jun-2020,11:51,bb1sd,Sell,PUT,10500,105.05
24-Jun-2020,11:51,sma5,Buy,CALL,10550,34.5
24-Jun-2020,11:52,bb1sd,Buy,NIFTY,,10466.75
24-Jun-2020,11:52,bb1sd,Buy,CALL,10550,35.05
24-Jun-2020,11:52,bb1sd,Sell,PUT,10500,104.8
24-Jun-2020,11:53,bb1sd,Buy,NIFTY,,10462.2
24-Jun-2020,11:53,stochastic,Buy,NIFTY,,10462.2
24-Jun-2020,11:53,combination,Buy,NIFTY,,10462.2
24-Jun-2020,11:53,stochastic,Buy,CALL,10550,34.7
24-Jun-2020,11:53,combination,Buy,CALL,10550,34.7
24-Jun-2020,11:53,stochastic,Sell,PUT,10500,105.45
24-Jun-2020,11:53,bb1sd,Sell,PUT,10500,105.45
24-Jun-2020,11:53,bb1sd,Buy,CALL,10550,34.7
24-Jun-2020,11:53,combination,Sell,PUT,10500,105.45
24-Jun-2020,11:54,sma5,Sell,CALL,10550,33.4
24-Jun-2020,11:54,sma5,Sell,NIFTY,,10457.75
24-Jun-2020,11:54,sma5,Buy,PUT,10500,108.6
24-Jun-2020,11:55,sma20,Sell,NIFTY,,10450.35
24-Jun-2020,11:55,bb1sd,Sell,CALL,10550,30.85
24-Jun-2020,11:55,sma20,Sell,CALL,10550,30.85
24-Jun-2020,11:55,sma20,Buy,PUT,10500,114.6
24-Jun-2020,11:56,sma20,Buy,NIFTY,,10455.5
24-Jun-2020,11:57,sma5,Sell,NIFTY,,10450.6
24-Jun-2020,11:57,sma20,Sell,NIFTY,,10450.6
24-Jun-2020,11:57,bb1sd,Sell,CALL,10550,30.9
24-Jun-2020,11:58,sma5,Buy,NIFTY,,10456.6
24-Jun-2020,11:58,sma20,Buy,NIFTY,,10456.6
24-Jun-2020,11:58,sma5,Buy,CALL,10550,32.05
24-Jun-2020,11:58,sma20,Buy,CALL,10550,32.05
24-Jun-2020,11:58,sma5,Sell,PUT,10500,109.8
24-Jun-2020,11:58,sma20,Sell,PUT,10500,109.8
24-Jun-2020,12:01,sma5,Sell,PUT,10500,106.05
24-Jun-2020,12:01,bb1sd,Sell,PUT,10500,106.05
24-Jun-2020,12:01,sma5,Buy,NIFTY,,10460.8
24-Jun-2020,12:02,stochastic,Sell,PUT,10500,106.1
24-Jun-2020,12:03,sma5,Sell,NIFTY,,10458.8
24-Jun-2020,12:04,stochastic,Sell,PUT,10500,105.25
24-Jun-2020,12:04,sma5,Sell,PUT,10500,105.25
24-Jun-2020,12:04,bb1sd,Sell,PUT,10500,105.25
24-Jun-2020,12:04,combination,Sell,PUT,10500,105.25
24-Jun-2020,12:04,sma5,Buy,NIFTY,,10460.35
24-Jun-2020,12:05,sma20,Sell,NIFTY,,10457.85
24-Jun-2020,12:05,sma5,Sell,NIFTY,,10457.85
24-Jun-2020,12:05,sma5,Sell,CALL,10550,32.3
24-Jun-2020,12:05,sma20,Sell,CALL,10550,32.3
24-Jun-2020,12:05,sma5,Buy,PUT,10500,108.2
24-Jun-2020,12:06,sma5,Buy,NIFTY,,10466.1
24-Jun-2020,12:06,bb1sd,Buy,NIFTY,,10466.1
24-Jun-2020,12:06,sma20,Buy,NIFTY,,10466.1
24-Jun-2020,12:06,sma5,Buy,CALL,10550,33.6
24-Jun-2020,12:06,sma20,Buy,CALL,10550,33.6
24-Jun-2020,12:06,sma5,Sell,PUT,10500,105.35
24-Jun-2020,12:06,bb1sd,Sell,PUT,10500,105.35
24-Jun-2020,12:06,combination,Sell,PUT,10500,105.35
24-Jun-2020,12:06,sma20,Sell,PUT,10500,105.35
24-Jun-2020,12:06,stochastic,Sell,PUT,10500,105.35
24-Jun-2020,12:07,combination,Sell,PUT,10500,104.65
24-Jun-2020,12:07,bb1sd,Buy,NIFTY,,10464.25
24-Jun-2020,12:07,bb1sd,Sell,PUT,10500,104.65
24-Jun-2020,12:07,stochastic,Sell,PUT,10500,104.65
24-Jun-2020,12:08,bb1sd,Buy,NIFTY,,10468.75
24-Jun-2020,12:08,stochastic,Buy,NIFTY,,10468.75
24-Jun-2020,12:08,sma5,Buy,CALL,10550,34.2
24-Jun-2020,12:08,bb1sd,Buy,CALL,10550,34.2
24-Jun-2020,12:08,bb1sd,Sell,PUT,10500,103.4
24-Jun-2020,12:08,stochastic,Sell,PUT,10500,103.4
24-Jun-2020,12:08,combination,Buy,NIFTY,,10468.75
24-Jun-2020,12:08,combination,Sell,PUT,10500,103.4
24-Jun-2020,12:09,bb1sd,Buy,NIFTY,,10473.75
24-Jun-2020,12:09,bb2sd,Buy,NIFTY,,10473.75
24-Jun-2020,12:09,stochastic,Buy,NIFTY,,10473.75
24-Jun-2020,12:09,combination,Buy,NIFTY,,10473.75
24-Jun-2020,12:09,bb1sd,Buy,CALL,10550,37.65
24-Jun-2020,12:09,stochastic,Buy,CALL,10550,37.65
24-Jun-2020,12:09,combination,Buy,CALL,10550,37.65
24-Jun-2020,12:09,sma5,Sell,PUT,10500,94.5
24-Jun-2020,12:09,bb1sd,Sell,PUT,10500,94.5
24-Jun-2020,12:09,bb2sd,Sell,PUT,10500,94.5
24-Jun-2020,12:09,combination,Sell,PUT,10500,94.5
24-Jun-2020,12:09,bb2sd,Buy,CALL,10550,37.65
24-Jun-2020,12:09,stochastic,Sell,PUT,10500,94.5
24-Jun-2020,12:10,bb1sd,Buy,NIFTY,,10477.65
24-Jun-2020,12:10,bb2sd,Buy,NIFTY,,10477.65
24-Jun-2020,12:10,stochastic,Buy,NIFTY,,10477.65
24-Jun-2020,12:10,combination,Buy,NIFTY,,10477.65
24-Jun-2020,12:10,bb1sd,Buy,CALL,10550,39.3
24-Jun-2020,12:10,bb2sd,Buy,CALL,10550,39.3
24-Jun-2020,12:10,stochastic,Buy,CALL,10550,39.3
24-Jun-2020,12:10,combination,Buy,CALL,10550,39.3
24-Jun-2020,12:10,bb1sd,Sell,PUT,10500,91.65
24-Jun-2020,12:10,bb2sd,Sell,PUT,10500,91.65
24-Jun-2020,12:10,stochastic,Sell,PUT,10500,91.65
24-Jun-2020,12:10,combination,Sell,PUT,10500,91.65
24-Jun-2020,12:11,bb1sd,Buy,NIFTY,,10475.5
24-Jun-2020,12:11,stochastic,Buy,NIFTY,,10475.5
24-Jun-2020,12:11,combination,Buy,NIFTY,,10475.5
24-Jun-2020,12:11,bb1sd,Buy,CALL,10550,38.45
24-Jun-2020,12:11,bb2sd,Buy,CALL,10550,38.45
24-Jun-2020,12:11,combination,Buy,CALL,10550,38.45
24-Jun-2020,12:11,stochastic,Sell,PUT,10500,95.45
24-Jun-2020,12:11,combination,Sell,PUT,10500,95.45
24-Jun-2020,12:11,bb1sd,Sell,PUT,10500,95.45
24-Jun-2020,12:11,stochastic,Buy,CALL,10550,38.45
24-Jun-2020,12:12,sma5,Buy,NIFTY,,10485.1
24-Jun-2020,12:12,bb1sd,Buy,NIFTY,,10485.1
24-Jun-2020,12:12,bb2sd,Buy,NIFTY,,10485.1
24-Jun-2020,12:12,stochastic,Buy,NIFTY,,10485.1
24-Jun-2020,12:12,combination,Buy,NIFTY,,10485.1
24-Jun-2020,12:12,bb1sd,Buy,CALL,10550,40.55
24-Jun-2020,12:12,bb2sd,Buy,CALL,10550,40.55
24-Jun-2020,12:12,stochastic,Buy,CALL,10550,40.55
24-Jun-2020,12:12,combination,Buy,CALL,10550,40.55
24-Jun-2020,12:12,sma5,Sell,PUT,10500,90.95
24-Jun-2020,12:12,bb1sd,Sell,PUT,10500,90.95
24-Jun-2020,12:12,bb2sd,Sell,PUT,10500,90.95
24-Jun-2020,12:12,stochastic,Sell,PUT,10500,90.95
24-Jun-2020,12:12,combination,Sell,PUT,10500,90.95
24-Jun-2020,12:13,bb1sd,Buy,NIFTY,,10480
24-Jun-2020,12:13,stochastic,Buy,NIFTY,,10480
24-Jun-2020,12:13,combination,Buy,NIFTY,,10480
24-Jun-2020,12:13,bb1sd,Buy,CALL,10550,39.95
24-Jun-2020,12:13,stochastic,Buy,CALL,10550,39.95
24-Jun-2020,12:13,combination,Buy,CALL,10550,39.95
24-Jun-2020,12:13,bb1sd,Sell,PUT,10500,92.65
24-Jun-2020,12:13,stochastic,Sell,PUT,10500,92.65
24-Jun-2020,12:13,combination,Sell,PUT,10500,92.65
24-Jun-2020,12:14,bb1sd,Buy,NIFTY,,10480.75
24-Jun-2020,12:14,stochastic,Buy,NIFTY,,10480.75
24-Jun-2020,12:14,combination,Buy,NIFTY,,10480.75
24-Jun-2020,12:14,bb1sd,Buy,CALL,10550,39.8
24-Jun-2020,12:14,stochastic,Buy,CALL,10550,39.8
24-Jun-2020,12:14,combination,Buy,CALL,10550,39.8
24-Jun-2020,12:14,sma5,Buy,PUT,10500,93.25
24-Jun-2020,12:14,stochastic,Sell,PUT,10500,93.25
24-Jun-2020,12:14,bb1sd,Sell,PUT,10500,93.25
24-Jun-2020,12:14,combination,Sell,PUT,10500,93.25
24-Jun-2020,12:15,sma5,Sell,NIFTY,,10478.95
24-Jun-2020,12:15,stochastic,Buy,NIFTY,,10478.95
24-Jun-2020,12:15,stochastic,Buy,CALL,10550,38.85
24-Jun-2020,12:15,bb1sd,Sell,PUT,10500,93.85
24-Jun-2020,12:15,combination,Sell,PUT,10500,93.85
24-Jun-2020,12:15,bb1sd,Buy,CALL,10550,38.85
24-Jun-2020,12:15,combination,Buy,CALL,10550,38.85
24-Jun-2020,12:15,combination,Buy,NIFTY,,10478.95
24-Jun-2020,12:15,stochastic,Sell,PUT,10500,93.85
24-Jun-2020,12:15,bb1sd,Buy,NIFTY,,10478.95
24-Jun-2020,12:16,sma5,Buy,NIFTY,,10481.5
24-Jun-2020,12:16,bb1sd,Buy,NIFTY,,10481.5
24-Jun-2020,12:16,stochastic,Buy,NIFTY,,10481.5
24-Jun-2020,12:16,combination,Buy,NIFTY,,10481.5
24-Jun-2020,12:16,stochastic,Buy,CALL,10550,39.85
24-Jun-2020,12:16,stochastic,Sell,PUT,10500,91.95
24-Jun-2020,12:16,sma5,Sell,PUT,10500,91.95
24-Jun-2020,12:16,combination,Buy,CALL,10550,39.85
24-Jun-2020,12:16,bb1sd,Buy,CALL,10550,39.85
24-Jun-2020,12:16,bb1sd,Sell,PUT,10500,91.95
24-Jun-2020,12:16,combination,Sell,PUT,10500,91.95
24-Jun-2020,12:17,stochastic,Buy,NIFTY,,10486.15
24-Jun-2020,12:17,combination,Buy,NIFTY,,10486.15
24-Jun-2020,12:17,sma5,Buy,CALL,10550,40.25
24-Jun-2020,12:17,bb1sd,Buy,CALL,10550,40.25
24-Jun-2020,12:17,stochastic,Buy,CALL,10550,40.25
24-Jun-2020,12:17,stochastic,Sell,PUT,10500,88
24-Jun-2020,12:17,combination,Sell,PUT,10500,88
24-Jun-2020,12:17,combination,Buy,CALL,10550,40.25
24-Jun-2020,12:17,bb1sd,Sell,PUT,10500,88
24-Jun-2020,12:17,bb1sd,Buy,NIFTY,,10486.15
24-Jun-2020,12:18,bb1sd,Buy,NIFTY,,10497.55
24-Jun-2020,12:18,bb2sd,Buy,NIFTY,,10497.55
24-Jun-2020,12:18,bb1sd,Sell,PUT,10500,81.85
24-Jun-2020,12:18,bb2sd,Sell,PUT,10500,81.85
24-Jun-2020,12:18,stochastic,Sell,PUT,10500,81.85
24-Jun-2020,12:18,combination,Buy,NIFTY,,10497.55
24-Jun-2020,12:18,stochastic,Buy,NIFTY,,10497.55
24-Jun-2020,12:18,sma5,Buy,CALL,10550,44.35
24-Jun-2020,12:18,bb2sd,Buy,CALL,10550,44.35
24-Jun-2020,12:18,combination,Buy,CALL,10550,44.35
24-Jun-2020,12:18,stochastic,Buy,CALL,10550,44.35
24-Jun-2020,12:18,bb1sd,Buy,CALL,10550,44.35
24-Jun-2020,12:18,combination,Sell,PUT,10500,81.85
24-Jun-2020,12:19,bb1sd,Buy,NIFTY,,10494.1
24-Jun-2020,12:19,stochastic,Buy,NIFTY,,10494.1
24-Jun-2020,12:19,combination,Buy,NIFTY,,10494.1
24-Jun-2020,12:19,bb1sd,Buy,CALL,10550,43.65
24-Jun-2020,12:19,stochastic,Buy,CALL,10550,43.65
24-Jun-2020,12:19,combination,Buy,CALL,10550,43.65
24-Jun-2020,12:19,bb1sd,Sell,PUT,10500,83.65
24-Jun-2020,12:19,stochastic,Sell,PUT,10500,83.65
24-Jun-2020,12:19,combination,Sell,PUT,10500,83.65
24-Jun-2020,12:20,bb1sd,Buy,NIFTY,,10509.5
24-Jun-2020,12:20,bb2sd,Buy,NIFTY,,10509.5
24-Jun-2020,12:20,combination,Buy,NIFTY,,10509.5
24-Jun-2020,12:20,bb1sd,Buy,CALL,10550,47.9
24-Jun-2020,12:20,bb2sd,Buy,CALL,10550,47.9
24-Jun-2020,12:20,stochastic,Buy,CALL,10550,47.9
24-Jun-2020,12:20,combination,Buy,CALL,10550,47.9
24-Jun-2020,12:20,bb1sd,Sell,PUT,10500,74.45
24-Jun-2020,12:20,bb2sd,Sell,PUT,10500,74.45
24-Jun-2020,12:20,stochastic,Sell,PUT,10500,74.45
24-Jun-2020,12:20,stochastic,Buy,NIFTY,,10509.5
24-Jun-2020,12:20,combination,Sell,PUT,10500,74.45
24-Jun-2020,12:21,bb1sd,Buy,NIFTY,,10504.9
24-Jun-2020,12:21,bb1sd,Buy,CALL,10550,47
24-Jun-2020,12:21,stochastic,Buy,CALL,10550,47
24-Jun-2020,12:21,bb1sd,Sell,PUT,10500,77.4
24-Jun-2020,12:21,stochastic,Sell,PUT,10500,77.4
24-Jun-2020,12:21,combination,Buy,NIFTY,,10504.9
24-Jun-2020,12:21,stochastic,Buy,NIFTY,,10504.9
24-Jun-2020,12:21,combination,Buy,CALL,10550,47
24-Jun-2020,12:21,combination,Sell,PUT,10500,77.4
24-Jun-2020,12:22,bb1sd,Buy,NIFTY,,10514.95
24-Jun-2020,12:22,bb2sd,Buy,NIFTY,,10514.95
24-Jun-2020,12:22,stochastic,Buy,NIFTY,,10514.95
24-Jun-2020,12:22,combination,Buy,NIFTY,,10514.95
24-Jun-2020,12:22,bb1sd,Buy,CALL,10550,51.2
24-Jun-2020,12:22,bb2sd,Buy,CALL,10550,51.2
24-Jun-2020,12:22,stochastic,Buy,CALL,10550,51.2
24-Jun-2020,12:22,combination,Buy,CALL,10550,51.2
24-Jun-2020,12:22,bb1sd,Sell,PUT,10500,73.05
24-Jun-2020,12:22,stochastic,Sell,PUT,10500,73.05
24-Jun-2020,12:22,combination,Sell,PUT,10500,73.05
24-Jun-2020,12:23,bb1sd,Buy,NIFTY,,10522.25
24-Jun-2020,12:23,bb2sd,Buy,NIFTY,,10522.25
24-Jun-2020,12:23,stochastic,Buy,NIFTY,,10522.25
24-Jun-2020,12:23,combination,Buy,NIFTY,,10522.25
24-Jun-2020,12:23,bb1sd,Buy,CALL,10550,52.3
24-Jun-2020,12:23,bb2sd,Buy,CALL,10550,52.3
24-Jun-2020,12:23,stochastic,Buy,CALL,10550,52.3
24-Jun-2020,12:23,combination,Buy,CALL,10550,52.3
24-Jun-2020,12:23,bb1sd,Sell,PUT,10500,67.95
24-Jun-2020,12:23,bb2sd,Sell,PUT,10500,67.95
24-Jun-2020,12:23,stochastic,Sell,PUT,10500,67.95
24-Jun-2020,12:23,combination,Sell,PUT,10500,67.95
24-Jun-2020,12:24,sma5,Sell,NIFTY,,10512.4
24-Jun-2020,12:24,bb1sd,Buy,NIFTY,,10512.4
24-Jun-2020,12:24,stochastic,Buy,NIFTY,,10512.4
24-Jun-2020,12:24,combination,Buy,NIFTY,,10512.4
24-Jun-2020,12:24,sma5,Sell,CALL,10550,49.8
24-Jun-2020,12:24,bb1sd,Buy,CALL,10550,49.8
24-Jun-2020,12:24,stochastic,Buy,CALL,10550,49.8
24-Jun-2020,12:24,combination,Buy,CALL,10550,49.8
24-Jun-2020,12:24,bb1sd,Sell,PUT,10500,71.15
24-Jun-2020,12:24,stochastic,Sell,PUT,10500,71.15
24-Jun-2020,12:24,combination,Sell,PUT,10500,71.15
24-Jun-2020,12:25,sma5,Buy,NIFTY,,10524.3
24-Jun-2020,12:25,bb1sd,Buy,NIFTY,,10524.3
24-Jun-2020,12:25,stochastic,Buy,NIFTY,,10524.3
24-Jun-2020,12:25,combination,Buy,NIFTY,,10524.3
24-Jun-2020,12:25,sma5,Buy,CALL,10550,51.85
24-Jun-2020,12:25,bb1sd,Buy,CALL,10550,51.85
24-Jun-2020,12:25,stochastic,Buy,CALL,10550,51.85
24-Jun-2020,12:25,combination,Buy,CALL,10550,51.85
24-Jun-2020,12:25,sma5,Sell,PUT,10500,67.4
24-Jun-2020,12:25,bb1sd,Sell,PUT,10500,67.4
24-Jun-2020,12:25,stochastic,Sell,PUT,10500,67.4
24-Jun-2020,12:25,combination,Sell,PUT,10500,67.4
24-Jun-2020,12:26,bb1sd,Buy,NIFTY,,10520.55
24-Jun-2020,12:26,stochastic,Buy,NIFTY,,10520.55
24-Jun-2020,12:26,combination,Buy,NIFTY,,10520.55
24-Jun-2020,12:26,sma5,Sell,CALL,10550,50.35
24-Jun-2020,12:26,bb1sd,Buy,CALL,10550,50.35
24-Jun-2020,12:26,stochastic,Buy,CALL,10550,50.35
24-Jun-2020,12:26,combination,Buy,CALL,10550,50.35
