sampleCount, change, profit, count, value, avg
"14","5","12","38","112","2"
"14","5","13","36","114","3"
"14","5","14","34","137","4"
"14","5","15","28","119","4"
"14","5","16","26","110","4"
"14","5","17","26","111","4"
"14","5","18","26","102","3"
"14","5","19","26","129","4"
"14","5","20","26","125","4"
"14","5","21","26","128","4"
"14","5","22","22","114","5"
"14","5","23","22","154","7"
"14","5","24","22","154","7"
"14","5","25","22","157","7"
"14","5","26","20","131","6"
"14","5","27","18","114","6"
"14","5","28","18","117","6"
"14","5","29","18","140","7"
"14","5","30","16","145","9"
"14","5","31","14","134","9"
"14","5","32","14","129","9"
"14","5","33","14","144","10"
"14","5","34","16","124","7"
"14","5","35","16","124","7"
"14","5","36","16","119","7"
"14","5","37","16","119","7"
"14","5","38","16","119","7"
"14","5","39","16","120","7"
"14","5","40","16","113","7"
"14","10","10","42","98","2"
"14","10","11","40","84","2"
"14","10","12","34","113","3"
"14","10","13","32","112","3"
"14","10","14","30","132","4"
"14","10","15","28","117","4"
"14","10","16","26","108","4"
"14","10","17","26","112","4"
"14","10","18","26","113","4"
"14","10","19","24","116","4"
"14","10","20","24","111","4"
"14","10","21","24","111","4"
"14","10","22","20","116","5"
"14","10","23","20","115","5"
"14","10","24","20","117","5"
"14","10","25","20","120","6"
"14","10","26","20","130","6"
"14","10","27","14","123","8"
"14","10","28","14","127","9"
"14","10","29","14","137","9"
"14","10","30","18","105","5"
"14","10","31","16","104","6"
"14","10","32","16","119","7"
"14","10","33","16","119","7"
"14","10","34","16","119","7"
"14","10","35","16","119","7"
"14","10","36","16","123","7"
"14","10","37","16","127","7"
"14","10","38","16","127","7"
"14","10","39","16","126","7"
"14","10","40","16","118","7"
"14","15","10","38","100","2"
"14","15","11","38","98","2"
"14","15","12","30","97","3"
"14","15","13","30","98","3"
"14","15","14","26","130","5"
"14","15","15","22","101","4"
"14","15","16","20","107","5"
"14","15","17","20","101","5"
"14","15","18","20","100","5"
"14","15","19","20","121","6"
"14","15","20","20","112","5"
"14","15","21","20","112","5"
"14","15","22","18","91","5"
"14","15","23","18","97","5"
"14","15","24","18","103","5"
"14","15","25","18","104","5"
"14","15","26","18","104","5"
"14","15","27","18","102","5"
"14","15","28","16","102","6"
"14","15","29","16","105","6"
"14","15","30","16","103","6"
"14","15","31","16","97","6"
"14","15","32","12","103","8"
"14","15","33","12","115","9"
"14","15","34","12","115","9"
"14","15","35","12","115","9"
"14","15","36","12","107","8"
"14","15","37","12","122","10"
"14","15","38","12","111","9"
"14","15","39","12","129","10"
"14","15","40","12","114","9"
"14","20","10","30","74","2"
"14","20","11","30","86","2"
"14","20","12","24","87","3"
"14","20","13","24","86","3"
"14","20","14","22","95","4"
"14","20","15","22","96","4"
"14","20","16","22","87","3"
"14","20","17","22","78","3"
"14","20","18","20","111","5"
"14","20","19","18","127","7"
"14","20","20","18","132","7"
"14","20","21","18","132","7"
"14","20","22","14","101","7"
"14","20","23","14","94","6"
"14","20","24","14","94","6"
"14","20","25","14","97","6"
"14","20","26","14","110","7"
"14","20","27","14","107","7"
"14","20","28","14","114","8"
"14","20","29","14","117","8"
"14","20","30","12","141","11"
"14","20","31","10","133","13"
"14","20","32","12","85","7"
"14","20","33","12","100","8"
"14","20","34","12","100","8"
"14","20","35","12","100","8"
"14","20","36","12","102","8"
"14","20","37","10","91","9"
"14","20","38","8","112","14"
"14","20","39","6","102","17"
"14","20","40","6","109","18"
"14","25","10","20","58","2"
"14","25","11","20","73","3"
"14","25","12","18","68","3"
"14","25","13","18","68","3"
"14","25","14","18","60","3"
"14","25","15","18","60","3"
"14","25","16","18","72","4"
"14","25","17","16","75","4"
"14","25","18","16","110","6"
"14","25","19","16","107","6"
"14","25","20","16","107","6"
"14","25","21","16","107","6"
"14","25","22","12","76","6"
"14","25","23","12","69","5"
"14","25","24","12","69","5"
"14","25","25","12","69","5"
"14","25","26","10","70","7"
"14","25","27","10","68","6"
"14","25","28","10","71","7"
"14","25","29","10","74","7"
"14","25","30","8","96","12"
"14","25","31","8","101","12"
"14","25","32","8","109","13"
"14","25","33","8","116","14"
"14","25","34","8","97","12"
"14","25","35","8","97","12"
"14","25","36","8","111","13"
"14","25","37","8","111","13"
"14","25","38","8","111","13"
"14","25","39","6","105","17"
"14","25","40","6","105","17"
"14","30","10","16","30","1"
"14","30","11","16","40","2"
"14","30","12","16","37","2"
"14","30","13","16","41","2"
"14","30","14","16","43","2"
"14","30","15","14","23","1"
"14","30","16","14","23","1"
"14","30","17","14","28","2"
"14","30","18","14","70","5"
"14","30","19","14","78","5"
"14","30","20","12","59","4"
"14","30","21","12","62","5"
"14","30","22","12","54","4"
"14","30","23","10","34","3"
"14","30","24","10","41","4"
"14","30","25","8","41","5"
"14","30","26","8","41","5"
"14","30","27","8","41","5"
"14","30","28","8","41","5"
"14","30","29","8","77","9"
"14","30","30","8","80","10"
"14","30","31","8","82","10"
"14","30","32","8","86","10"
"14","30","33","8","89","11"
"14","30","34","8","91","11"
"14","30","35","6","83","13"
"14","30","36","6","89","14"
"14","30","37","6","89","14"
"14","30","38","6","89","14"
"14","30","39","6","99","16"
"14","30","40","6","99","16"
"14","35","10","14","12","0"
"14","35","11","14","23","1"
"14","35","12","12","12","1"
"14","35","13","12","12","1"
"14","35","14","12","14","1"
"14","35","15","12","10","0"
"14","35","16","10","-12","-2"
"14","35","17","10","-12","-2"
"14","35","18","10","30","3"
"14","35","19","10","30","3"
"14","35","20","10","30","3"
"14","35","21","10","34","3"
"14","35","22","10","43","4"
"14","35","23","10","43","4"
"14","35","24","10","43","4"
"14","35","25","8","44","5"
"14","35","26","8","37","4"
"14","35","27","8","37","4"
"14","35","28","8","37","4"
"14","35","29","8","37","4"
"14","35","30","8","37","4"
"14","35","31","8","28","3"
"14","35","32","8","28","3"
"14","35","33","6","79","13"
"14","35","34","6","79","13"
"14","35","35","6","89","14"
"14","35","36","8","25","3"
"14","35","37","8","27","3"
"14","35","38","8","27","3"
"14","35","39","8","30","3"
"14","35","40","8","25","3"
"14","40","10","6","6","1"
"14","40","11","6","17","2"
"14","40","12","6","21","3"
"14","40","13","6","21","3"
"14","40","14","6","21","3"
"14","40","15","6","21","3"
"14","40","16","6","21","3"
"14","40","17","6","21","3"
"14","40","18","6","21","3"
"14","40","19","6","21","3"
"14","40","20","6","21","3"
"14","40","21","6","23","3"
"14","40","22","6","32","5"
"14","40","23","6","32","5"
"14","40","24","6","14","2"
"14","40","25","6","14","2"
"14","40","26","6","15","2"
"14","40","27","6","18","3"
"14","40","28","6","18","3"
"14","40","29","6","18","3"
"14","40","30","6","20","3"
"14","40","31","6","26","4"
"14","40","32","6","40","6"
"14","40","33","6","40","6"
"14","40","34","6","40","6"
"14","40","35","6","40","6"
"14","40","36","6","40","6"
"14","40","37","6","42","7"
"14","40","38","6","42","7"
"14","40","39","6","45","7"
"14","40","40","6","45","7"
"15","5","10","46","172","3"
"15","5","11","44","130","2"
"15","5","12","38","114","3"
"15","5","13","36","119","3"
"15","5","14","34","142","4"
"15","5","15","28","123","4"
"15","5","16","26","114","4"
"15","5","17","26","115","4"
"15","5","18","26","107","4"
"15","5","19","26","133","5"
"15","5","20","26","124","4"
"15","5","21","26","127","4"
"15","5","22","22","112","5"
"15","5","23","22","153","6"
"15","5","24","22","158","7"
"15","5","25","22","161","7"
"15","5","26","20","135","6"
"15","5","27","20","134","6"
"15","5","28","18","134","7"
"15","5","29","18","143","7"
"15","5","30","16","145","9"
"15","5","31","14","134","9"
"15","5","32","14","129","9"
"15","5","33","14","144","10"
"15","5","34","16","128","8"
"15","5","35","16","128","8"
"15","5","36","16","120","7"
"15","5","37","16","120","7"
"15","5","38","16","109","6"
"15","5","39","16","136","8"
"15","5","40","16","113","7"
"15","10","10","42","86","2"
"15","10","11","38","97","2"
"15","10","12","34","103","3"
"15","10","13","32","106","3"
"15","10","14","30","126","4"
"15","10","15","28","111","3"
"15","10","16","26","110","4"
"15","10","17","26","114","4"
"15","10","18","26","114","4"
"15","10","19","24","117","4"
"15","10","20","24","107","4"
"15","10","21","24","107","4"
"15","10","22","20","115","5"
"15","10","23","20","114","5"
"15","10","24","20","121","6"
"15","10","25","20","124","6"
"15","10","26","20","134","6"
"15","10","27","14","123","8"
"15","10","28","14","127","9"
"15","10","29","14","137","9"
"15","10","30","16","101","6"
"15","10","31","16","95","5"
"15","10","32","16","110","6"
"15","10","33","16","115","7"
"15","10","34","16","115","7"
"15","10","35","16","115","7"
"15","10","36","16","124","7"
"15","10","37","16","128","8"
"15","10","38","16","117","7"
"15","10","39","16","134","8"
"15","10","40","16","119","7"
"15","15","10","34","78","2"
"15","15","11","34","91","2"
"15","15","12","30","94","3"
"15","15","13","30","98","3"
"15","15","14","26","125","4"
"15","15","15","24","115","4"
"15","15","16","24","109","4"
"15","15","17","24","103","4"
"15","15","18","22","125","5"
"15","15","19","22","122","5"
"15","15","20","22","124","5"
"15","15","21","20","105","5"
"15","15","22","18","78","4"
"15","15","23","18","78","4"
"15","15","24","18","78","4"
"15","15","25","16","76","4"
"15","15","26","16","86","5"
"15","15","27","16","84","5"
"15","15","28","16","84","5"
"15","15","29","16","84","5"
"15","15","30","16","81","5"
"15","15","31","16","81","5"
"15","15","32","16","84","5"
"15","15","33","16","106","6"
"15","15","34","16","106","6"
"15","15","35","16","106","6"
"15","15","36","16","98","6"
"15","15","37","10","94","9"
"15","15","38","10","102","10"
"15","15","39","10","102","10"
"15","15","40","10","94","9"
"15","20","10","30","78","2"
"15","20","11","30","81","2"
"15","20","12","24","82","3"
"15","20","13","24","81","3"
"15","20","14","24","75","3"
"15","20","15","24","77","3"
"15","20","16","22","86","3"
"15","20","17","22","79","3"
"15","20","18","20","107","5"
"15","20","19","20","105","5"
"15","20","20","20","110","5"
"15","20","21","20","110","5"
"15","20","22","16","79","4"
"15","20","23","16","71","4"
"15","20","24","16","68","4"
"15","20","25","14","97","6"
"15","20","26","14","110","7"
"15","20","27","14","107","7"
"15","20","28","14","114","8"
"15","20","29","14","117","8"
"15","20","30","12","141","11"
"15","20","31","10","133","13"
"15","20","32","12","85","7"
"15","20","33","12","100","8"
"15","20","34","12","100","8"
"15","20","35","12","100","8"
"15","20","36","12","102","8"
"15","20","37","10","91","9"
"15","20","38","8","112","14"
"15","20","39","6","102","17"
"15","20","40","6","109","18"
"15","25","10","26","72","2"
"15","25","11","24","55","2"
"15","25","12","20","71","3"
"15","25","13","20","84","4"
"15","25","14","18","78","4"
"15","25","15","18","76","4"
"15","25","16","18","52","2"
"15","25","17","18","50","2"
"15","25","18","18","88","4"
"15","25","19","18","85","4"
"15","25","20","18","85","4"
"15","25","21","18","85","4"
"15","25","22","14","54","3"
"15","25","23","14","39","2"
"15","25","24","14","39","2"
"15","25","25","14","39","2"
"15","25","26","14","52","3"
"15","25","27","14","49","3"
"15","25","28","14","52","3"
"15","25","29","14","56","4"
"15","25","30","12","80","6"
"15","25","31","10","69","6"
"15","25","32","10","71","7"
"15","25","33","10","71","7"
"15","25","34","10","71","7"
"15","25","35","10","59","5"
"15","25","36","10","76","7"
"15","25","37","10","75","7"
"15","25","38","10","74","7"
"15","25","39","10","76","7"
"15","25","40","10","70","7"
"15","30","10","16","31","1"
"15","30","11","16","40","2"
"15","30","12","16","38","2"
"15","30","13","16","42","2"
"15","30","14","16","41","2"
"15","30","15","14","56","4"
"15","30","16","14","58","4"
"15","30","17","14","63","4"
"15","30","18","14","66","4"
"15","30","19","14","79","5"
"15","30","20","12","59","4"
"15","30","21","12","62","5"
"15","30","22","12","55","4"
"15","30","23","10","34","3"
"15","30","24","10","42","4"
"15","30","25","8","42","5"
"15","30","26","8","42","5"
"15","30","27","8","42","5"
"15","30","28","8","42","5"
"15","30","29","8","77","9"
"15","30","30","8","80","10"
"15","30","31","8","82","10"
"15","30","32","8","86","10"
"15","30","33","8","89","11"
"15","30","34","8","91","11"
"15","30","35","6","93","15"
"15","30","36","6","98","16"
"15","30","37","6","98","16"
"15","30","38","6","98","16"
"15","30","39","6","100","16"
"15","30","40","6","100","16"
"15","35","10","14","39","2"
"15","35","11","14","49","3"
"15","35","12","14","46","3"
"15","35","13","14","50","3"
"15","35","14","14","56","4"
"15","35","15","14","55","3"
"15","35","16","12","73","6"
"15","35","17","12","37","3"
"15","35","18","12","40","3"
"15","35","19","10","31","3"
"15","35","20","10","31","3"
"15","35","21","10","33","3"
"15","35","22","10","33","3"
"15","35","23","8","13","1"
"15","35","24","8","20","2"
"15","35","25","8","20","2"
"15","35","26","8","13","1"
"15","35","27","8","13","1"
"15","35","28","8","13","1"
"15","35","29","8","13","1"
"15","35","30","8","22","2"
"15","35","31","8","22","2"
"15","35","32","8","26","3"
"15","35","33","6","103","17"
"15","35","34","6","103","17"
"15","35","35","6","66","11"
"15","35","36","6","71","11"
"15","35","37","6","71","11"
"15","35","38","6","71","11"
"15","35","39","6","71","11"
"15","35","40","6","71","11"
"15","40","10","8","19","2"
"15","40","11","8","30","3"
"15","40","12","6","19","3"
"15","40","13","6","19","3"
"15","40","14","6","27","4"
"15","40","15","6","21","3"
"15","40","16","6","21","3"
"15","40","17","6","21","3"
"15","40","18","6","21","3"
"15","40","19","6","21","3"
"15","40","20","6","21","3"
"15","40","21","6","22","3"
"15","40","22","6","31","5"
"15","40","23","6","31","5"
"15","40","24","6","13","2"
"15","40","25","6","19","3"
"15","40","26","6","19","3"
"15","40","27","6","19","3"
"15","40","28","6","19","3"
"15","40","29","6","19","3"
"15","40","30","6","19","3"
"15","40","31","6","30","5"
"15","40","32","6","30","5"
"15","40","33","6","30","5"
"15","40","34","6","30","5"
"15","40","35","6","30","5"
"15","40","36","6","34","5"
"15","40","37","6","36","6"
"15","40","38","6","36","6"
"15","40","39","6","39","6"
"15","40","40","6","41","6"
"16","5","10","52","151","2"
"16","5","11","44","124","2"
"16","5","12","38","108","2"
"16","5","13","36","113","3"
"16","5","14","34","128","3"
"16","5","15","28","117","4"
"16","5","16","26","116","4"
"16","5","17","26","117","4"
"16","5","18","26","108","4"
"16","5","19","26","129","4"
"16","5","20","26","119","4"
"16","5","21","26","128","4"
"16","5","22","20","122","6"
"16","5","23","20","128","6"
"16","5","24","22","157","7"
"16","5","25","22","160","7"
"16","5","26","20","133","6"
"16","5","27","20","130","6"
"16","5","28","18","132","7"
"16","5","29","14","137","9"
"16","5","30","16","146","9"
"16","5","31","14","134","9"
"16","5","32","14","129","9"
"16","5","33","16","123","7"
"16","5","34","16","123","7"
"16","5","35","16","120","7"
"16","5","36","16","120","7"
"16","5","37","16","124","7"
"16","5","38","16","113","7"
"16","5","39","16","113","7"
"16","5","40","16","117","7"
"16","10","10","46","113","2"
"16","10","11","40","111","2"
"16","10","12","34","96","2"
"16","10","13","32","108","3"
"16","10","14","30","132","4"
"16","10","15","28","113","4"
"16","10","16","26","112","4"
"16","10","17","26","119","4"
"16","10","18","26","120","4"
"16","10","19","24","123","5"
"16","10","20","24","112","4"
"16","10","21","24","112","4"
"16","10","22","20","120","6"
"16","10","23","20","120","6"
"16","10","24","20","122","6"
"16","10","25","20","124","6"
"16","10","26","20","135","6"
"16","10","27","14","123","8"
"16","10","28","14","127","9"
"16","10","29","14","134","9"
"16","10","30","16","111","6"
"16","10","31","16","111","6"
"16","10","32","16","125","7"
"16","10","33","16","118","7"
"16","10","34","16","121","7"
"16","10","35","16","121","7"
"16","10","36","16","131","8"
"16","10","37","16","128","8"
"16","10","38","16","128","8"
"16","10","39","16","122","7"
"16","10","40","16","114","7"
"16","15","10","36","95","2"
"16","15","11","36","81","2"
"16","15","12","28","77","2"
"16","15","13","28","77","2"
"16","15","14","22","104","4"
"16","15","15","20","94","4"
"16","15","16","22","89","4"
"16","15","17","22","76","3"
"16","15","18","20","108","5"
"16","15","19","20","105","5"
"16","15","20","20","107","5"
"16","15","21","20","107","5"
"16","15","22","16","76","4"
"16","15","23","16","69","4"
"16","15","24","16","69","4"
"16","15","25","16","73","4"
"16","15","26","16","86","5"
"16","15","27","16","77","4"
"16","15","28","16","80","5"
"16","15","29","16","83","5"
"16","15","30","16","84","5"
"16","15","31","16","84","5"
"16","15","32","12","100","8"
"16","15","33","12","112","9"
"16","15","34","12","112","9"
"16","15","35","12","112","9"
"16","15","36","12","107","8"
"16","15","37","10","94","9"
"16","15","38","10","102","10"
"16","15","39","10","102","10"
"16","15","40","10","94","9"
"16","20","10","32","92","2"
"16","20","11","30","72","2"
"16","20","12","24","73","3"
"16","20","13","24","86","3"
"16","20","14","20","93","4"
"16","20","15","20","95","4"
"16","20","16","22","86","3"
"16","20","17","22","79","3"
"16","20","18","20","111","5"
"16","20","19","18","127","7"
"16","20","20","18","132","7"
"16","20","21","18","132","7"
"16","20","22","14","101","7"
"16","20","23","14","94","6"
"16","20","24","14","94","6"
"16","20","25","14","97","6"
"16","20","26","14","110","7"
"16","20","27","14","107","7"
"16","20","28","14","114","8"
"16","20","29","14","117","8"
"16","20","30","12","142","11"
"16","20","31","10","131","13"
"16","20","32","12","85","7"
"16","20","33","12","100","8"
"16","20","34","12","100","8"
"16","20","35","12","100","8"
"16","20","36","12","102","8"
"16","20","37","10","91","9"
"16","20","38","8","113","14"
"16","20","39","8","113","14"
"16","20","40","8","114","14"
"16","25","10","26","30","1"
"16","25","11","26","51","1"
"16","25","12","20","78","3"
"16","25","13","20","81","4"
"16","25","14","18","89","4"
"16","25","15","18","89","4"
"16","25","16","20","92","4"
"16","25","17","20","59","2"
"16","25","18","18","84","4"
"16","25","19","18","81","4"
"16","25","20","16","55","3"
"16","25","21","16","55","3"
"16","25","22","14","49","3"
"16","25","23","14","42","3"
"16","25","24","14","42","3"
"16","25","25","14","42","3"
"16","25","26","14","55","3"
"16","25","27","14","51","3"
"16","25","28","14","54","3"
"16","25","29","14","52","3"
"16","25","30","10","46","4"
"16","25","31","10","48","4"
"16","25","32","10","56","5"
"16","25","33","10","59","5"
"16","25","34","10","60","6"
"16","25","35","8","60","7"
"16","25","36","8","59","7"
"16","25","37","8","59","7"
"16","25","38","8","58","7"
"16","25","39","6","112","18"
"16","25","40","6","112","18"
"16","30","10","20","31","1"
"16","30","11","20","38","1"
"16","30","12","18","56","3"
"16","30","13","18","60","3"
"16","30","14","16","75","4"
"16","30","15","14","56","4"
"16","30","16","14","58","4"
"16","30","17","14","63","4"
"16","30","18","14","66","4"
"16","30","19","14","73","5"
"16","30","20","12","57","4"
"16","30","21","12","60","5"
"16","30","22","12","52","4"
"16","30","23","10","46","4"
"16","30","24","10","53","5"
"16","30","25","10","53","5"
"16","30","26","10","53","5"
"16","30","27","10","53","5"
"16","30","28","10","53","5"
"16","30","29","8","77","9"
"16","30","30","8","80","10"
"16","30","31","8","82","10"
"16","30","32","8","86","10"
"16","30","33","8","89","11"
"16","30","34","8","91","11"
"16","30","35","6","93","15"
"16","30","36","6","98","16"
"16","30","37","6","98","16"
"16","30","38","6","98","16"
"16","30","39","6","111","18"
"16","30","40","6","111","18"
"16","35","10","14","16","1"
"16","35","11","14","16","1"
"16","35","12","14","13","0"
"16","35","13","14","17","1"
"16","35","14","14","19","1"
"16","35","15","12","31","2"
"16","35","16","12","33","2"
"16","35","17","12","41","3"
"16","35","18","12","44","3"
"16","35","19","10","39","3"
"16","35","20","10","47","4"
"16","35","21","10","44","4"
"16","35","22","10","44","4"
"16","35","23","10","44","4"
"16","35","24","10","26","2"
"16","35","25","8","25","3"
"16","35","26","8","25","3"
"16","35","27","8","25","3"
"16","35","28","8","30","3"
"16","35","29","8","30","3"
"16","35","30","8","14","1"
"16","35","31","8","14","1"
"16","35","32","8","19","2"
"16","35","33","8","19","2"
"16","35","34","8","19","2"
"16","35","35","8","19","2"
"16","35","36","8","19","2"
"16","35","37","8","19","2"
"16","35","38","8","24","3"
"16","35","39","8","30","3"
"16","35","40","8","30","3"
"16","40","10","12","23","1"
"16","40","11","10","19","1"
"16","40","12","8","5","0"
"16","40","13","8","5","0"
"16","40","14","8","12","1"
"16","40","15","8","7","0"
"16","40","16","8","7","0"
"16","40","17","8","7","0"
"16","40","18","8","7","0"
"16","40","19","8","7","0"
"16","40","20","8","7","0"
"16","40","21","8","8","1"
"16","40","22","8","17","2"
"16","40","23","8","17","2"
"16","40","24","8","-1","-1"
"16","40","25","8","5","0"
"16","40","26","8","5","0"
"16","40","27","8","5","0"
"16","40","28","8","5","0"
"16","40","29","8","5","0"
"16","40","30","8","5","0"
"16","40","31","8","16","2"
"16","40","32","8","16","2"
"16","40","33","8","16","2"
"16","40","34","8","16","2"
"16","40","35","8","16","2"
"16","40","36","8","20","2"
"16","40","37","8","22","2"
"16","40","38","8","22","2"
"16","40","39","8","25","3"
"16","40","40","8","27","3"
"17","5","10","50","179","3"
"17","5","11","46","168","3"
"17","5","12","38","155","4"
"17","5","13","36","157","4"
"17","5","14","34","135","3"
"17","5","15","32","117","3"
"17","5","16","26","123","4"
"17","5","17","26","124","4"
"17","5","18","26","116","4"
"17","5","19","26","136","5"
"17","5","20","26","125","4"
"17","5","21","26","134","5"
"17","5","22","20","123","6"
"17","5","23","20","130","6"
"17","5","24","20","125","6"
"17","5","25","22","161","7"
"17","5","26","20","135","6"
"17","5","27","20","125","6"
"17","5","28","20","124","6"
"17","5","29","14","139","9"
"17","5","30","16","146","9"
"17","5","31","14","135","9"
"17","5","32","14","130","9"
"17","5","33","16","125","7"
"17","5","34","16","125","7"
"17","5","35","16","125","7"
"17","5","36","16","121","7"
"17","5","37","16","120","7"
"17","5","38","16","114","7"
"17","5","39","16","115","7"
"17","5","40","16","117","7"
"17","10","10","46","161","3"
"17","10","11","44","151","3"
"17","10","12","38","143","3"
"17","10","13","34","138","4"
"17","10","14","30","153","5"
"17","10","15","24","135","5"
"17","10","16","24","140","5"
"17","10","17","24","147","6"
"17","10","18","24","147","6"
"17","10","19","24","174","7"
"17","10","20","24","164","6"
"17","10","21","24","164","6"
"17","10","22","22","142","6"
"17","10","23","22","149","6"
"17","10","24","20","124","6"
"17","10","25","20","127","6"
"17","10","26","20","137","6"
"17","10","27","14","126","9"
"17","10","28","14","126","9"
"17","10","29","14","134","9"
"17","10","30","16","109","6"
"17","10","31","16","109","6"
"17","10","32","16","122","7"
"17","10","33","16","122","7"
"17","10","34","16","122","7"
"17","10","35","16","122","7"
"17","10","36","16","123","7"
"17","10","37","16","125","7"
"17","10","38","16","120","7"
"17","10","39","16","124","7"
"17","10","40","16","115","7"
"17","15","10","38","107","2"
"17","15","11","38","100","2"
"17","15","12","28","78","2"
"17","15","13","28","78","2"
"17","15","14","22","104","4"
"17","15","15","20","94","4"
"17","15","16","22","92","4"
"17","15","17","22","89","4"
"17","15","18","20","108","5"
"17","15","19","20","105","5"
"17","15","20","20","107","5"
"17","15","21","20","107","5"
"17","15","22","16","76","4"
"17","15","23","16","69","4"
"17","15","24","16","69","4"
"17","15","25","16","74","4"
"17","15","26","16","80","5"
"17","15","27","16","78","4"
"17","15","28","16","81","5"
"17","15","29","16","84","5"
"17","15","30","16","87","5"
"17","15","31","12","100","8"
"17","15","32","12","100","8"
"17","15","33","12","112","9"
"17","15","34","12","112","9"
"17","15","35","12","112","9"
"17","15","36","12","107","8"
"17","15","37","10","94","9"
"17","15","38","10","102","10"
"17","15","39","10","102","10"
"17","15","40","10","94","9"
"17","20","10","28","36","1"
"17","20","11","28","69","2"
"17","20","12","22","72","3"
"17","20","13","22","70","3"
"17","20","14","20","78","3"
"17","20","15","20","80","4"
"17","20","16","22","76","3"
"17","20","17","22","79","3"
"17","20","18","20","105","5"
"17","20","19","20","99","4"
"17","20","20","16","107","6"
"17","20","21","16","107","6"
"17","20","22","14","101","7"
"17","20","23","14","94","6"
"17","20","24","14","94","6"
"17","20","25","14","97","6"
"17","20","26","14","110","7"
"17","20","27","14","107","7"
"17","20","28","14","114","8"
"17","20","29","14","117","8"
"17","20","30","12","141","11"
"17","20","31","10","116","11"
"17","20","32","12","85","7"
"17","20","33","12","100","8"
"17","20","34","12","100","8"
"17","20","35","12","100","8"
"17","20","36","12","102","8"
"17","20","37","10","91","9"
"17","20","38","8","112","14"
"17","20","39","6","102","17"
"17","20","40","6","109","18"
"17","25","10","26","44","1"
"17","25","11","26","70","2"
"17","25","12","20","72","3"
"17","25","13","20","72","3"
"17","25","14","18","87","4"
"17","25","15","16","68","4"
"17","25","16","16","78","4"
"17","25","17","16","78","4"
"17","25","18","16","91","5"
"17","25","19","16","102","6"
"17","25","20","14","86","6"
"17","25","21","14","86","6"
"17","25","22","14","45","3"
"17","25","23","14","51","3"
"17","25","24","14","46","3"
"17","25","25","14","46","3"
"17","25","26","14","46","3"
"17","25","27","14","44","3"
"17","25","28","14","47","3"
"17","25","29","12","38","3"
"17","25","30","10","49","4"
"17","25","31","10","50","5"
"17","25","32","10","56","5"
"17","25","33","8","91","11"
"17","25","34","8","93","11"
"17","25","35","6","95","15"
"17","25","36","6","95","15"
"17","25","37","6","95","15"
"17","25","38","6","99","16"
"17","25","39","6","112","18"
"17","25","40","6","112","18"
"17","30","10","20","26","1"
"17","30","11","20","36","1"
"17","30","12","18","53","2"
"17","30","13","18","58","3"
"17","30","14","16","74","4"
"17","30","15","14","55","3"
"17","30","16","14","57","4"
"17","30","17","14","62","4"
"17","30","18","14","65","4"
"17","30","19","14","59","4"
"17","30","20","12","56","4"
"17","30","21","12","59","4"
"17","30","22","12","59","4"
"17","30","23","10","45","4"
"17","30","24","10","52","5"
"17","30","25","10","52","5"
"17","30","26","10","52","5"
"17","30","27","10","52","5"
"17","30","28","10","52","5"
"17","30","29","8","41","5"
"17","30","30","8","79","9"
"17","30","31","8","81","10"
"17","30","32","8","85","10"
"17","30","33","8","91","11"
"17","30","34","8","92","11"
"17","30","35","6","92","15"
"17","30","36","6","98","16"
"17","30","37","6","98","16"
"17","30","38","6","110","18"
"17","30","39","6","110","18"
"17","30","40","6","110","18"
"17","35","10","20","21","1"
"17","35","11","20","31","1"
"17","35","12","18","56","3"
"17","35","13","16","40","2"
"17","35","14","14","50","3"
"17","35","15","14","50","3"
"17","35","16","12","30","2"
"17","35","17","12","46","3"
"17","35","18","12","48","4"
"17","35","19","12","48","4"
"17","35","20","12","51","4"
"17","35","21","12","54","4"
"17","35","22","12","54","4"
"17","35","23","10","47","4"
"17","35","24","10","54","5"
"17","35","25","10","54","5"
"17","35","26","10","47","4"
"17","35","27","10","47","4"
"17","35","28","8","44","5"
"17","35","29","8","44","5"
"17","35","30","8","44","5"
"17","35","31","8","44","5"
"17","35","32","8","48","6"
"17","35","33","8","89","11"
"17","35","34","8","89","11"
"17","35","35","8","102","12"
"17","35","36","8","107","13"
"17","35","37","6","107","17"
"17","35","38","6","107","17"
"17","35","39","6","107","17"
"17","35","40","6","107","17"
"17","40","10","12","23","1"
"17","40","11","12","30","2"
"17","40","12","10","23","2"
"17","40","13","10","23","2"
"17","40","14","10","30","3"
"17","40","15","10","25","2"
"17","40","16","10","25","2"
"17","40","17","10","25","2"
"17","40","18","10","27","2"
"17","40","19","10","27","2"
"17","40","20","10","30","3"
"17","40","21","10","31","3"
"17","40","22","8","17","2"
"17","40","23","8","17","2"
"17","40","24","8","-1","-1"
"17","40","25","8","5","0"
"17","40","26","8","5","0"
"17","40","27","8","5","0"
"17","40","28","8","5","0"
"17","40","29","8","5","0"
"17","40","30","8","5","0"
"17","40","31","8","16","2"
"17","40","32","8","16","2"
"17","40","33","8","16","2"
"17","40","34","8","16","2"
"17","40","35","8","16","2"
"17","40","36","8","20","2"
"17","40","37","8","22","2"
"17","40","38","8","22","2"
"17","40","39","8","25","3"
"17","40","40","8","27","3"
"18","5","10","56","213","3"
"18","5","11","50","194","3"
"18","5","12","38","162","4"
"18","5","13","36","164","4"
"18","5","14","34","184","5"
"18","5","15","32","166","5"
"18","5","16","26","164","6"
"18","5","17","26","165","6"
