"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"865754","OPTIND","BSEFOC","OPTION","29-Oct-2026","43200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",7227.15,9698,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865762","OPTIND","BSEFOC","OPTION","24-Sep-2026","37200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",1453.85,3928.9,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865787","OPTIND","BSEFOC","OPTION","29-Oct-2026","34800","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",384.15,1681.55,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865790","OPTIND","BANKEX","OPTION","29-Oct-2026","70900","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,318.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865805","OPTIND","BSEFOC","OPTION","29-Oct-2026","41800","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",5841.65,8302.6,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865807","OPTIND","BSEFOC","OPTION","24-Sep-2026","31200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865816","OPTIND","BSEFOC","OPTION","24-Sep-2026","35800","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",225,0,45,5,"BSE FOCUSED IT INDEX","","","","",63.7,2534.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3426971,"FOCIT"
"865837","OPTIND","BANKEX","OPTION","29-Oct-2026","59300","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",2690.7,6742.75,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865845","OPTIND","BANKEX","OPTION","29-Oct-2026","64000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",300,0,30,5,"BANKEX","","","","",0.05,1788.4,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6391652,"BANKEX"
"865848","OPTIND","BANKEX","OPTION","29-Oct-2026","66300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",1347.5,4425.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865852","OPTIND","BANKEX","OPTION","29-Oct-2026","68600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",2934.85,6727.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865855","OPTIND","BSESEN","OPTION","29-Oct-2026","74000","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",3380,0,20,5,"BSE SENSEX","","","","",175.45,3498.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7482825,"SENSEX"
"865859","OPTIND","BSESEN","OPTION","29-Oct-2026","76300","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,2026.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"865864","OPTIND","BSEFOC","OPTION","24-Sep-2026","38800","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865873","OPTIND","BSEFOC","OPTION","24-Sep-2026","41200","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",5452.65,7927.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865880","OPTIND","BANKEX","OPTION","29-Oct-2026","57900","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0,0,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865890","OPTIND","BANKEX","OPTION","29-Oct-2026","60300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,441.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865894","OPTIND","BANKEX","OPTION","29-Oct-2026","62600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,1413.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865896","OPTIND","BSEFOC","OPTION","29-Oct-2026","39100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,96.65,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865898","OPTIND","BANKEX","OPTION","29-Oct-2026","64900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",666.9,3125.9,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865901","OPTIND","BANKEX","OPTION","29-Oct-2026","67000","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,1118.8,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865906","OPTIND","BANKEX","OPTION","29-Oct-2026","69300","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,542.35,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865913","OPTIND","BSESEN","OPTION","29-Oct-2026","72600","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",843.3,4731.75,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"865938","OPTIND","BSESEN","OPTION","29-Oct-2026","84000","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,272.35,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"865953","OPTIND","BSEFOC","OPTION","29-Oct-2026","33100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",1095.2,3076.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865954","OPTIND","BSEFOC","OPTION","29-Oct-2026","35400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",237.45,1265.8,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865959","OPTIND","BANKEX","OPTION","29-Oct-2026","63300","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",345,3090.6,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865965","OPTIND","BANKEX","OPTION","29-Oct-2026","65600","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,1688.25,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865971","OPTIND","BANKEX","OPTION","29-Oct-2026","67900","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,847.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865974","OPTIND","BANKEX","OPTION","29-Oct-2026","70300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",4376,8449.85,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"865977","OPTIND","BSEFOC","OPTION","29-Oct-2026","38800","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",2973.25,5310.9,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"865985","OPTIND","BSESEN","OPTION","29-Oct-2026","80300","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,723.5,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"865991","OPTIND","BSESEN","OPTION","29-Oct-2026","82600","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,398.15,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"865996","OPTIND","BSESEN","OPTION","29-Oct-2026","84900","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0,0,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866004","OPTIND","BSEFOC","OPTION","29-Oct-2026","31700","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",2030.5,4326.35,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866012","OPTIND","BANKEX","OPTION","29-Oct-2026","61900","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",911.55,4229.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"866023","OPTIND","BSEFOC","OPTION","29-Oct-2026","43100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866030","OPTIND","BSEFOC","OPTION","24-Sep-2026","37100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",90,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3426971,"FOCIT"
"866034","OPTIND","BSEFOC","OPTION","24-Sep-2026","39400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866052","OPTIND","BSESEN","OPTION","29-Oct-2026","78000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",1491.8,5192.5,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866065","OPTIND","BSEFOC","OPTION","29-Oct-2026","41700","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866069","OPTIND","BANKEX","OPTION","29-Oct-2026","59600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,283.1,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"866070","OPTIND","BSEFOC","OPTION","24-Sep-2026","31100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",2169.15,4644.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866074","OPTIND","BSEFOC","OPTION","24-Sep-2026","33400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,2349.3,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866076","OPTIND","BSEFOC","OPTION","24-Sep-2026","35700","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866088","OPTIND","BSESEN","OPTION","29-Oct-2026","72000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",1360,0,20,5,"BSE SENSEX","","","","",0.05,646.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7482825,"SENSEX"
"866091","OPTIND","BSESEN","OPTION","29-Oct-2026","74300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,1920.1,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866097","OPTIND","BSESEN","OPTION","29-Oct-2026","76600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",240,0,20,5,"BSE SENSEX","","","","",727.15,3808.55,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7482825,"SENSEX"
"866098","OPTIND","BSESEN","OPTION","29-Oct-2026","78900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",2099.6,6127.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866129","OPTIND","BSEFOC","OPTION","29-Oct-2026","37100","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",1611.95,3663.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866133","OPTIND","BSEFOC","OPTION","29-Oct-2026","39400","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",3521.2,5906.85,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866136","OPTIND","BANKEX","OPTION","29-Oct-2026","67300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",1965.75,5413.85,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"866141","OPTIND","BANKEX","OPTION","29-Oct-2026","69600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",3778.95,7741.85,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"866142","OPTIND","BSEFOC","OPTION","24-Sep-2026","41100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866149","OPTIND","BSESEN","OPTION","29-Oct-2026","72900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,1110.15,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866150","OPTIND","BSEFOC","OPTION","24-Sep-2026","43400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866154","OPTIND","BSESEN","OPTION","29-Oct-2026","77300","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",40,0,20,5,"BSE SENSEX","","","","",0.05,1341.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7482825,"SENSEX"
"866160","OPTIND","BSESEN","OPTION","29-Oct-2026","79600","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,866.15,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866168","OPTIND","BANKEX","OPTION","29-Oct-2026","60200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",1980.45,5833.4,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"866170","OPTIND","BSESEN","OPTION","29-Oct-2026","82000","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",4685.3,9382.6,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866173","OPTIND","BSESEN","OPTION","29-Oct-2026","84300","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0,0,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866180","OPTIND","BSEFOC","OPTION","29-Oct-2026","31100","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",72.8,181.15,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866181","OPTIND","BSEFOC","OPTION","29-Oct-2026","33400","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",296.15,889.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866183","OPTIND","BSEFOC","OPTION","29-Oct-2026","35700","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",847.85,2422.6,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866185","OPTIND","BANKEX","OPTION","29-Oct-2026","63600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",196.6,2075.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"866192","OPTIND","BANKEX","OPTION","29-Oct-2026","65900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",1135.45,4041.55,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"866200","OPTIND","BSESEN","OPTION","29-Oct-2026","73600","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",356.05,3849,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866208","OPTIND","BSESEN","OPTION","29-Oct-2026","75900","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",0.05,2241.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866217","OPTIND","BSESEN","OPTION","29-Oct-2026","80600","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",3445.35,7919.55,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866219","OPTIND","BSESEN","OPTION","29-Oct-2026","82900","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,20,5,"BSE SENSEX","","","","",5481.65,10310.35,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",7792815,"SENSEX"
"866226","OPTIND","BSEFOC","OPTION","29-Oct-2026","34100","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",620.5,2228.3,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866228","OPTIND","BANKEX","OPTION","29-Oct-2026","70200","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",0.05,403.15,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
"866230","OPTIND","BSEFOC","OPTION","29-Oct-2026","36400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",85.5,718.95,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866236","OPTIND","BSEFOC","OPTION","29-Oct-2026","38700","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,134.3,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866244","OPTIND","BSEFOC","OPTION","29-Oct-2026","41100","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",5153.55,7603.9,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866249","OPTIND","BSEFOC","OPTION","29-Oct-2026","43400","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",7425.65,9897.2,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866258","OPTIND","BSEFOC","OPTION","24-Sep-2026","35100","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",135,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,1817,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3426971,"FOCIT"
"866262","OPTIND","BSEFOC","OPTION","24-Sep-2026","37400","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",1653.8,4128.85,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866266","OPTIND","BSEFOC","OPTION","24-Sep-2026","39700","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",3953.1,6428.15,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866281","OPTIND","BSEFOC","OPTION","29-Oct-2026","30400","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0,0,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866287","OPTIND","BSEFOC","OPTION","29-Oct-2026","32700","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",1331.55,3427.7,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866303","OPTIND","BSEFOC","OPTION","24-Sep-2026","31400","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,20.05,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866305","OPTIND","BSEFOC","OPTION","24-Sep-2026","33700","PE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,45,5,"BSE FOCUSED IT INDEX","","","","",0.05,89.8,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",3738390,"FOCIT"
"866329","OPTIND","BANKEX","OPTION","29-Oct-2026","59500","CE",0,0,0,0,0,"",0,0,0,0,"","","","",0,"","","",0,0,30,5,"BANKEX","","","","",2525.85,6538.45,"","","","0-XXX","","","","","","",0,"","",0,0,0,"","","","","","","","BFO","","","","","","","",6484224,"BANKEX"
