indicator,good,bad,oscillating,total,success_rate,interval_label
RSI_14_70_30__AND__EMA_24_56,3,0,0,3,100,5min
RSI_14_70_30__AND__EMA_27_63,1,0,1,1,100,5min
RSI_14_70_30__AND__EMA_30_70,3,0,0,3,100,5min
RSI_15_70_30__AND__RSI_20_70_30,6,0,0,6,100,5min
RSI_15_70_30__AND__RSI_25_70_30,4,0,0,4,100,5min
RSI_15_70_30__AND__MACD_4_8_3,2,0,1,2,100,5min
RSI_15_70_30__AND__Bollinger_5_1,1,0,1,1,100,5min
RSI_15_70_30__AND__EMA_5_13,4,0,1,4,100,5min
RSI_15_70_30__AND__EMA_9_21,5,0,0,5,100,5min
RSI_15_70_30__AND__EMA_12_28,4,0,0,4,100,5min
RSI_15_70_30__AND__EMA_15_35,1,0,0,1,100,5min
RSI_15_70_30__AND__EMA_18_42,4,0,0,4,100,5min
RSI_15_70_30__AND__EMA_21_49,1,0,0,1,100,5min
RSI_15_70_30__AND__EMA_24_56,3,0,0,3,100,5min
RSI_15_70_30__AND__EMA_27_63,1,0,1,1,100,5min
RSI_15_70_30__AND__EMA_30_70,3,0,0,3,100,5min
RSI_20_70_30__AND__RSI_25_70_30,4,0,0,4,100,5min
RSI_20_70_30__AND__MACD_4_8_3,1,0,0,1,100,5min
RSI_20_70_30__AND__EMA_5_13,2,0,0,2,100,5min
RSI_20_70_30__AND__EMA_9_21,5,0,0,5,100,5min
RSI_20_70_30__AND__EMA_12_28,3,0,0,3,100,5min
RSI_20_70_30__AND__EMA_15_35,1,0,0,1,100,5min
RSI_20_70_30__AND__EMA_18_42,4,0,0,4,100,5min
RSI_20_70_30__AND__EMA_21_49,1,0,0,1,100,5min
RSI_20_70_30__AND__EMA_24_56,3,0,0,3,100,5min
RSI_20_70_30__AND__EMA_27_63,1,0,0,1,100,5min
RSI_20_70_30__AND__EMA_30_70,3,0,0,3,100,5min
RSI_25_70_30__AND__MACD_4_8_3,1,0,0,1,100,5min
RSI_25_70_30__AND__EMA_5_13,1,0,0,1,100,5min
RSI_25_70_30__AND__EMA_9_21,3,0,0,3,100,5min
RSI_25_70_30__AND__EMA_12_28,2,0,0,2,100,5min
RSI_25_70_30__AND__EMA_15_35,1,0,0,1,100,5min
RSI_25_70_30__AND__EMA_18_42,3,0,0,3,100,5min
RSI_25_70_30__AND__EMA_24_56,2,0,0,2,100,5min
RSI_25_70_30__AND__EMA_27_63,1,0,0,1,100,5min
RSI_25_70_30__AND__EMA_30_70,2,0,0,2,100,5min
RSI_10_70_30,11,1,1,12,91.67,5min
RSI_5_70_30__AND__EMA_9_21,7,1,0,8,87.5,5min
RSI_5_80_20,10,2,0,12,83.33,5min
RSI_5_70_30__AND__RSI_5_80_20,10,2,0,12,83.33,5min
RSI_5_70_30__AND__EMA_5_13,5,1,1,6,83.33,5min
RSI_5_70_30,14,3,1,17,82.35,5min
RSI_5_70_30__AND__EMA_21_49,4,1,0,5,80,5min
EMA_9_21__AND__EMA_24_56,6,2,1,8,75,5min
EMA_9_21__AND__EMA_30_70,3,1,1,4,75,5min
EMA_18_42__AND__EMA_30_70,3,1,1,4,75,5min
Bollinger_15_1.5__AND__EMA_18_42,2,1,0,3,66.67,5min
EMA_24_56__AND__EMA_30_70,2,1,1,3,66.67,5min
EMA_15_35__AND__EMA_18_42,8,5,1,13,61.54,5min
EMA_9_21__AND__EMA_15_35,11,7,1,18,61.11,5min
EMA_9_21,20,13,1,33,60.61,5min
EMA_30_70,3,2,1,5,60,5min
EMA_9_21__AND__EMA_12_28,12,8,1,20,60,5min
EMA_9_21__AND__EMA_27_63,3,2,0,5,60,5min
EMA_12_28__AND__EMA_30_70,3,2,1,5,60,5min
EMA_15_35__AND__EMA_24_56,3,2,1,5,60,5min
EMA_18_42__AND__EMA_24_56,6,4,1,10,60,5min
EMA_24_56,7,5,1,12,58.33,5min
EMA_9_21__AND__EMA_18_42,7,5,1,12,58.33,5min
MACD_4_8_3__AND__EMA_24_56,4,3,0,7,57.14,5min
EMA_18_42,10,8,1,18,55.56,5min
MACD_4_8_3__AND__EMA_18_42,5,4,0,9,55.56,5min
EMA_12_28__AND__EMA_24_56,6,5,1,11,54.55,5min
MACD_12_26_9__AND__EMA_9_21,7,6,1,13,53.85,5min
MACD_16_32_12__AND__EMA_5_13,7,6,0,13,53.85,5min
MACD_16_32_12__AND__EMA_15_35,7,6,1,13,53.85,5min
EMA_5_13,21,19,1,40,52.5,5min
EMA_12_28,14,13,1,27,51.85,5min
RSI_5_70_30__AND__MACD_4_8_3,1,1,1,2,50,5min
RSI_5_70_30__AND__ADX_14,1,1,0,2,50,5min
RSI_5_70_30__AND__ADX_20,1,1,0,2,50,5min
RSI_5_80_20__AND__MACD_4_8_3,1,1,0,2,50,5min
MACD_4_8_3__AND__MACD_16_32_12,6,6,0,12,50,5min
MACD_8_16_6__AND__EMA_18_42,5,5,1,10,50,5min
MACD_8_16_6__AND__EMA_24_56,4,4,1,8,50,5min
MACD_12_24_9__AND__EMA_9_21,8,8,1,16,50,5min
MACD_16_32_12__AND__EMA_12_28,5,5,1,10,50,5min
MACD_16_32_12__AND__EMA_24_56,3,3,1,6,50,5min
MACD_20_40_15__AND__EMA_24_56,3,3,1,6,50,5min
MACD_24_48_18__AND__EMA_9_21,1,1,1,2,50,5min
Bollinger_15_1.5__AND__EMA_24_56,1,1,0,2,50,5min
Bollinger_20_2__AND__EMA_18_42,1,1,0,2,50,5min
Bollinger_20_2__AND__EMA_24_56,1,1,0,2,50,5min
EMA_5_13__AND__EMA_24_56,3,3,0,6,50,5min
EMA_5_13__AND__EMA_30_70,2,2,0,4,50,5min
EMA_9_21__AND__EMA_21_49,5,5,1,10,50,5min
EMA_9_21__AND__RSI_10_70_30_REV,1,1,1,2,50,5min
EMA_12_28__AND__EMA_18_42,7,7,1,14,50,5min
EMA_15_35__AND__EMA_21_49,6,6,1,12,50,5min
EMA_18_42__AND__EMA_27_63,3,3,0,6,50,5min
MACD_4_8_3__AND__EMA_9_21,9,10,0,19,47.37,5min
MACD_16_32_12,8,9,1,17,47.06,5min
EMA_5_13__AND__EMA_18_42,6,7,0,13,46.15,5min
MACD_16_32_12__AND__EMA_9_21,4,5,1,9,44.44,5min
MACD_16_32_12__AND__EMA_18_42,4,5,1,9,44.44,5min
MACD_20_40_15__AND__EMA_15_35,4,5,1,9,44.44,5min
EMA_21_49__AND__EMA_24_56,4,5,1,9,44.44,5min
MACD_8_16_6__AND__MACD_16_32_12,7,9,1,16,43.75,5min
MACD_8_16_6__AND__EMA_12_28,7,9,1,16,43.75,5min
MACD_8_16_6__AND__EMA_15_35,7,9,1,16,43.75,5min
EMA_15_35,10,13,1,23,43.48,5min
MACD_8_16_6__AND__EMA_5_13,9,12,0,21,42.86,5min
Bollinger_30_1__AND__EMA_9_21,3,4,1,7,42.86,5min
EMA_5_13__AND__EMA_12_28,9,12,0,21,42.86,5min
EMA_12_28__AND__EMA_15_35,6,8,1,14,42.86,5min
EMA_24_56__AND__ADX_14,3,4,1,7,42.86,5min
EMA_24_56__AND__ADX_20,3,4,1,7,42.86,5min
MACD_12_24_9__AND__EMA_5_13,7,10,0,17,41.18,5min
EMA_5_13__AND__EMA_9_21,9,13,0,22,40.91,5min
MACD_4_8_3__AND__EMA_5_13,10,15,1,25,40,5min
MACD_4_8_3__AND__EMA_12_28,6,9,0,15,40,5min
MACD_8_16_6__AND__EMA_9_21,6,9,1,15,40,5min
Bollinger_20_1__AND__EMA_18_42,2,3,1,5,40,5min
Bollinger_20_1__AND__EMA_24_56,2,3,1,5,40,5min
Bollinger_20_1.5__AND__EMA_18_42,2,3,0,5,40,5min
Bollinger_20_1.5__AND__EMA_24_56,2,3,0,5,40,5min
Bollinger_25_1__AND__EMA_24_56,2,3,1,5,40,5min
Bollinger_25_1.5__AND__EMA_24_56,2,3,1,5,40,5min
Bollinger_30_1__AND__EMA_24_56,2,3,1,5,40,5min
Bollinger_30_1.5__AND__EMA_24_56,2,3,1,5,40,5min
EMA_5_13__AND__EMA_15_35,6,9,0,15,40,5min
EMA_5_13__AND__EMA_27_63,2,3,1,5,40,5min
EMA_12_28__AND__EMA_21_49,4,6,1,10,40,5min
EMA_12_28__AND__RSI_10_70_30_REV,2,3,1,5,40,5min
EMA_18_42__AND__RSI_10_70_30_REV,2,3,1,5,40,5min
EMA_21_49__AND__EMA_27_63,2,3,0,5,40,5min
EMA_24_56__AND__EMA_27_63,2,3,0,5,40,5min
EMA_24_56__AND__RSI_10_70_30_REV,2,3,1,5,40,5min
MACD_4_8_3,16,25,1,41,39.02,5min
MACD_20_40_15,5,8,1,13,38.46,5min
EMA_9_21__AND__ADX_20,5,8,1,13,38.46,5min
EMA_21_49,6,10,1,16,37.5,5min
EMA_27_63,3,5,1,8,37.5,5min
MACD_4_8_3__AND__EMA_21_49,3,5,0,8,37.5,5min
MACD_12_24_9__AND__MACD_16_32_12,6,10,1,16,37.5,5min
MACD_12_24_9__AND__EMA_24_56,3,5,1,8,37.5,5min
MACD_12_26_9__AND__MACD_16_32_12,6,10,1,16,37.5,5min
MACD_12_26_9__AND__EMA_24_56,3,5,1,8,37.5,5min
MACD_4_8_3__AND__MACD_8_16_6,10,17,0,27,37.04,5min
MACD_8_16_6__AND__EMA_21_49,4,7,1,11,36.36,5min
MACD_12_24_9__AND__EMA_18_42,4,7,1,11,36.36,5min
MACD_12_24_9__AND__EMA_21_49,4,7,1,11,36.36,5min
MACD_12_26_9__AND__EMA_18_42,4,7,1,11,36.36,5min
MACD_12_26_9__AND__EMA_21_49,4,7,1,11,36.36,5min
MACD_16_32_12__AND__EMA_21_49,4,7,1,11,36.36,5min
EMA_18_42__AND__EMA_21_49,4,7,1,11,36.36,5min
MACD_12_24_9,9,16,1,25,36,5min
MACD_4_8_3__AND__EMA_15_35,5,9,0,14,35.71,5min
MACD_12_26_9__AND__EMA_5_13,5,9,0,14,35.71,5min
MACD_12_24_9__AND__EMA_15_35,6,11,1,17,35.29,5min
MACD_12_26_9,8,15,1,23,34.78,5min
MACD_8_16_6__AND__MACD_12_24_9,8,15,1,23,34.78,5min
MACD_8_16_6,11,21,1,32,34.38,5min
RSI_10_70_30__AND__MACD_4_8_3,1,2,1,3,33.33,5min
MACD_4_8_3__AND__MACD_20_40_15,3,6,0,9,33.33,5min
MACD_12_24_9__AND__EMA_12_28,4,8,1,12,33.33,5min
MACD_12_26_9__AND__EMA_15_35,5,10,1,15,33.33,5min
MACD_16_32_12__AND__MACD_20_40_15,4,8,1,12,33.33,5min
MACD_16_32_12__AND__Bollinger_20_1,4,8,1,12,33.33,5min
MACD_20_40_15__AND__EMA_5_13,3,6,0,9,33.33,5min
MACD_24_48_18__AND__EMA_24_56,1,2,1,3,33.33,5min
Bollinger_5_1__AND__EMA_24_56,1,2,0,3,33.33,5min
Bollinger_10_1.5__AND__EMA_18_42,1,2,0,3,33.33,5min
Bollinger_15_1.5__AND__EMA_12_28,1,2,0,3,33.33,5min
Bollinger_20_2__AND__EMA_12_28,1,2,0,3,33.33,5min
Bollinger_25_1__AND__EMA_18_42,2,4,1,6,33.33,5min
Bollinger_25_2__AND__EMA_12_28,1,2,0,3,33.33,5min
Bollinger_25_2__AND__EMA_18_42,1,2,0,3,33.33,5min
Bollinger_25_2__AND__EMA_24_56,1,2,0,3,33.33,5min
Bollinger_30_1__AND__EMA_18_42,2,4,1,6,33.33,5min
Bollinger_30_1.5__AND__EMA_9_21,1,2,1,3,33.33,5min
Bollinger_30_1.5__AND__EMA_12_28,2,4,1,6,33.33,5min
Bollinger_30_2__AND__EMA_12_28,1,2,0,3,33.33,5min
Bollinger_30_2__AND__EMA_18_42,1,2,0,3,33.33,5min
Bollinger_30_2__AND__EMA_24_56,1,2,0,3,33.33,5min
EMA_9_21__AND__ADX_14,6,12,1,18,33.33,5min
EMA_12_28__AND__EMA_27_63,2,4,0,6,33.33,5min
EMA_15_35__AND__EMA_30_70,1,2,1,3,33.33,5min
EMA_21_49__AND__EMA_30_70,1,2,1,3,33.33,5min
EMA_27_63__AND__EMA_30_70,1,2,0,3,33.33,5min
MACD_12_24_9__AND__MACD_12_26_9,7,15,1,22,31.82,5min
MACD_4_8_3__AND__MACD_12_24_9,6,13,0,19,31.58,5min
MACD_8_16_6__AND__MACD_12_26_9,6,13,1,19,31.58,5min
EMA_15_35__AND__ADX_14,6,13,1,19,31.58,5min
EMA_15_35__AND__ADX_20,5,11,1,16,31.25,5min
MACD_16_32_12__AND__Bollinger_20_1.5,3,7,0,10,30,5min
EMA_5_13__AND__EMA_21_49,3,7,0,10,30,5min
MACD_20_40_15__AND__EMA_12_28,2,5,1,7,28.57,5min
Bollinger_10_1__AND__EMA_18_42,2,5,0,7,28.57,5min
Bollinger_15_1__AND__EMA_18_42,2,5,1,7,28.57,5min
Bollinger_15_1__AND__EMA_24_56,2,5,1,7,28.57,5min
Bollinger_20_1.5__AND__EMA_12_28,2,5,0,7,28.57,5min
Bollinger_25_1.5__AND__EMA_12_28,2,5,1,7,28.57,5min
EMA_5_13__AND__RSI_10_70_30_REV,2,5,0,7,28.57,5min
EMA_15_35__AND__EMA_27_63,2,5,0,7,28.57,5min
EMA_15_35__AND__RSI_10_70_30_REV,2,5,1,7,28.57,5min
EMA_18_42__AND__RSI_5_70_30_REV,2,5,0,7,28.57,5min
EMA_24_56__AND__RSI_5_70_30_REV,2,5,0,7,28.57,5min
MACD_4_8_3__AND__MACD_12_26_9,5,13,0,18,27.78,5min
MACD_4_8_3__AND__Bollinger_20_1.5,3,8,0,11,27.27,5min
MACD_8_16_6__AND__MACD_20_40_15,3,8,1,11,27.27,5min
MACD_12_24_9__AND__MACD_20_40_15,3,8,1,11,27.27,5min
MACD_12_24_9__AND__Bollinger_20_1.5,3,8,0,11,27.27,5min
MACD_12_26_9__AND__MACD_20_40_15,3,8,1,11,27.27,5min
MACD_12_26_9__AND__Bollinger_20_1.5,3,8,0,11,27.27,5min
MACD_12_26_9__AND__EMA_12_28,3,8,1,11,27.27,5min
MACD_20_40_15__AND__Bollinger_20_1,3,8,1,11,27.27,5min
MACD_20_40_15__AND__Bollinger_25_1,3,8,1,11,27.27,5min
MACD_20_40_15__AND__Bollinger_30_1,3,8,1,11,27.27,5min
RSI_5_90_10_REV,3,9,0,12,25,5min
MACD_4_8_3__AND__RSI_14_70_30_REV,2,6,0,8,25,5min
MACD_8_16_6__AND__Bollinger_30_1,4,12,1,16,25,5min
MACD_12_24_9__AND__Bollinger_20_1,4,12,1,16,25,5min
MACD_12_26_9__AND__Bollinger_20_1,4,12,1,16,25,5min
MACD_16_32_12__AND__Bollinger_15_1,3,9,1,12,25,5min
MACD_16_32_12__AND__Bollinger_15_1.5,2,6,0,8,25,5min
MACD_16_32_12__AND__Bollinger_25_1,3,9,1,12,25,5min
MACD_16_32_12__AND__Bollinger_30_1,3,9,1,12,25,5min
MACD_16_32_12__AND__EMA_27_63,2,6,0,8,25,5min
MACD_20_40_15__AND__EMA_21_49,2,6,1,8,25,5min
MACD_24_48_18__AND__EMA_5_13,1,3,0,4,25,5min
Bollinger_10_1.5__AND__EMA_15_35,1,3,0,4,25,5min
Bollinger_10_1.5__AND__EMA_24_56,1,3,0,4,25,5min
Bollinger_20_1__AND__EMA_12_28,2,6,1,8,25,5min
Bollinger_20_1.5__AND__EMA_9_21,1,3,0,4,25,5min
Bollinger_20_2__AND__EMA_15_35,1,3,0,4,25,5min
Bollinger_25_1__AND__EMA_9_21,2,6,1,8,25,5min
Bollinger_25_1.5__AND__EMA_18_42,1,3,1,4,25,5min
Bollinger_30_1__AND__EMA_12_28,2,6,1,8,25,5min
Bollinger_30_1.5__AND__EMA_18_42,1,3,1,4,25,5min
EMA_5_13__AND__ADX_20,3,9,0,12,25,5min
EMA_18_42__AND__RSI_14_70_30_REV,1,3,1,4,25,5min
EMA_24_56__AND__RSI_5_80_20_REV,1,3,0,4,25,5min
EMA_24_56__AND__RSI_14_70_30_REV,1,3,1,4,25,5min
RSI_5_70_30_REV__AND__RSI_5_90_10_REV,3,9,0,12,25,5min
RSI_5_80_20_REV__AND__RSI_5_90_10_REV,3,9,0,12,25,5min
RSI_5_70_30_REV,6,19,0,25,24,5min
RSI_5_80_20_REV,4,13,0,17,23.53,5min
Bollinger_20_1__AND__Bollinger_30_1,4,13,1,17,23.53,5min
Bollinger_25_1__AND__Bollinger_30_1,4,13,1,17,23.53,5min
RSI_5_70_30_REV__AND__RSI_5_80_20_REV,4,13,0,17,23.53,5min
Bollinger_20_1.5,3,10,0,13,23.08,5min
RSI_10_70_30_REV,3,10,1,13,23.08,5min
MACD_4_8_3__AND__Bollinger_30_1,3,10,0,13,23.08,5min
MACD_8_16_6__AND__Bollinger_20_1.5,3,10,0,13,23.08,5min
Bollinger_15_1__AND__Bollinger_20_1.5,3,10,0,13,23.08,5min
Bollinger_20_1__AND__Bollinger_20_1.5,3,10,0,13,23.08,5min
EMA_21_49__AND__ADX_14,3,10,1,13,23.08,5min
EMA_21_49__AND__ADX_20,3,10,1,13,23.08,5min
Bollinger_30_1,4,14,1,18,22.22,5min
MACD_4_8_3__AND__Bollinger_30_1.5,2,7,0,9,22.22,5min
MACD_8_16_6__AND__Bollinger_20_1,4,14,1,18,22.22,5min
MACD_8_16_6__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
MACD_12_24_9__AND__Bollinger_15_1.5,2,7,0,9,22.22,5min
MACD_12_24_9__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
MACD_12_26_9__AND__Bollinger_15_1.5,2,7,0,9,22.22,5min
MACD_12_26_9__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
MACD_16_32_12__AND__Bollinger_25_1.5,2,7,1,9,22.22,5min
MACD_16_32_12__AND__Bollinger_30_1.5,2,7,1,9,22.22,5min
MACD_16_32_12__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
MACD_20_40_15__AND__Bollinger_15_1,2,7,1,9,22.22,5min
MACD_20_40_15__AND__Bollinger_20_1.5,2,7,0,9,22.22,5min
MACD_20_40_15__AND__Bollinger_25_1.5,2,7,1,9,22.22,5min
MACD_20_40_15__AND__Bollinger_30_1.5,2,7,1,9,22.22,5min
Bollinger_20_1.5__AND__EMA_5_13,2,7,0,9,22.22,5min
Bollinger_25_1__AND__EMA_12_28,2,7,1,9,22.22,5min
EMA_5_13__AND__ADX_14,4,14,0,18,22.22,5min
EMA_15_35__AND__RSI_5_70_30_REV,2,7,0,9,22.22,5min
MACD_8_16_6__AND__RSI_5_70_30_REV,4,15,0,19,21.05,5min
MACD_4_8_3__AND__RSI_5_70_30_REV,4,16,0,20,20,5min
MACD_12_24_9__AND__Bollinger_20_2,1,4,0,5,20,5min
MACD_12_24_9__AND__Bollinger_25_1,3,12,1,15,20,5min
MACD_12_26_9__AND__Bollinger_20_2,1,4,0,5,20,5min
MACD_12_26_9__AND__Bollinger_25_1,3,12,1,15,20,5min
MACD_16_32_12__AND__Bollinger_20_2,1,4,0,5,20,5min
MACD_20_40_15__AND__Bollinger_10_1.5,1,4,0,5,20,5min
MACD_20_40_15__AND__Bollinger_20_2,1,4,0,5,20,5min
MACD_20_40_15__AND__EMA_9_21,1,4,1,5,20,5min
MACD_20_40_15__AND__EMA_18_42,1,4,1,5,20,5min
MACD_24_48_18__AND__EMA_15_35,1,4,1,5,20,5min
MACD_24_48_18__AND__EMA_21_49,1,4,1,5,20,5min
MACD_24_48_18__AND__EMA_27_63,1,4,0,5,20,5min
Bollinger_5_1__AND__ADX_20,1,4,0,5,20,5min
Bollinger_10_1__AND__RSI_5_70_30_REV,4,16,0,20,20,5min
Bollinger_10_1__AND__RSI_5_90_10_REV,2,8,0,10,20,5min
Bollinger_10_1.5__AND__EMA_12_28,1,4,0,5,20,5min
Bollinger_15_1__AND__Bollinger_30_1,3,12,1,15,20,5min
Bollinger_15_1.5__AND__Bollinger_20_1,2,8,0,10,20,5min
Bollinger_15_1.5__AND__Bollinger_20_1.5,2,8,0,10,20,5min
Bollinger_15_1.5__AND__EMA_15_35,1,4,0,5,20,5min
Bollinger_20_1.5__AND__Bollinger_30_1,2,8,0,10,20,5min
Bollinger_20_1.5__AND__Bollinger_30_1.5,2,8,0,10,20,5min
Bollinger_20_2__AND__Bollinger_30_1,1,4,0,5,20,5min
Bollinger_20_2__AND__Bollinger_30_1.5,1,4,0,5,20,5min
Bollinger_20_2__AND__Bollinger_30_2,1,4,0,5,20,5min
Bollinger_20_2__AND__RSI_10_70_30_REV,1,4,0,5,20,5min
Bollinger_20_2__AND__RSI_14_70_30_REV,1,4,0,5,20,5min
Bollinger_25_1.5__AND__EMA_9_21,1,4,1,5,20,5min
EMA_9_21__AND__RSI_5_90_10_REV,1,4,0,5,20,5min
EMA_12_28__AND__RSI_5_70_30_REV,2,8,0,10,20,5min
EMA_12_28__AND__RSI_14_70_30_REV,1,4,1,5,20,5min
EMA_18_42__AND__ADX_14,2,8,1,10,20,5min
EMA_18_42__AND__ADX_20,2,8,1,10,20,5min
EMA_27_63__AND__RSI_10_70_30_REV,1,4,0,5,20,5min
MACD_12_24_9__AND__Bollinger_30_1,3,13,1,16,18.75,5min
MACD_12_26_9__AND__Bollinger_30_1,3,13,1,16,18.75,5min
EMA_12_28__AND__ADX_14,3,13,1,16,18.75,5min
Bollinger_20_1,4,18,1,22,18.18,5min
Bollinger_30_1.5,2,9,1,11,18.18,5min
RSI_14_70_30_REV,2,9,1,11,18.18,5min
MACD_4_8_3__AND__Bollinger_25_1.5,2,9,0,11,18.18,5min
MACD_8_16_6__AND__Bollinger_30_1.5,2,9,1,11,18.18,5min
MACD_12_24_9__AND__Bollinger_25_1.5,2,9,1,11,18.18,5min
