trend,macd,rsi,bollinger,ltt,ltp
Sideways,DOWN,NEUTRAL,neutral,1739175087,23336.30
Sideways,DOWN,NEUTRAL,neutral,1739175087,23334.35
Sideways,DOWN,NEUTRAL,neutral,1739175088,23335.70
Sideways,DOWN,NEUTRAL,neutral,1739175088,23335.40
Sideways,DOWN,NEUTRAL,neutral,1739175089,23336.15
Sideways,DOWN,NEUTRAL,neutral,1739175089,23335.95
Sideways,DOWN,NEUTRAL,neutral,1739175090,23335.65
Sideways,DOWN,NEUTRAL,neutral,1739175090,23334.60
Sideways,DOWN,NEUTRAL,neutral,1739175091,23334.85
Sideways,DOWN,NEUTRAL,neutral,1739175091,23335.40
Sideways,DOWN,NEUTRAL,neutral,1739175092,23335.60
Sideways,DOWN,NEUTRAL,neutral,1739175092,23335.55
Sideways,DOWN,NEUTRAL,neutral,1739175093,23335.35
Sideways,DOWN,NEUTRAL,neutral,1739175093,23335.95
Sideways,DOWN,NEUTRAL,neutral,1739175094,23335.35
Sideways,DOWN,NEUTRAL,neutral,1739175094,23333.55
Sideways,DOWN,NEUTRAL,neutral,1739175095,23333.90
Sideways,DOWN,NEUTRAL,neutral,1739175095,23334.45
Sideways,DOWN,NEUTRAL,neutral,1739175096,23335.00
Sideways,DOWN,NEUTRAL,neutral,1739175096,23335.05
Sideways,DOWN,NEUTRAL,neutral,1739175097,23335.00
Sideways,DOWN,NEUTRAL,neutral,1739175097,23334.55
Sideways,DOWN,NEUTRAL,neutral,1739175098,23335.15
Sideways,DOWN,NEUTRAL,neutral,1739175098,23334.80
Sideways,DOWN,NEUTRAL,neutral,1739175099,23335.15
Sideways,DOWN,NEUTRAL,neutral,1739175099,23334.55
Sideways,DOWN,NEUTRAL,neutral,1739175100,23336.70
Sideways,DOWN,NEUTRAL,neutral,1739175101,23335.90
Sideways,DOWN,NEUTRAL,neutral,1739175101,23336.45
Sideways,DOWN,NEUTRAL,neutral,1739175102,23336.20
Sideways,DOWN,NEUTRAL,neutral,1739175102,23336.05
Sideways,DOWN,NEUTRAL,neutral,1739175103,23334.95
Sideways,DOWN,NEUTRAL,neutral,1739175103,23336.10
Sideways,DOWN,NEUTRAL,neutral,1739175104,23335.90
Sideways,DOWN,NEUTRAL,neutral,1739175104,23333.00
Sideways,DOWN,NEUTRAL,neutral,1739175105,23333.70
Sideways,DOWN,NEUTRAL,neutral,1739175105,23333.90
Sideways,DOWN,NEUTRAL,neutral,1739175106,23334.70
Sideways,DOWN,NEUTRAL,neutral,1739175107,23332.05
Sideways,DOWN,NEUTRAL,neutral,1739175107,23332.45
Sideways,DOWN,NEUTRAL,neutral,1739175108,23333.35
Sideways,DOWN,NEUTRAL,neutral,1739175108,23333.15
Sideways,DOWN,NEUTRAL,neutral,1739175109,23333.10
Sideways,DOWN,NEUTRAL,neutral,1739175109,23333.50
Sideways,DOWN,NEUTRAL,neutral,1739175110,23332.85
Sideways,DOWN,NEUTRAL,neutral,1739175110,23333.80
Sideways,DOWN,NEUTRAL,neutral,1739175111,23333.00
Sideways,DOWN,NEUTRAL,neutral,1739175111,23332.95
Sideways,DOWN,NEUTRAL,neutral,1739175112,23334.30
Sideways,DOWN,NEUTRAL,neutral,1739175113,23334.55
Sideways,DOWN,NEUTRAL,neutral,1739175113,23333.85
Sideways,DOWN,NEUTRAL,neutral,1739175114,23335.60
Sideways,DOWN,NEUTRAL,neutral,1739175114,23333.55
Sideways,DOWN,NEUTRAL,neutral,1739175115,23337.90
Sideways,DOWN,NEUTRAL,neutral,1739175115,23337.00
Sideways,DOWN,NEUTRAL,neutral,1739175116,23337.80
Sideways,DOWN,NEUTRAL,neutral,1739175116,23337.50
Sideways,DOWN,NEUTRAL,neutral,1739175117,23337.80
Sideways,DOWN,NEUTRAL,neutral,1739175117,23336.45
Sideways,DOWN,NEUTRAL,neutral,1739175118,23337.60
Sideways,DOWN,NEUTRAL,neutral,1739175118,23336.90
Sideways,DOWN,NEUTRAL,neutral,1739175119,23338.05
Sideways,DOWN,NEUTRAL,neutral,1739175119,23337.00
Sideways,DOWN,NEUTRAL,neutral,1739175120,23335.10
Sideways,DOWN,NEUTRAL,neutral,1739175120,23335.35
Sideways,DOWN,NEUTRAL,neutral,1739175121,23335.00
Sideways,DOWN,NEUTRAL,neutral,1739175121,23336.40
Sideways,DOWN,NEUTRAL,neutral,1739175122,23337.35
Sideways,DOWN,NEUTRAL,neutral,1739175122,23337.55
Sideways,DOWN,NEUTRAL,neutral,1739175123,23337.80
Sideways,DOWN,NEUTRAL,neutral,1739175123,23338.25
Sideways,DOWN,NEUTRAL,neutral,1739175124,23337.65
Sideways,DOWN,NEUTRAL,neutral,1739175124,23335.75
Sideways,DOWN,NEUTRAL,neutral,1739175125,23336.95
Sideways,DOWN,NEUTRAL,neutral,1739175125,23338.00
Sideways,DOWN,NEUTRAL,neutral,1739175126,23337.55
Sideways,DOWN,NEUTRAL,neutral,1739175126,23337.75
Sideways,DOWN,NEUTRAL,neutral,1739175127,23338.25
Sideways,DOWN,NEUTRAL,neutral,1739175127,23337.10
Sideways,DOWN,NEUTRAL,neutral,1739175128,23337.60
Sideways,DOWN,NEUTRAL,neutral,1739175128,23338.70
Sideways,DOWN,NEUTRAL,neutral,1739175129,23338.75
Sideways,DOWN,NEUTRAL,neutral,1739175129,23338.70
Sideways,DOWN,NEUTRAL,up,1739175130,23338.05
Sideways,DOWN,NEUTRAL,neutral,1739175130,23336.70
Sideways,DOWN,NEUTRAL,neutral,1739175131,23337.00
Sideways,DOWN,NEUTRAL,neutral,1739175131,23337.15
Sideways,DOWN,NEUTRAL,neutral,1739175132,23338.60
Sideways,DOWN,NEUTRAL,neutral,1739175132,23337.50
Sideways,DOWN,NEUTRAL,neutral,1739175133,23337.45
Sideways,DOWN,NEUTRAL,neutral,1739175133,23337.55
Sideways,DOWN,NEUTRAL,neutral,1739175134,23338.65
Sideways,DOWN,NEUTRAL,neutral,1739175134,23337.20
Sideways,DOWN,NEUTRAL,neutral,1739175135,23337.75
Sideways,DOWN,NEUTRAL,neutral,1739175135,23337.90
Sideways,DOWN,NEUTRAL,neutral,1739175136,23338.00
Sideways,DOWN,NEUTRAL,neutral,1739175136,23338.30
Sideways,DOWN,NEUTRAL,neutral,1739175137,23335.85
Sideways,DOWN,NEUTRAL,neutral,1739175137,23336.90
Sideways,DOWN,NEUTRAL,neutral,1739175138,23338.50
Sideways,DOWN,NEUTRAL,neutral,1739175138,23338.55
Sideways,DOWN,NEUTRAL,neutral,1739175139,23338.35
Sideways,DOWN,NEUTRAL,neutral,1739175139,23338.70
Sideways,DOWN,NEUTRAL,neutral,1739175140,23338.90
Sideways,DOWN,NEUTRAL,neutral,1739175140,23338.75
Sideways,DOWN,NEUTRAL,neutral,1739175141,23339.30
Sideways,DOWN,NEUTRAL,neutral,1739175141,23338.90
Sideways,DOWN,NEUTRAL,neutral,1739175142,23339.80
Sideways,DOWN,NEUTRAL,neutral,1739175142,23338.45
Sideways,DOWN,NEUTRAL,neutral,1739175143,23339.30
Sideways,DOWN,NEUTRAL,neutral,1739175143,23338.25
Sideways,DOWN,NEUTRAL,neutral,1739175144,23338.55
Sideways,DOWN,NEUTRAL,neutral,1739175144,23338.50
Sideways,DOWN,NEUTRAL,neutral,1739175145,23340.80
Sideways,DOWN,NEUTRAL,neutral,1739175145,23338.10
Sideways,DOWN,NEUTRAL,neutral,1739175146,23339.80
Sideways,DOWN,NEUTRAL,neutral,1739175146,23339.70
Sideways,DOWN,NEUTRAL,neutral,1739175147,23340.60
Sideways,DOWN,NEUTRAL,neutral,1739175147,23339.80
Sideways,DOWN,NEUTRAL,neutral,1739175148,23339.90
Sideways,DOWN,NEUTRAL,neutral,1739175148,23339.70
Sideways,DOWN,NEUTRAL,neutral,1739175149,23337.90
Sideways,DOWN,NEUTRAL,neutral,1739175149,23338.50
Sideways,DOWN,NEUTRAL,neutral,1739175150,23339.40
Sideways,DOWN,NEUTRAL,neutral,1739175150,23338.85
Sideways,DOWN,NEUTRAL,neutral,1739175151,23338.95
Sideways,DOWN,NEUTRAL,neutral,1739175151,23338.35
Sideways,DOWN,NEUTRAL,neutral,1739175152,23339.65
Sideways,DOWN,NEUTRAL,neutral,1739175152,23338.80
Sideways,DOWN,NEUTRAL,neutral,1739175153,23339.05
Sideways,DOWN,NEUTRAL,neutral,1739175153,23339.85
Sideways,DOWN,NEUTRAL,neutral,1739175154,23339.20
Sideways,DOWN,NEUTRAL,neutral,1739175154,23335.75
Sideways,DOWN,NEUTRAL,neutral,1739175155,23337.45
Sideways,DOWN,NEUTRAL,neutral,1739175155,23336.95
Sideways,DOWN,NEUTRAL,neutral,1739175156,23336.50
Sideways,DOWN,NEUTRAL,neutral,1739175156,23336.80
Sideways,DOWN,NEUTRAL,neutral,1739175157,23338.10
Sideways,DOWN,NEUTRAL,neutral,1739175157,23336.80
Sideways,DOWN,NEUTRAL,neutral,1739175158,23338.50
Sideways,DOWN,NEUTRAL,neutral,1739175158,23338.20
Sideways,DOWN,NEUTRAL,neutral,1739175159,23337.45
Sideways,DOWN,NEUTRAL,neutral,1739175159,23337.35
Sideways,DOWN,NEUTRAL,neutral,1739175160,23338.85
Sideways,DOWN,NEUTRAL,neutral,1739175160,23338.45
Sideways,DOWN,NEUTRAL,neutral,1739175161,23337.90
Sideways,DOWN,NEUTRAL,neutral,1739175162,23338.45
Sideways,DOWN,NEUTRAL,neutral,1739175162,23337.25
Sideways,DOWN,NEUTRAL,neutral,1739175163,23336.60
Sideways,DOWN,NEUTRAL,neutral,1739175163,23337.30
Sideways,DOWN,NEUTRAL,neutral,1739175164,23337.90
Sideways,DOWN,NEUTRAL,neutral,1739175164,23334.20
Sideways,DOWN,NEUTRAL,neutral,1739175165,23337.25
Sideways,DOWN,NEUTRAL,neutral,1739175165,23337.05
Sideways,DOWN,NEUTRAL,neutral,1739175166,23336.15
Sideways,DOWN,NEUTRAL,neutral,1739175166,23336.55
Sideways,DOWN,NEUTRAL,neutral,1739175167,23333.25
Sideways,DOWN,NEUTRAL,neutral,1739175167,23334.50
Sideways,DOWN,NEUTRAL,neutral,1739175168,23336.75
Sideways,DOWN,NEUTRAL,neutral,1739175168,23335.20
Sideways,DOWN,NEUTRAL,neutral,1739175169,23335.55
Sideways,DOWN,NEUTRAL,neutral,1739175169,23334.95
Sideways,DOWN,NEUTRAL,neutral,1739175170,23335.05
Sideways,DOWN,NEUTRAL,neutral,1739175170,23334.10
Sideways,DOWN,NEUTRAL,neutral,1739175171,23335.00
Sideways,DOWN,NEUTRAL,neutral,1739175171,23335.30
Sideways,DOWN,NEUTRAL,neutral,1739175172,23334.95
Sideways,DOWN,NEUTRAL,neutral,1739175173,23334.55
Sideways,DOWN,NEUTRAL,neutral,1739175174,23334.30
Sideways,DOWN,NEUTRAL,neutral,1739175174,23332.15
Sideways,DOWN,NEUTRAL,neutral,1739175175,23332.55
Sideways,DOWN,NEUTRAL,neutral,1739175175,23332.60
Sideways,DOWN,NEUTRAL,neutral,1739175176,23333.30
Sideways,DOWN,NEUTRAL,neutral,1739175176,23333.40
Sideways,DOWN,NEUTRAL,neutral,1739175177,23332.60
Sideways,DOWN,NEUTRAL,neutral,1739175177,23332.30
Sideways,DOWN,NEUTRAL,neutral,1739175178,23333.30
Sideways,DOWN,NEUTRAL,neutral,1739175178,23333.65
Sideways,DOWN,NEUTRAL,neutral,1739175179,23333.95
Sideways,DOWN,NEUTRAL,neutral,1739175179,23333.70
Sideways,DOWN,NEUTRAL,neutral,1739175180,23333.25
Sideways,DOWN,NEUTRAL,neutral,1739175180,23332.65
Sideways,DOWN,NEUTRAL,neutral,1739175181,23334.05
Sideways,DOWN,NEUTRAL,neutral,1739175181,23332.55
Sideways,DOWN,NEUTRAL,neutral,1739175182,23334.25
Sideways,DOWN,NEUTRAL,neutral,1739175182,23332.85
Sideways,DOWN,NEUTRAL,neutral,1739175183,23333.75
Sideways,DOWN,NEUTRAL,neutral,1739175183,23333.80
Sideways,DOWN,NEUTRAL,neutral,1739175184,23334.05
Sideways,DOWN,NEUTRAL,neutral,1739175184,23331.00
Sideways,DOWN,NEUTRAL,neutral,1739175185,23333.05
Sideways,DOWN,NEUTRAL,neutral,1739175185,23332.55
Sideways,DOWN,NEUTRAL,neutral,1739175186,23333.50
Sideways,DOWN,NEUTRAL,neutral,1739175186,23333.20
Sideways,DOWN,NEUTRAL,neutral,1739175187,23334.85
Sideways,DOWN,NEUTRAL,neutral,1739175187,23333.90
Sideways,DOWN,NEUTRAL,neutral,1739175188,23335.05
Sideways,DOWN,NEUTRAL,neutral,1739175188,23333.50
Sideways,DOWN,NEUTRAL,neutral,1739175189,23335.00
Sideways,DOWN,NEUTRAL,neutral,1739175189,23334.50
Sideways,DOWN,NEUTRAL,neutral,1739175190,23334.20
Sideways,DOWN,NEUTRAL,neutral,1739175190,23333.80
Sideways,DOWN,NEUTRAL,neutral,1739175191,23334.20
Sideways,DOWN,NEUTRAL,neutral,1739175191,23333.50
Sideways,DOWN,NEUTRAL,neutral,1739175192,23334.45
Sideways,DOWN,NEUTRAL,neutral,1739175192,23333.75
Sideways,DOWN,NEUTRAL,neutral,1739175193,23334.10
Sideways,DOWN,NEUTRAL,neutral,1739175193,23334.75
Sideways,DOWN,NEUTRAL,neutral,1739175194,23334.65
Sideways,DOWN,NEUTRAL,neutral,1739175194,23332.10
Sideways,DOWN,NEUTRAL,neutral,1739175195,23332.55
Sideways,DOWN,NEUTRAL,neutral,1739175195,23332.45
Sideways,DOWN,NEUTRAL,neutral,1739175196,23332.40
Sideways,DOWN,NEUTRAL,neutral,1739175196,23332.90
Sideways,DOWN,NEUTRAL,neutral,1739175197,23331.50
Sideways,DOWN,NEUTRAL,neutral,1739175197,23331.85
Sideways,DOWN,NEUTRAL,neutral,1739175198,23332.90
Sideways,DOWN,NEUTRAL,neutral,1739175198,23333.50
Sideways,DOWN,NEUTRAL,neutral,1739175199,23333.45
Sideways,DOWN,NEUTRAL,neutral,1739175199,23332.95
Sideways,DOWN,NEUTRAL,neutral,1739175200,23334.80
Sideways,DOWN,NEUTRAL,neutral,1739175200,23334.40
Sideways,DOWN,NEUTRAL,neutral,1739175201,23334.05
Sideways,DOWN,NEUTRAL,neutral,1739175201,23333.85
Sideways,DOWN,NEUTRAL,neutral,1739175202,23334.40
Sideways,DOWN,NEUTRAL,neutral,1739175202,23334.35
Sideways,DOWN,NEUTRAL,neutral,1739175203,23333.70
Sideways,DOWN,NEUTRAL,neutral,1739175203,23333.85
Sideways,DOWN,NEUTRAL,neutral,1739175204,23334.10
Sideways,DOWN,NEUTRAL,neutral,1739175204,23331.35
Sideways,DOWN,NEUTRAL,neutral,1739175205,23334.80
Sideways,DOWN,NEUTRAL,neutral,1739175205,23333.45
Sideways,DOWN,NEUTRAL,neutral,1739175206,23333.10
Sideways,DOWN,NEUTRAL,neutral,1739175206,23333.75
Sideways,DOWN,NEUTRAL,neutral,1739175207,23333.45
Sideways,DOWN,NEUTRAL,neutral,1739175207,23333.40
Sideways,DOWN,NEUTRAL,neutral,1739175208,23333.90
Sideways,DOWN,NEUTRAL,neutral,1739175208,23334.60
Sideways,DOWN,NEUTRAL,neutral,1739175209,23334.50
Sideways,DOWN,NEUTRAL,neutral,1739175209,23334.20
Sideways,DOWN,NEUTRAL,neutral,1739175210,23334.05
Sideways,DOWN,NEUTRAL,neutral,1739175210,23333.50
Sideways,DOWN,NEUTRAL,neutral,1739175211,23333.40
Sideways,DOWN,NEUTRAL,neutral,1739175211,23333.60
Sideways,DOWN,NEUTRAL,neutral,1739175212,23333.80
Sideways,DOWN,NEUTRAL,neutral,1739175212,23333.60
Sideways,DOWN,NEUTRAL,neutral,1739175213,23333.90
Sideways,DOWN,NEUTRAL,neutral,1739175214,23334.65
Sideways,DOWN,NEUTRAL,neutral,1739175214,23333.30
Sideways,DOWN,NEUTRAL,neutral,1739175215,23333.85
Sideways,DOWN,NEUTRAL,neutral,1739175215,23333.90
Sideways,DOWN,NEUTRAL,neutral,1739175216,23334.40
Sideways,DOWN,NEUTRAL,neutral,1739175216,23333.95
Sideways,DOWN,NEUTRAL,neutral,1739175217,23335.15
Sideways,DOWN,NEUTRAL,neutral,1739175217,23334.50
Sideways,DOWN,NEUTRAL,neutral,1739175218,23334.85
Sideways,DOWN,NEUTRAL,neutral,1739175218,23335.25
Sideways,DOWN,NEUTRAL,neutral,1739175219,23336.45
Sideways,DOWN,NEUTRAL,neutral,1739175219,23336.25
Sideways,DOWN,NEUTRAL,neutral,1739175220,23335.95
Sideways,DOWN,NEUTRAL,neutral,1739175220,23336.10
Sideways,DOWN,NEUTRAL,neutral,1739175221,23336.15
Sideways,DOWN,NEUTRAL,neutral,1739175221,23336.20
Sideways,DOWN,NEUTRAL,neutral,1739175222,23336.10
Sideways,DOWN,NEUTRAL,neutral,1739175222,23336.20
Sideways,DOWN,NEUTRAL,neutral,1739175223,23336.05
Sideways,DOWN,NEUTRAL,neutral,1739175224,23335.95
Sideways,DOWN,DOWN,neutral,1739175224,23338.55
Sideways,DOWN,DOWN,neutral,1739175225,23338.65
Sideways,DOWN,DOWN,neutral,1739175225,23338.55
Sideways,DOWN,NEUTRAL,neutral,1739175226,23338.35
Sideways,DOWN,NEUTRAL,neutral,1739175226,23338.20
Sideways,DOWN,NEUTRAL,neutral,1739175227,23335.55
Sideways,DOWN,NEUTRAL,neutral,1739175227,23335.00
Sideways,DOWN,NEUTRAL,neutral,1739175228,23335.70
Sideways,DOWN,NEUTRAL,neutral,1739175228,23336.40
Sideways,DOWN,NEUTRAL,neutral,1739175229,23336.70
Sideways,DOWN,NEUTRAL,neutral,1739175229,23338.00
Sideways,DOWN,NEUTRAL,neutral,1739175230,23336.85
Sideways,DOWN,NEUTRAL,neutral,1739175230,23337.15
Sideways,DOWN,NEUTRAL,neutral,1739175231,23337.20
Sideways,DOWN,NEUTRAL,neutral,1739175231,23337.05
Sideways,DOWN,NEUTRAL,neutral,1739175232,23337.85
Sideways,DOWN,NEUTRAL,neutral,1739175232,23337.80
Sideways,DOWN,NEUTRAL,neutral,1739175233,23337.35
Sideways,DOWN,NEUTRAL,neutral,1739175233,23337.65
Sideways,DOWN,NEUTRAL,neutral,1739175234,23338.15
Sideways,DOWN,NEUTRAL,neutral,1739175234,23336.10
Sideways,DOWN,NEUTRAL,neutral,1739175235,23336.40
Sideways,DOWN,NEUTRAL,neutral,1739175235,23337.05
Sideways,DOWN,NEUTRAL,neutral,1739175236,23338.30
Sideways,DOWN,NEUTRAL,neutral,1739175236,23338.65
Sideways,DOWN,NEUTRAL,neutral,1739175237,23339.00
Sideways,DOWN,NEUTRAL,neutral,1739175237,23338.45
Sideways,DOWN,NEUTRAL,neutral,1739175238,23338.80
Sideways,DOWN,NEUTRAL,neutral,1739175239,23340.10
Sideways,DOWN,NEUTRAL,neutral,1739175239,23339.85
Sideways,DOWN,NEUTRAL,neutral,1739175240,23339.80
Sideways,DOWN,NEUTRAL,neutral,1739175240,23339.10
Sideways,DOWN,NEUTRAL,neutral,1739175241,23340.75
Sideways,DOWN,NEUTRAL,neutral,1739175241,23340.95
Sideways,DOWN,NEUTRAL,neutral,1739175242,23340.90
Sideways,DOWN,NEUTRAL,neutral,1739175242,23340.55
Sideways,DOWN,NEUTRAL,neutral,1739175243,23339.80
Sideways,DOWN,NEUTRAL,neutral,1739175243,23340.30
Sideways,DOWN,NEUTRAL,neutral,1739175244,23340.70
Sideways,DOWN,NEUTRAL,neutral,1739175244,23338.10
Sideways,DOWN,NEUTRAL,neutral,1739175245,23339.40
Sideways,DOWN,NEUTRAL,neutral,1739175245,23339.45
Sideways,DOWN,NEUTRAL,neutral,1739175246,23340.50
Sideways,DOWN,NEUTRAL,neutral,1739175246,23340.20
Sideways,DOWN,NEUTRAL,neutral,1739175247,23340.50
Sideways,DOWN,NEUTRAL,neutral,1739175247,23340.20
Sideways,DOWN,NEUTRAL,neutral,1739175248,23340.65
Sideways,DOWN,NEUTRAL,neutral,1739175248,23340.55
Sideways,DOWN,NEUTRAL,neutral,1739175249,23340.80
Sideways,DOWN,NEUTRAL,neutral,1739175250,23340.50
Sideways,DOWN,NEUTRAL,neutral,1739175250,23341.25
Sideways,DOWN,NEUTRAL,neutral,1739175251,23341.75
Sideways,DOWN,NEUTRAL,neutral,1739175252,23342.90
Sideways,DOWN,NEUTRAL,neutral,1739175252,23342.40
Sideways,DOWN,NEUTRAL,neutral,1739175253,23342.30
Sideways,DOWN,NEUTRAL,neutral,1739175253,23342.15
Sideways,DOWN,NEUTRAL,neutral,1739175254,23342.35
Sideways,DOWN,NEUTRAL,neutral,1739175254,23340.70
Sideways,DOWN,NEUTRAL,neutral,1739175255,23342.10
Sideways,DOWN,NEUTRAL,neutral,1739175255,23341.65
Sideways,DOWN,NEUTRAL,neutral,1739175256,23342.00
Sideways,DOWN,NEUTRAL,neutral,1739175256,23342.35
Sideways,DOWN,NEUTRAL,neutral,1739175257,23340.50
Sideways,DOWN,NEUTRAL,neutral,1739175257,23342.75
Sideways,DOWN,NEUTRAL,neutral,1739175258,23342.00
Sideways,DOWN,NEUTRAL,neutral,1739175258,23342.55
Sideways,DOWN,NEUTRAL,neutral,1739175259,23342.25
Sideways,DOWN,NEUTRAL,neutral,1739175259,23342.40
Sideways,DOWN,NEUTRAL,neutral,1739175260,23342.80
Sideways,DOWN,NEUTRAL,neutral,1739175260,23342.95
Sideways,DOWN,NEUTRAL,neutral,1739175261,23343.75
Sideways,DOWN,NEUTRAL,neutral,1739175261,23343.55
Sideways,DOWN,NEUTRAL,neutral,1739175262,23344.60
Sideways,DOWN,NEUTRAL,neutral,1739175262,23344.65
Sideways,DOWN,NEUTRAL,neutral,1739175263,23343.70
Sideways,DOWN,NEUTRAL,neutral,1739175264,23345.95
Sideways,DOWN,NEUTRAL,neutral,1739175264,23343.85
Sideways,DOWN,NEUTRAL,neutral,1739175265,23347.05
Sideways,DOWN,NEUTRAL,neutral,1739175265,23346.90
Sideways,DOWN,NEUTRAL,neutral,1739175266,23345.85
Sideways,DOWN,NEUTRAL,neutral,1739175266,23347.05
Sideways,DOWN,NEUTRAL,neutral,1739175267,23346.90
Sideways,DOWN,NEUTRAL,neutral,1739175267,23345.00
Sideways,DOWN,NEUTRAL,neutral,1739175268,23345.95
Sideways,DOWN,NEUTRAL,neutral,1739175268,23346.05
Sideways,DOWN,NEUTRAL,neutral,1739175269,23346.60
Sideways,DOWN,NEUTRAL,neutral,1739175269,23346.90
Sideways,DOWN,NEUTRAL,neutral,1739175270,23346.50
Sideways,DOWN,NEUTRAL,neutral,1739175270,23345.50
Sideways,DOWN,NEUTRAL,neutral,1739175271,23345.40
Sideways,DOWN,NEUTRAL,neutral,1739175271,23344.85
Sideways,DOWN,NEUTRAL,neutral,1739175272,23346.00
Sideways,DOWN,NEUTRAL,neutral,1739175272,23345.60
Sideways,DOWN,NEUTRAL,neutral,1739175273,23346.15
Sideways,DOWN,NEUTRAL,neutral,1739175273,23345.15
Sideways,DOWN,NEUTRAL,neutral,1739175274,23346.10
Sideways,DOWN,NEUTRAL,neutral,1739175274,23343.45
Sideways,DOWN,NEUTRAL,neutral,1739175275,23344.45
Sideways,DOWN,NEUTRAL,neutral,1739175275,23344.85
Sideways,DOWN,NEUTRAL,neutral,1739175276,23343.75
Sideways,DOWN,NEUTRAL,neutral,1739175276,23345.05
Sideways,DOWN,NEUTRAL,neutral,1739175277,23345.85
Sideways,DOWN,NEUTRAL,neutral,1739175278,23345.35
Sideways,DOWN,NEUTRAL,neutral,1739175278,23346.35
Sideways,DOWN,NEUTRAL,neutral,1739175279,23346.85
Sideways,DOWN,NEUTRAL,neutral,1739175279,23346.25
Sideways,DOWN,NEUTRAL,neutral,1739175280,23346.05
Sideways,DOWN,NEUTRAL,neutral,1739175280,23346.85
Sideways,DOWN,NEUTRAL,neutral,1739175281,23346.10
Sideways,DOWN,NEUTRAL,neutral,1739175281,23346.60
Sideways,DOWN,NEUTRAL,neutral,1739175282,23347.00
Sideways,DOWN,NEUTRAL,neutral,1739175283,23346.70
Sideways,DOWN,NEUTRAL,neutral,1739175283,23347.20
Sideways,DOWN,NEUTRAL,neutral,1739175284,23347.05
Sideways,DOWN,NEUTRAL,neutral,1739175284,23344.35
Sideways,DOWN,NEUTRAL,neutral,1739175285,23346.65
Sideways,DOWN,NEUTRAL,up,1739175285,23346.80
Sideways,DOWN,NEUTRAL,neutral,1739175286,23346.30
Sideways,DOWN,NEUTRAL,neutral,1739175286,23347.10
Sideways,DOWN,NEUTRAL,neutral,1739175287,23343.80
Sideways,DOWN,NEUTRAL,neutral,1739175287,23345.35
Sideways,DOWN,NEUTRAL,neutral,1739175288,23345.75
Sideways,DOWN,NEUTRAL,neutral,1739175288,23345.20
Sideways,DOWN,NEUTRAL,neutral,1739175289,23346.85
Sideways,DOWN,NEUTRAL,neutral,1739175289,23346.75
Sideways,DOWN,NEUTRAL,neutral,1739175290,23347.80
Sideways,DOWN,NEUTRAL,neutral,1739175290,23347.00
Sideways,DOWN,NEUTRAL,neutral,1739175291,23347.45
Sideways,DOWN,NEUTRAL,neutral,1739175291,23347.05
Sideways,DOWN,NEUTRAL,neutral,1739175292,23347.35
Sideways,DOWN,NEUTRAL,neutral,1739175292,23348.45
Sideways,DOWN,NEUTRAL,neutral,1739175293,23349.00
Sideways,DOWN,NEUTRAL,neutral,1739175293,23348.25
Sideways,DOWN,NEUTRAL,neutral,1739175294,23347.45
Sideways,DOWN,NEUTRAL,neutral,1739175294,23345.50
Sideways,DOWN,NEUTRAL,neutral,1739175295,23346.00
Sideways,DOWN,NEUTRAL,neutral,1739175295,23346.40
Sideways,DOWN,NEUTRAL,neutral,1739175296,23346.15
Sideways,DOWN,NEUTRAL,neutral,1739175296,23346.85
Sideways,DOWN,NEUTRAL,neutral,1739175297,23348.30
Sideways,DOWN,NEUTRAL,neutral,1739175297,23345.65
Sideways,DOWN,NEUTRAL,neutral,1739175298,23346.45
Sideways,DOWN,NEUTRAL,neutral,1739175298,23347.00
Sideways,DOWN,NEUTRAL,neutral,1739175299,23346.40
Sideways,DOWN,NEUTRAL,neutral,1739175299,23346.45
Sideways,DOWN,NEUTRAL,neutral,1739175300,23345.35
Sideways,DOWN,NEUTRAL,neutral,1739175301,23346.80
Sideways,DOWN,NEUTRAL,neutral,1739175301,23345.90
Sideways,DOWN,NEUTRAL,neutral,1739175302,23347.05
Sideways,DOWN,NEUTRAL,neutral,1739175302,23346.30
Sideways,DOWN,NEUTRAL,neutral,1739175303,23345.55
Sideways,DOWN,NEUTRAL,neutral,1739175303,23346.85
Sideways,DOWN,NEUTRAL,neutral,1739175304,23346.00
Sideways,DOWN,NEUTRAL,neutral,1739175304,23343.45
Sideways,DOWN,NEUTRAL,neutral,1739175305,23345.55
Sideways,DOWN,NEUTRAL,neutral,1739175305,23345.20
Sideways,DOWN,NEUTRAL,neutral,1739175306,23344.30
Sideways,DOWN,NEUTRAL,neutral,1739175306,23346.60
Sideways,DOWN,NEUTRAL,neutral,1739175307,23347.25
Sideways,DOWN,NEUTRAL,neutral,1739175307,23345.40
Sideways,DOWN,NEUTRAL,neutral,1739175308,23347.05
Sideways,DOWN,NEUTRAL,neutral,1739175308,23346.55
Sideways,DOWN,NEUTRAL,neutral,1739175309,23346.90
Sideways,DOWN,NEUTRAL,neutral,1739175309,23346.20
Sideways,DOWN,NEUTRAL,neutral,1739175310,23344.85
Sideways,DOWN,NEUTRAL,neutral,1739175310,23346.75
Sideways,DOWN,NEUTRAL,neutral,1739175311,23345.85
Sideways,DOWN,NEUTRAL,neutral,1739175312,23346.60
Sideways,DOWN,NEUTRAL,neutral,1739175312,23345.80
Sideways,DOWN,NEUTRAL,neutral,1739175313,23345.90
