trend,macd,rsi,bollinger,ltt,ltp
Sideways,DOWN,UP,neutral,1739169064,23350.75
Sideways,DOWN,UP,neutral,1739169064,23351.35
Sideways,DOWN,UP,neutral,1739169065,23350.60
Sideways,DOWN,UP,neutral,1739169065,23350.90
Sideways,DOWN,NEUTRAL,neutral,1739169066,23351.80
Sideways,DOWN,UP,neutral,1739169066,23350.35
Sideways,DOWN,NEUTRAL,neutral,1739169067,23351.15
Sideways,DOWN,NEUTRAL,neutral,1739169067,23351.10
Sideways,DOWN,NEUTRAL,neutral,1739169068,23350.75
Sideways,DOWN,NEUTRAL,neutral,1739169068,23351.00
Sideways,DOWN,NEUTRAL,neutral,1739169069,23350.65
Sideways,DOWN,UP,neutral,1739169069,23350.00
Sideways,DOWN,UP,neutral,1739169070,23349.85
Sideways,DOWN,UP,neutral,1739169070,23349.50
Sideways,DOWN,UP,neutral,1739169071,23348.45
Sideways,DOWN,UP,neutral,1739169071,23348.45
Sideways,DOWN,UP,neutral,1739169072,23348.50
Sideways,DOWN,UP,neutral,1739169072,23348.85
Sideways,DOWN,UP,neutral,1739169073,23348.05
Sideways,DOWN,NEUTRAL,neutral,1739169073,23349.50
Sideways,DOWN,NEUTRAL,neutral,1739169074,23348.70
Sideways,DOWN,NEUTRAL,neutral,1739169074,23348.35
Sideways,DOWN,NEUTRAL,neutral,1739169075,23349.10
Sideways,DOWN,NEUTRAL,neutral,1739169075,23348.55
Sideways,DOWN,NEUTRAL,neutral,1739169076,23348.20
Sideways,DOWN,NEUTRAL,neutral,1739169076,23348.75
Sideways,DOWN,NEUTRAL,neutral,1739169077,23349.55
Sideways,DOWN,NEUTRAL,neutral,1739169077,23349.35
Sideways,DOWN,NEUTRAL,neutral,1739169078,23349.55
Sideways,DOWN,NEUTRAL,neutral,1739169078,23349.70
Sideways,DOWN,NEUTRAL,neutral,1739169079,23349.00
Sideways,DOWN,NEUTRAL,neutral,1739169079,23349.45
Sideways,DOWN,NEUTRAL,neutral,1739169080,23349.25
Sideways,DOWN,NEUTRAL,neutral,1739169080,23348.30
Sideways,DOWN,NEUTRAL,neutral,1739169081,23348.10
Sideways,DOWN,NEUTRAL,neutral,1739169081,23348.25
Sideways,DOWN,NEUTRAL,neutral,1739169082,23347.65
Sideways,DOWN,NEUTRAL,neutral,1739169082,23348.10
Sideways,DOWN,NEUTRAL,neutral,1739169083,23348.40
Sideways,DOWN,NEUTRAL,neutral,1739169083,23349.40
Sideways,DOWN,NEUTRAL,neutral,1739169084,23348.80
Sideways,DOWN,NEUTRAL,neutral,1739169084,23348.60
Sideways,DOWN,NEUTRAL,neutral,1739169085,23348.35
Sideways,DOWN,NEUTRAL,neutral,1739169085,23347.05
Sideways,DOWN,NEUTRAL,neutral,1739169086,23347.90
Sideways,DOWN,NEUTRAL,neutral,1739169086,23346.25
Sideways,DOWN,NEUTRAL,neutral,1739169087,23346.20
Sideways,DOWN,NEUTRAL,neutral,1739169087,23345.35
Sideways,DOWN,NEUTRAL,neutral,1739169088,23346.25
Sideways,DOWN,NEUTRAL,neutral,1739169088,23347.40
Sideways,DOWN,NEUTRAL,neutral,1739169089,23346.60
Sideways,DOWN,NEUTRAL,neutral,1739169089,23347.75
Sideways,DOWN,NEUTRAL,neutral,1739169090,23347.15
Sideways,DOWN,NEUTRAL,neutral,1739169090,23346.45
Sideways,DOWN,NEUTRAL,neutral,1739169091,23346.50
Sideways,DOWN,NEUTRAL,neutral,1739169091,23346.20
Sideways,DOWN,NEUTRAL,neutral,1739169092,23346.35
Sideways,DOWN,NEUTRAL,neutral,1739169092,23345.45
Sideways,DOWN,NEUTRAL,neutral,1739169093,23346.50
Sideways,DOWN,NEUTRAL,neutral,1739169093,23347.55
Sideways,DOWN,NEUTRAL,neutral,1739169094,23346.60
Sideways,DOWN,NEUTRAL,neutral,1739169094,23346.95
Sideways,DOWN,NEUTRAL,neutral,1739169095,23346.75
Sideways,DOWN,NEUTRAL,neutral,1739169095,23346.65
Sideways,DOWN,NEUTRAL,neutral,1739169096,23346.95
Sideways,DOWN,NEUTRAL,neutral,1739169096,23346.65
Sideways,DOWN,NEUTRAL,neutral,1739169097,23346.75
Sideways,DOWN,NEUTRAL,neutral,1739169097,23347.00
Sideways,DOWN,NEUTRAL,neutral,1739169098,23345.60
Sideways,DOWN,NEUTRAL,neutral,1739169098,23347.30
Sideways,DOWN,NEUTRAL,neutral,1739169099,23347.40
Sideways,DOWN,NEUTRAL,neutral,1739169099,23346.90
Sideways,DOWN,NEUTRAL,neutral,1739169100,23345.90
Sideways,DOWN,NEUTRAL,neutral,1739169101,23346.00
Sideways,DOWN,NEUTRAL,neutral,1739169101,23346.10
Sideways,DOWN,NEUTRAL,neutral,1739169102,23345.55
Sideways,DOWN,NEUTRAL,neutral,1739169102,23346.15
Sideways,DOWN,NEUTRAL,neutral,1739169103,23345.75
Sideways,DOWN,NEUTRAL,neutral,1739169103,23345.65
Sideways,DOWN,NEUTRAL,neutral,1739169104,23345.50
Sideways,DOWN,NEUTRAL,neutral,1739169104,23345.60
Sideways,DOWN,NEUTRAL,neutral,1739169105,23346.20
Sideways,DOWN,NEUTRAL,neutral,1739169106,23346.45
Sideways,DOWN,NEUTRAL,neutral,1739169106,23346.25
Sideways,DOWN,NEUTRAL,up,1739169107,23346.45
Sideways,DOWN,NEUTRAL,neutral,1739169107,23346.15
Sideways,DOWN,NEUTRAL,neutral,1739169108,23345.50
Sideways,DOWN,NEUTRAL,neutral,1739169108,23347.05
Sideways,DOWN,NEUTRAL,neutral,1739169109,23346.25
Sideways,DOWN,NEUTRAL,neutral,1739169109,23345.50
Sideways,DOWN,NEUTRAL,neutral,1739169110,23344.80
Sideways,DOWN,NEUTRAL,neutral,1739169110,23344.20
Sideways,DOWN,NEUTRAL,neutral,1739169111,23344.35
Sideways,DOWN,NEUTRAL,neutral,1739169111,23344.00
Sideways,DOWN,NEUTRAL,neutral,1739169112,23344.80
Sideways,DOWN,NEUTRAL,neutral,1739169112,23345.15
Sideways,DOWN,NEUTRAL,neutral,1739169113,23344.50
Sideways,DOWN,NEUTRAL,neutral,1739169113,23344.20
Sideways,DOWN,NEUTRAL,neutral,1739169114,23343.90
Sideways,DOWN,NEUTRAL,neutral,1739169114,23343.35
Sideways,DOWN,NEUTRAL,neutral,1739169115,23343.30
Sideways,DOWN,NEUTRAL,neutral,1739169115,23342.95
Sideways,DOWN,UP,neutral,1739169116,23342.30
Sideways,DOWN,NEUTRAL,neutral,1739169116,23343.15
Sideways,DOWN,UP,neutral,1739169117,23341.65
Sideways,DOWN,NEUTRAL,neutral,1739169117,23343.85
Sideways,DOWN,NEUTRAL,neutral,1739169118,23342.90
Sideways,DOWN,NEUTRAL,neutral,1739169118,23343.65
Sideways,DOWN,NEUTRAL,neutral,1739169119,23343.20
Sideways,DOWN,NEUTRAL,neutral,1739169119,23342.75
Sideways,DOWN,NEUTRAL,neutral,1739169120,23342.65
Sideways,DOWN,NEUTRAL,neutral,1739169120,23342.35
Sideways,DOWN,NEUTRAL,neutral,1739169121,23342.55
Sideways,DOWN,NEUTRAL,neutral,1739169121,23342.20
Sideways,DOWN,NEUTRAL,neutral,1739169122,23343.15
Sideways,DOWN,NEUTRAL,neutral,1739169122,23342.55
Sideways,DOWN,NEUTRAL,neutral,1739169123,23343.55
Sideways,DOWN,NEUTRAL,neutral,1739169123,23342.95
Sideways,DOWN,NEUTRAL,neutral,1739169124,23342.80
Sideways,DOWN,NEUTRAL,neutral,1739169124,23342.45
Sideways,DOWN,NEUTRAL,neutral,1739169125,23341.90
Sideways,DOWN,NEUTRAL,neutral,1739169125,23342.25
Sideways,DOWN,NEUTRAL,neutral,1739169126,23342.10
Sideways,DOWN,NEUTRAL,neutral,1739169126,23342.05
Sideways,DOWN,NEUTRAL,neutral,1739169127,23342.25
Sideways,DOWN,NEUTRAL,neutral,1739169127,23342.45
Sideways,DOWN,NEUTRAL,neutral,1739169128,23340.95
Sideways,DOWN,NEUTRAL,neutral,1739169128,23341.85
Sideways,DOWN,NEUTRAL,neutral,1739169129,23341.15
Sideways,DOWN,NEUTRAL,neutral,1739169129,23341.90
Sideways,DOWN,NEUTRAL,neutral,1739169130,23339.85
Sideways,DOWN,NEUTRAL,neutral,1739169130,23340.65
Sideways,DOWN,NEUTRAL,neutral,1739169131,23340.75
Sideways,DOWN,NEUTRAL,neutral,1739169131,23340.20
Sideways,DOWN,NEUTRAL,neutral,1739169132,23339.50
Sideways,DOWN,NEUTRAL,neutral,1739169133,23338.90
Sideways,DOWN,NEUTRAL,neutral,1739169133,23340.30
Sideways,DOWN,NEUTRAL,neutral,1739169134,23339.10
Sideways,DOWN,NEUTRAL,neutral,1739169134,23339.25
Sideways,DOWN,NEUTRAL,neutral,1739169135,23339.70
Sideways,DOWN,NEUTRAL,neutral,1739169135,23339.55
Sideways,DOWN,NEUTRAL,neutral,1739169136,23338.90
Sideways,DOWN,NEUTRAL,neutral,1739169136,23339.70
Sideways,DOWN,NEUTRAL,neutral,1739169137,23339.35
Sideways,DOWN,NEUTRAL,neutral,1739169137,23338.80
Sideways,DOWN,NEUTRAL,neutral,1739169138,23338.60
Sideways,DOWN,NEUTRAL,neutral,1739169138,23340.50
Sideways,DOWN,NEUTRAL,neutral,1739169139,23339.80
Sideways,DOWN,NEUTRAL,neutral,1739169140,23339.25
Sideways,DOWN,NEUTRAL,neutral,1739169140,23339.40
Sideways,DOWN,NEUTRAL,neutral,1739169141,23338.55
Sideways,DOWN,NEUTRAL,neutral,1739169141,23339.50
Sideways,DOWN,NEUTRAL,neutral,1739169142,23339.80
Sideways,DOWN,NEUTRAL,neutral,1739169142,23340.10
Sideways,DOWN,NEUTRAL,neutral,1739169143,23339.35
Sideways,DOWN,NEUTRAL,neutral,1739169143,23340.80
Sideways,DOWN,NEUTRAL,neutral,1739169144,23339.60
Sideways,DOWN,NEUTRAL,neutral,1739169144,23341.15
Sideways,DOWN,NEUTRAL,neutral,1739169145,23340.05
Sideways,DOWN,NEUTRAL,neutral,1739169145,23341.65
Sideways,DOWN,NEUTRAL,neutral,1739169146,23341.05
Sideways,DOWN,NEUTRAL,neutral,1739169146,23340.60
Sideways,DOWN,NEUTRAL,neutral,1739169147,23339.30
Sideways,DOWN,NEUTRAL,neutral,1739169147,23339.95
Sideways,DOWN,NEUTRAL,neutral,1739169148,23340.25
Sideways,DOWN,NEUTRAL,neutral,1739169148,23340.10
Sideways,DOWN,NEUTRAL,neutral,1739169149,23340.00
Sideways,DOWN,NEUTRAL,neutral,1739169149,23339.70
Sideways,DOWN,NEUTRAL,neutral,1739169150,23341.25
Sideways,DOWN,NEUTRAL,neutral,1739169150,23339.90
Sideways,DOWN,NEUTRAL,neutral,1739169151,23340.00
Sideways,DOWN,NEUTRAL,neutral,1739169151,23339.40
Sideways,DOWN,NEUTRAL,neutral,1739169152,23339.85
Sideways,DOWN,NEUTRAL,neutral,1739169152,23339.95
Sideways,DOWN,NEUTRAL,neutral,1739169153,23340.05
Sideways,DOWN,NEUTRAL,neutral,1739169153,23341.15
Sideways,DOWN,NEUTRAL,neutral,1739169154,23341.75
Sideways,DOWN,NEUTRAL,neutral,1739169154,23340.85
Sideways,DOWN,NEUTRAL,neutral,1739169155,23340.90
Sideways,DOWN,NEUTRAL,neutral,1739169155,23341.85
Sideways,DOWN,NEUTRAL,neutral,1739169156,23340.80
Sideways,DOWN,NEUTRAL,neutral,1739169156,23341.65
Sideways,DOWN,NEUTRAL,neutral,1739169157,23343.50
Sideways,DOWN,NEUTRAL,neutral,1739169157,23342.85
Sideways,DOWN,NEUTRAL,neutral,1739169158,23342.90
Sideways,DOWN,NEUTRAL,neutral,1739169158,23343.15
Sideways,DOWN,NEUTRAL,neutral,1739169159,23342.80
Sideways,DOWN,NEUTRAL,neutral,1739169159,23343.30
Sideways,DOWN,NEUTRAL,neutral,1739169160,23343.25
Sideways,DOWN,NEUTRAL,neutral,1739169160,23343.15
Sideways,DOWN,NEUTRAL,neutral,1739169161,23342.45
Sideways,DOWN,NEUTRAL,neutral,1739169161,23342.90
Sideways,DOWN,NEUTRAL,neutral,1739169162,23341.40
Sideways,DOWN,NEUTRAL,neutral,1739169162,23341.65
Sideways,DOWN,NEUTRAL,neutral,1739169163,23341.50
Sideways,DOWN,NEUTRAL,neutral,1739169163,23341.90
Sideways,DOWN,NEUTRAL,neutral,1739169164,23342.50
Sideways,DOWN,NEUTRAL,neutral,1739169164,23342.35
Sideways,DOWN,NEUTRAL,neutral,1739169165,23343.85
Sideways,DOWN,NEUTRAL,neutral,1739169165,23343.80
Sideways,DOWN,NEUTRAL,neutral,1739169166,23343.55
Sideways,DOWN,NEUTRAL,neutral,1739169166,23342.35
Sideways,DOWN,NEUTRAL,neutral,1739169167,23342.40
Sideways,DOWN,NEUTRAL,neutral,1739169167,23342.70
Sideways,DOWN,NEUTRAL,neutral,1739169168,23342.25
Sideways,DOWN,NEUTRAL,neutral,1739169168,23344.30
Sideways,DOWN,NEUTRAL,neutral,1739169169,23344.50
Sideways,DOWN,NEUTRAL,neutral,1739169169,23344.25
Sideways,DOWN,NEUTRAL,neutral,1739169170,23343.90
Sideways,DOWN,NEUTRAL,neutral,1739169170,23343.85
Sideways,DOWN,NEUTRAL,neutral,1739169171,23344.25
Sideways,DOWN,NEUTRAL,neutral,1739169171,23343.25
Sideways,DOWN,NEUTRAL,neutral,1739169172,23343.55
Sideways,DOWN,NEUTRAL,neutral,1739169172,23343.75
Sideways,DOWN,NEUTRAL,neutral,1739169173,23344.95
Sideways,DOWN,NEUTRAL,neutral,1739169173,23344.80
Sideways,DOWN,NEUTRAL,neutral,1739169174,23344.20
Sideways,DOWN,NEUTRAL,neutral,1739169174,23342.75
Sideways,DOWN,NEUTRAL,neutral,1739169175,23343.70
Sideways,DOWN,NEUTRAL,neutral,1739169175,23343.85
Sideways,DOWN,NEUTRAL,neutral,1739169176,23343.95
Sideways,DOWN,NEUTRAL,neutral,1739169176,23344.45
Sideways,DOWN,NEUTRAL,neutral,1739169177,23343.90
Sideways,DOWN,NEUTRAL,neutral,1739169177,23342.20
Sideways,DOWN,NEUTRAL,neutral,1739169178,23343.70
Sideways,DOWN,NEUTRAL,neutral,1739169178,23344.40
Sideways,DOWN,NEUTRAL,neutral,1739169179,23346.00
Sideways,DOWN,NEUTRAL,neutral,1739169179,23345.40
Sideways,DOWN,NEUTRAL,neutral,1739169180,23344.95
Sideways,DOWN,NEUTRAL,neutral,1739169180,23344.55
Sideways,DOWN,NEUTRAL,neutral,1739169181,23344.60
Sideways,DOWN,NEUTRAL,neutral,1739169181,23343.55
Sideways,DOWN,NEUTRAL,neutral,1739169182,23343.35
Sideways,DOWN,NEUTRAL,neutral,1739169182,23342.80
Sideways,DOWN,NEUTRAL,neutral,1739169183,23342.45
Sideways,DOWN,NEUTRAL,neutral,1739169183,23343.55
Sideways,DOWN,NEUTRAL,neutral,1739169184,23346.65
Sideways,DOWN,NEUTRAL,neutral,1739169184,23344.80
Sideways,DOWN,NEUTRAL,neutral,1739169185,23344.50
Sideways,DOWN,NEUTRAL,neutral,1739169185,23345.25
Sideways,DOWN,NEUTRAL,neutral,1739169186,23345.45
Sideways,DOWN,NEUTRAL,neutral,1739169186,23346.45
Sideways,DOWN,NEUTRAL,neutral,1739169187,23347.25
Sideways,DOWN,NEUTRAL,neutral,1739169187,23346.80
Sideways,DOWN,NEUTRAL,neutral,1739169188,23348.45
Sideways,DOWN,NEUTRAL,neutral,1739169188,23349.00
Sideways,DOWN,NEUTRAL,neutral,1739169189,23347.35
Sideways,DOWN,NEUTRAL,neutral,1739169189,23347.95
Sideways,DOWN,NEUTRAL,neutral,1739169190,23347.45
Sideways,DOWN,NEUTRAL,neutral,1739169190,23348.00
Sideways,DOWN,NEUTRAL,neutral,1739169191,23348.30
Sideways,DOWN,NEUTRAL,neutral,1739169191,23347.30
Sideways,DOWN,NEUTRAL,neutral,1739169192,23347.00
Sideways,DOWN,NEUTRAL,neutral,1739169192,23346.90
Sideways,DOWN,NEUTRAL,neutral,1739169193,23350.05
Sideways,DOWN,NEUTRAL,neutral,1739169193,23349.10
Sideways,DOWN,NEUTRAL,neutral,1739169194,23349.00
Sideways,DOWN,NEUTRAL,neutral,1739169194,23349.10
Sideways,DOWN,NEUTRAL,neutral,1739169195,23349.00
Sideways,DOWN,NEUTRAL,neutral,1739169195,23349.90
Sideways,DOWN,NEUTRAL,neutral,1739169196,23349.80
Sideways,DOWN,NEUTRAL,neutral,1739169196,23350.05
Sideways,DOWN,NEUTRAL,neutral,1739169197,23350.95
Sideways,DOWN,NEUTRAL,neutral,1739169197,23350.50
Sideways,DOWN,NEUTRAL,neutral,1739169198,23350.55
Sideways,DOWN,NEUTRAL,neutral,1739169198,23351.20
Sideways,DOWN,NEUTRAL,neutral,1739169199,23351.30
Sideways,DOWN,NEUTRAL,neutral,1739169199,23351.15
Sideways,DOWN,NEUTRAL,neutral,1739169200,23350.00
Sideways,DOWN,NEUTRAL,neutral,1739169200,23352.00
Sideways,DOWN,NEUTRAL,neutral,1739169201,23351.10
Sideways,DOWN,NEUTRAL,neutral,1739169201,23352.10
Sideways,DOWN,NEUTRAL,neutral,1739169202,23351.70
Sideways,DOWN,NEUTRAL,neutral,1739169202,23351.85
Sideways,DOWN,NEUTRAL,neutral,1739169203,23351.70
Sideways,DOWN,NEUTRAL,neutral,1739169203,23353.05
Sideways,DOWN,NEUTRAL,neutral,1739169204,23352.55
Sideways,DOWN,NEUTRAL,neutral,1739169204,23354.15
Sideways,DOWN,NEUTRAL,neutral,1739169205,23353.85
Sideways,DOWN,NEUTRAL,neutral,1739169205,23353.40
Sideways,DOWN,NEUTRAL,neutral,1739169206,23353.00
Sideways,DOWN,NEUTRAL,neutral,1739169206,23353.80
Sideways,DOWN,NEUTRAL,neutral,1739169207,23353.65
Sideways,DOWN,NEUTRAL,neutral,1739169207,23352.55
Sideways,DOWN,NEUTRAL,neutral,1739169208,23354.15
Sideways,DOWN,NEUTRAL,neutral,1739169208,23354.35
Sideways,DOWN,NEUTRAL,neutral,1739169209,23354.05
Sideways,DOWN,NEUTRAL,neutral,1739169209,23353.70
Sideways,DOWN,NEUTRAL,neutral,1739169210,23354.00
Sideways,DOWN,NEUTRAL,neutral,1739169211,23353.45
Sideways,DOWN,NEUTRAL,neutral,1739169211,23352.45
Sideways,DOWN,NEUTRAL,neutral,1739169212,23351.70
Sideways,DOWN,NEUTRAL,neutral,1739169212,23352.45
Sideways,DOWN,NEUTRAL,neutral,1739169213,23353.35
Sideways,DOWN,NEUTRAL,neutral,1739169213,23354.05
Sideways,DOWN,NEUTRAL,neutral,1739169214,23355.10
Sideways,DOWN,NEUTRAL,neutral,1739169214,23354.90
Sideways,DOWN,NEUTRAL,neutral,1739169215,23353.75
Sideways,DOWN,NEUTRAL,neutral,1739169215,23354.60
Sideways,DOWN,NEUTRAL,neutral,1739169216,23353.30
Sideways,DOWN,NEUTRAL,neutral,1739169216,23352.55
Sideways,DOWN,NEUTRAL,neutral,1739169217,23353.55
Sideways,DOWN,NEUTRAL,neutral,1739169217,23353.65
Sideways,DOWN,NEUTRAL,neutral,1739169218,23354.05
Sideways,DOWN,NEUTRAL,neutral,1739169218,23354.10
Sideways,DOWN,NEUTRAL,neutral,1739169219,23353.60
Sideways,DOWN,NEUTRAL,neutral,1739169219,23353.20
Sideways,DOWN,NEUTRAL,neutral,1739169220,23355.10
Sideways,DOWN,NEUTRAL,neutral,1739169220,23355.30
Sideways,DOWN,NEUTRAL,neutral,1739169221,23354.60
Sideways,DOWN,NEUTRAL,neutral,1739169221,23353.40
Sideways,DOWN,NEUTRAL,neutral,1739169222,23356.00
Sideways,DOWN,NEUTRAL,neutral,1739169222,23354.00
Sideways,DOWN,NEUTRAL,neutral,1739169223,23353.75
Sideways,DOWN,NEUTRAL,neutral,1739169223,23354.55
Sideways,DOWN,NEUTRAL,neutral,1739169224,23353.50
Sideways,DOWN,NEUTRAL,neutral,1739169224,23354.40
Sideways,DOWN,NEUTRAL,neutral,1739169225,23354.60
Sideways,DOWN,NEUTRAL,neutral,1739169225,23355.20
Sideways,DOWN,NEUTRAL,neutral,1739169226,23355.45
Sideways,DOWN,NEUTRAL,neutral,1739169226,23357.60
Sideways,DOWN,NEUTRAL,neutral,1739169227,23357.15
Sideways,DOWN,NEUTRAL,neutral,1739169227,23356.65
Sideways,DOWN,NEUTRAL,neutral,1739169228,23358.40
Sideways,DOWN,NEUTRAL,neutral,1739169229,23357.45
Sideways,DOWN,NEUTRAL,neutral,1739169229,23357.85
Sideways,DOWN,NEUTRAL,neutral,1739169230,23357.25
Sideways,DOWN,NEUTRAL,neutral,1739169230,23356.70
Sideways,DOWN,NEUTRAL,neutral,1739169231,23356.95
Sideways,DOWN,NEUTRAL,neutral,1739169231,23355.85
Sideways,DOWN,NEUTRAL,neutral,1739169232,23355.20
Sideways,DOWN,NEUTRAL,neutral,1739169232,23355.25
Sideways,DOWN,NEUTRAL,neutral,1739169233,23355.15
Sideways,DOWN,NEUTRAL,neutral,1739169233,23356.85
Sideways,DOWN,NEUTRAL,neutral,1739169234,23355.55
Sideways,DOWN,NEUTRAL,neutral,1739169234,23356.30
Sideways,DOWN,NEUTRAL,neutral,1739169235,23356.15
Sideways,DOWN,NEUTRAL,neutral,1739169235,23357.30
Sideways,DOWN,NEUTRAL,neutral,1739169236,23357.50
Sideways,DOWN,NEUTRAL,neutral,1739169237,23357.10
Sideways,DOWN,NEUTRAL,neutral,1739169237,23354.95
Sideways,DOWN,NEUTRAL,neutral,1739169238,23357.35
Sideways,DOWN,NEUTRAL,neutral,1739169238,23357.60
Sideways,DOWN,NEUTRAL,neutral,1739169239,23356.85
Sideways,DOWN,NEUTRAL,neutral,1739169239,23356.30
Sideways,DOWN,NEUTRAL,neutral,1739169240,23355.45
Sideways,DOWN,NEUTRAL,neutral,1739169240,23355.05
Sideways,DOWN,NEUTRAL,neutral,1739169241,23354.90
Sideways,DOWN,NEUTRAL,neutral,1739169241,23355.50
Sideways,DOWN,NEUTRAL,neutral,1739169242,23354.85
Sideways,DOWN,NEUTRAL,neutral,1739169242,23354.35
Sideways,DOWN,NEUTRAL,neutral,1739169243,23352.95
Sideways,DOWN,NEUTRAL,neutral,1739169243,23355.30
Sideways,DOWN,NEUTRAL,neutral,1739169244,23354.45
Sideways,DOWN,NEUTRAL,neutral,1739169244,23353.70
Sideways,DOWN,NEUTRAL,neutral,1739169245,23353.75
Sideways,DOWN,NEUTRAL,neutral,1739169245,23354.25
Sideways,DOWN,NEUTRAL,neutral,1739169246,23354.20
Sideways,DOWN,NEUTRAL,neutral,1739169246,23353.55
Sideways,DOWN,NEUTRAL,neutral,1739169247,23353.75
Sideways,DOWN,NEUTRAL,neutral,1739169247,23354.85
Sideways,DOWN,NEUTRAL,neutral,1739169248,23354.65
Sideways,DOWN,NEUTRAL,neutral,1739169248,23353.40
Sideways,DOWN,NEUTRAL,neutral,1739169249,23352.30
Sideways,DOWN,NEUTRAL,neutral,1739169249,23353.10
Sideways,DOWN,NEUTRAL,neutral,1739169250,23355.40
Sideways,DOWN,NEUTRAL,neutral,1739169250,23354.10
Sideways,DOWN,NEUTRAL,neutral,1739169251,23354.20
Sideways,DOWN,NEUTRAL,neutral,1739169251,23353.95
Sideways,DOWN,NEUTRAL,neutral,1739169252,23354.30
Sideways,DOWN,NEUTRAL,neutral,1739169252,23355.25
Sideways,DOWN,NEUTRAL,neutral,1739169253,23355.60
Sideways,DOWN,NEUTRAL,neutral,1739169253,23356.35
Sideways,DOWN,NEUTRAL,neutral,1739169254,23356.85
Sideways,DOWN,NEUTRAL,neutral,1739169255,23356.80
Sideways,DOWN,NEUTRAL,neutral,1739169255,23355.80
Sideways,DOWN,NEUTRAL,neutral,1739169256,23356.45
Sideways,DOWN,NEUTRAL,neutral,1739169256,23356.40
Sideways,DOWN,NEUTRAL,neutral,1739169257,23357.00
Sideways,DOWN,NEUTRAL,neutral,1739169257,23356.25
Sideways,DOWN,NEUTRAL,neutral,1739169258,23355.40
Sideways,DOWN,NEUTRAL,neutral,1739169258,23356.05
Sideways,DOWN,NEUTRAL,neutral,1739169259,23356.30
Sideways,DOWN,NEUTRAL,neutral,1739169259,23356.50
Sideways,DOWN,NEUTRAL,up,1739169260,23357.20
Sideways,DOWN,NEUTRAL,neutral,1739169260,23356.95
Sideways,DOWN,NEUTRAL,neutral,1739169261,23356.75
Sideways,DOWN,NEUTRAL,neutral,1739169261,23356.60
Sideways,DOWN,NEUTRAL,neutral,1739169262,23357.35
Sideways,DOWN,NEUTRAL,neutral,1739169262,23356.75
Sideways,DOWN,NEUTRAL,neutral,1739169263,23356.40
Sideways,DOWN,NEUTRAL,neutral,1739169263,23358.00
Sideways,DOWN,NEUTRAL,neutral,1739169264,23358.85
Sideways,DOWN,NEUTRAL,neutral,1739169264,23358.25
Sideways,DOWN,NEUTRAL,neutral,1739169265,23357.25
Sideways,DOWN,NEUTRAL,neutral,1739169265,23358.45
Sideways,DOWN,NEUTRAL,neutral,1739169266,23358.40
Sideways,DOWN,NEUTRAL,neutral,1739169266,23358.65
Sideways,DOWN,NEUTRAL,neutral,1739169267,23358.90
Sideways,DOWN,NEUTRAL,neutral,1739169267,23358.05
Sideways,DOWN,NEUTRAL,neutral,1739169268,23359.60
Sideways,DOWN,NEUTRAL,neutral,1739169268,23360.10
Sideways,DOWN,NEUTRAL,neutral,1739169269,23361.60
Sideways,DOWN,NEUTRAL,neutral,1739169270,23361.10
Sideways,DOWN,NEUTRAL,neutral,1739169270,23360.60
Sideways,DOWN,NEUTRAL,neutral,1739169271,23360.55
Sideways,DOWN,NEUTRAL,neutral,1739169271,23359.20
Sideways,DOWN,NEUTRAL,neutral,1739169272,23359.15
Sideways,DOWN,NEUTRAL,neutral,1739169272,23359.45
Sideways,DOWN,NEUTRAL,neutral,1739169273,23359.40
Sideways,DOWN,NEUTRAL,neutral,1739169273,23359.60
Sideways,DOWN,NEUTRAL,neutral,1739169274,23358.75
Sideways,DOWN,NEUTRAL,neutral,1739169274,23359.40
Sideways,DOWN,NEUTRAL,neutral,1739169275,23359.55
Sideways,DOWN,NEUTRAL,neutral,1739169275,23360.70
Sideways,DOWN,NEUTRAL,neutral,1739169276,23359.95
Sideways,DOWN,NEUTRAL,neutral,1739169276,23359.90
Sideways,DOWN,NEUTRAL,neutral,1739169277,23359.95
Sideways,DOWN,NEUTRAL,neutral,1739169277,23359.80
Sideways,DOWN,NEUTRAL,neutral,1739169278,23359.85
Sideways,DOWN,NEUTRAL,neutral,1739169278,23361.40
Sideways,DOWN,NEUTRAL,neutral,1739169279,23361.10
Sideways,DOWN,NEUTRAL,neutral,1739169279,23360.85
Sideways,DOWN,NEUTRAL,neutral,1739169280,23360.40
Sideways,DOWN,NEUTRAL,neutral,1739169280,23360.50
Sideways,DOWN,NEUTRAL,neutral,1739169281,23360.45
Sideways,DOWN,NEUTRAL,neutral,1739169282,23359.95
Sideways,DOWN,NEUTRAL,neutral,1739169283,23360.10
Sideways,DOWN,NEUTRAL,neutral,1739169283,23360.60
Sideways,DOWN,NEUTRAL,neutral,1739169284,23361.25
Sideways,DOWN,NEUTRAL,neutral,1739169284,23360.75
Sideways,DOWN,NEUTRAL,neutral,1739169285,23360.80
Sideways,DOWN,NEUTRAL,neutral,1739169285,23360.10
Sideways,DOWN,NEUTRAL,neutral,1739169286,23360.50
Sideways,DOWN,NEUTRAL,neutral,1739169286,23360.05
Sideways,DOWN,NEUTRAL,neutral,1739169287,23359.55
Sideways,DOWN,NEUTRAL,neutral,1739169287,23359.20
Sideways,DOWN,NEUTRAL,neutral,1739169288,23358.85
Sideways,DOWN,NEUTRAL,neutral,1739169288,23360.30
