token,ltp,ltt
NIFTY,24966.3,1755835548
NIFTY,24966.4,1755835549
NIFTY,24966.25,1755835549
NIFTY,24966.15,1755835550
NIFTY,24966.95,1755835550
NIFTY,24967.15,1755835551
NIFTY,24966.6,1755835552
NIFTY,24966.95,1755835552
NIFTY,24967,1755835553
NIFTY,24967.15,1755835553
NIFTY,24966.8,1755835554
NIFTY,24966.6,1755835554
NIFTY,24967.25,1755835555
NIFTY,24968.2,1755835555
NIFTY,24967.05,1755835556
NIFTY,24966,1755835556
NIFTY,24966.4,1755835557
NIFTY,24966.05,1755835557
NIFTY,24966,1755835558
NIFTY,24966.2,1755835558
NIFTY,24967.7,1755835559
NIFTY,24967.65,1755835559
NIFTY,24966.75,1755835560
NIFTY,24967.3,1755835560
NIFTY,24968,1755835561
NIFTY,24968.05,1755835561
NIFTY,24967.55,1755835562
NIFTY,24966.75,1755835562
NIFTY,24965.6,1755835563
NIFTY,24963.95,1755835563
NIFTY,24962.25,1755835564
NIFTY,24962.1,1755835564
NIFTY,24961.35,1755835565
NIFTY,24961.3,1755835565
NIFTY,24960.3,1755835566
NIFTY,24959.6,1755835566
NIFTY,24959.55,1755835567
NIFTY,24959.3,1755835568
NIFTY,24960,1755835568
NIFTY,24960.3,1755835569
NIFTY,24959,1755835569
NIFTY,24959.95,1755835570
NIFTY,24960.25,1755835570
NIFTY,24959.2,1755835571
NIFTY,24959.35,1755835571
NIFTY,24960.4,1755835572
NIFTY,24958.95,1755835572
NIFTY,24958.9,1755835573
NIFTY,24956.75,1755835573
NIFTY,24957.65,1755835574
NIFTY,24956.15,1755835574
NIFTY,24956.25,1755835575
NIFTY,24956.7,1755835575
NIFTY,24957.05,1755835576
NIFTY,24957.7,1755835576
NIFTY,24959.05,1755835577
NIFTY,24958.65,1755835577
NIFTY,24958.8,1755835578
NIFTY,24958.95,1755835578
NIFTY,24959.15,1755835579
NIFTY,24958.35,1755835579
NIFTY,24958.8,1755835580
NIFTY,24959.15,1755835580
NIFTY,24958.8,1755835581
NIFTY,24959.45,1755835581
NIFTY,24958.65,1755835582
NIFTY,24958.7,1755835582
NIFTY,24958.95,1755835583
NIFTY,24959.1,1755835583
NIFTY,24959.9,1755835584
NIFTY,24959.6,1755835584
NIFTY,24959.85,1755835585
NIFTY,24959.95,1755835585
NIFTY,24959.9,1755835586
NIFTY,24959.85,1755835586
NIFTY,24960.7,1755835587
NIFTY,24960.2,1755835587
NIFTY,24960.75,1755835588
NIFTY,24960.5,1755835588
NIFTY,24961.45,1755835589
NIFTY,24961.5,1755835589
NIFTY,24961.8,1755835590
NIFTY,24962.05,1755835590
NIFTY,24961.35,1755835591
NIFTY,24961.45,1755835591
NIFTY,24962.25,1755835592
NIFTY,24962.45,1755835592
NIFTY,24962.55,1755835593
NIFTY,24961.9,1755835593
NIFTY,24962.05,1755835594
NIFTY,24961.8,1755835595
NIFTY,24961.45,1755835595
NIFTY,24961.5,1755835596
NIFTY,24961.95,1755835596
NIFTY,24962.3,1755835597
NIFTY,24962.1,1755835597
NIFTY,24961.6,1755835598
NIFTY,24960.7,1755835599
NIFTY,24961.1,1755835599
NIFTY,24960.7,1755835600
NIFTY,24960,1755835600
NIFTY,24960.7,1755835601
NIFTY,24961.2,1755835601
NIFTY,24961.3,1755835602
NIFTY,24961.85,1755835602
NIFTY,24962.3,1755835603
NIFTY,24962.65,1755835603
NIFTY,24963.6,1755835604
NIFTY,24965.55,1755835604
NIFTY,24965.6,1755835605
NIFTY,24965.65,1755835605
NIFTY,24964.65,1755835606
NIFTY,24964.8,1755835606
NIFTY,24965.6,1755835607
NIFTY,24965.8,1755835607
NIFTY,24964.1,1755835608
NIFTY,24964.15,1755835608
NIFTY,24964.55,1755835609
NIFTY,24964.5,1755835610
NIFTY,24964.4,1755835610
NIFTY,24965.2,1755835611
NIFTY,24966.1,1755835611
NIFTY,24965.8,1755835612
NIFTY,24966.05,1755835612
NIFTY,24966.55,1755835613
NIFTY,24966.8,1755835613
NIFTY,24966.2,1755835614
NIFTY,24965.9,1755835614
NIFTY,24965.8,1755835615
NIFTY,24966,1755835615
NIFTY,24966.65,1755835616
NIFTY,24966.75,1755835616
NIFTY,24966.6,1755835617
NIFTY,24967.15,1755835617
NIFTY,24967.6,1755835618
NIFTY,24967.3,1755835618
NIFTY,24968,1755835619
NIFTY,24967,1755835619
NIFTY,24967.05,1755835620
NIFTY,24967.3,1755835620
NIFTY,24966.9,1755835621
NIFTY,24967.8,1755835622
NIFTY,24967.45,1755835622
NIFTY,24966.95,1755835623
NIFTY,24966.15,1755835623
NIFTY,24966.2,1755835624
NIFTY,24967.65,1755835624
NIFTY,24966.8,1755835625
NIFTY,24967.1,1755835625
NIFTY,24967.3,1755835626
NIFTY,24966.75,1755835626
NIFTY,24966.65,1755835627
NIFTY,24966.5,1755835627
NIFTY,24966.75,1755835628
NIFTY,24967.05,1755835628
NIFTY,24967.15,1755835629
NIFTY,24967.4,1755835629
NIFTY,24967.25,1755835630
NIFTY,24967.1,1755835630
NIFTY,24967,1755835631
NIFTY,24967.2,1755835631
NIFTY,24967.25,1755835632
NIFTY,24967.5,1755835632
NIFTY,24966.8,1755835633
NIFTY,24966.4,1755835633
NIFTY,24965.75,1755835634
NIFTY,24965.65,1755835634
NIFTY,24964.75,1755835635
NIFTY,24965.8,1755835635
NIFTY,24965.7,1755835636
NIFTY,24965.3,1755835636
NIFTY,24964.9,1755835637
NIFTY,24963.65,1755835637
NIFTY,24965.5,1755835638
NIFTY,24964.65,1755835638
NIFTY,24965.2,1755835639
NIFTY,24965.45,1755835639
NIFTY,24964.7,1755835640
NIFTY,24964.95,1755835640
NIFTY,24965.5,1755835641
NIFTY,24966.1,1755835641
NIFTY,24964.9,1755835642
NIFTY,24965.75,1755835642
NIFTY,24965.65,1755835643
NIFTY,24965.6,1755835643
NIFTY,24964.8,1755835644
NIFTY,24963.65,1755835644
NIFTY,24963.75,1755835645
NIFTY,24964.1,1755835645
NIFTY,24964.95,1755835646
NIFTY,24964,1755835647
NIFTY,24963.9,1755835647
NIFTY,24963.95,1755835648
NIFTY,24964.45,1755835649
NIFTY,24963.45,1755835649
NIFTY,24963.65,1755835650
NIFTY,24964.55,1755835650
NIFTY,24964.75,1755835651
NIFTY,24965.3,1755835651
NIFTY,24964.85,1755835652
NIFTY,24964.55,1755835652
NIFTY,24964.8,1755835653
NIFTY,24964.65,1755835654
NIFTY,24965.25,1755835655
NIFTY,24965.6,1755835655
NIFTY,24964.45,1755835656
NIFTY,24966.1,1755835656
NIFTY,24964.5,1755835657
NIFTY,24964.4,1755835658
NIFTY,24964.75,1755835658
NIFTY,24966.35,1755835659
NIFTY,24966.3,1755835659
NIFTY,24966,1755835660
NIFTY,24967,1755835660
NIFTY,24966.8,1755835661
NIFTY,24966.55,1755835661
NIFTY,24966.2,1755835662
NIFTY,24966.8,1755835662
NIFTY,24966.7,1755835663
NIFTY,24966.35,1755835663
NIFTY,24966.5,1755835664
NIFTY,24966.4,1755835664
NIFTY,24964.95,1755835665
NIFTY,24965.8,1755835665
NIFTY,24964.95,1755835666
NIFTY,24964.6,1755835666
NIFTY,24965.05,1755835667
NIFTY,24965.55,1755835667
NIFTY,24964.65,1755835668
NIFTY,24964.1,1755835668
NIFTY,24963.95,1755835669
NIFTY,24964.35,1755835669
NIFTY,24965.2,1755835670
NIFTY,24964.95,1755835670
NIFTY,24965.55,1755835671
NIFTY,24965.25,1755835671
NIFTY,24964.95,1755835672
NIFTY,24965.2,1755835672
NIFTY,24963.8,1755835673
NIFTY,24964.1,1755835673
NIFTY,24963.25,1755835674
NIFTY,24963.05,1755835674
NIFTY,24962.75,1755835675
NIFTY,24962.7,1755835675
NIFTY,24962.95,1755835676
NIFTY,24962.05,1755835676
NIFTY,24963.4,1755835677
NIFTY,24963.85,1755835677
NIFTY,24963.7,1755835678
NIFTY,24963.35,1755835678
NIFTY,24963.4,1755835679
NIFTY,24963.05,1755835679
NIFTY,24962.1,1755835680
NIFTY,24963.25,1755835680
NIFTY,24963.5,1755835681
NIFTY,24963.65,1755835681
NIFTY,24963.9,1755835682
NIFTY,24963.1,1755835682
NIFTY,24962.6,1755835683
NIFTY,24962.25,1755835684
NIFTY,24963.5,1755835684
NIFTY,24963.4,1755835685
