ltp,ltt
23029.50,1738046050
23030.60,1738046051
23031.05,1738046051
23031.20,1738046052
23031.10,1738046052
23030.70,1738046053
23030.50,1738046053
23031.50,1738046054
23030.85,1738046054
23031.35,1738046055
23030.75,1738046055
23030.45,1738046056
23030.50,1738046056
23031.15,1738046057
23030.70,1738046057
23030.45,1738046058
23029.50,1738046058
23029.05,1738046059
23028.90,1738046059
23028.65,1738046060
23028.55,1738046060
23028.70,1738046061
23027.60,1738046062
23028.00,1738046062
23027.65,1738046063
23027.90,1738046063
23028.25,1738046064
23027.15,1738046064
23027.75,1738046065
23027.95,1738046065
23027.60,1738046066
23026.90,1738046066
23028.10,1738046067
23027.10,1738046067
23027.25,1738046068
23028.35,1738046068
23027.65,1738046069
23027.25,1738046069
23026.70,1738046070
23026.95,1738046070
23027.60,1738046071
23026.75,1738046071
23026.95,1738046072
23027.50,1738046072
23027.60,1738046073
23027.65,1738046073
23026.90,1738046074
23027.60,1738046074
23028.10,1738046075
23026.50,1738046075
23026.95,1738046076
23026.25,1738046076
23026.45,1738046077
23026.85,1738046077
23027.10,1738046078
23027.20,1738046078
23026.85,1738046079
23026.90,1738046079
23026.70,1738046080
23027.90,1738046080
23027.35,1738046081
23028.00,1738046082
23028.25,1738046082
23027.75,1738046083
23027.65,1738046084
23027.70,1738046084
23027.45,1738046085
23027.85,1738046085
23028.05,1738046086
23028.75,1738046086
23028.30,1738046087
23028.15,1738046087
23028.20,1738046088
23027.70,1738046088
23028.20,1738046089
23027.35,1738046089
23028.50,1738046090
23029.95,1738046090
23030.15,1738046091
23030.00,1738046092
23030.15,1738046092
23030.55,1738046093
23030.45,1738046093
23030.95,1738046094
23030.60,1738046094
23030.85,1738046095
23030.35,1738046095
23030.60,1738046096
23030.95,1738046097
23031.35,1738046097
23031.45,1738046098
23031.70,1738046098
23031.60,1738046099
23031.90,1738046099
23031.60,1738046100
23031.20,1738046100
23030.55,1738046101
23030.60,1738046101
23032.20,1738046102
23031.80,1738046102
23031.45,1738046103
23031.40,1738046103
23030.65,1738046104
23031.55,1738046104
23032.30,1738046105
23031.05,1738046105
23031.60,1738046106
23032.25,1738046107
23031.75,1738046107
23031.40,1738046108
23031.45,1738046108
23030.85,1738046109
23030.95,1738046109
23031.85,1738046110
23031.55,1738046110
23032.00,1738046111
23031.05,1738046111
23032.10,1738046112
23032.30,1738046112
23032.95,1738046113
23033.40,1738046113
23033.75,1738046114
23034.90,1738046114
23035.30,1738046115
23035.55,1738046116
23035.20,1738046116
23035.60,1738046117
23035.75,1738046117
23035.05,1738046118
23035.15,1738046118
23034.35,1738046119
23035.30,1738046119
23034.40,1738046120
23033.95,1738046120
23033.85,1738046121
23033.80,1738046121
23033.95,1738046122
23034.15,1738046122
23034.10,1738046123
23034.00,1738046123
23033.50,1738046124
23033.70,1738046124
23034.20,1738046125
23034.70,1738046125
23035.10,1738046126
23033.95,1738046126
23034.35,1738046127
23034.05,1738046127
23034.25,1738046128
23033.85,1738046128
23034.50,1738046129
23033.65,1738046129
23033.60,1738046130
23034.20,1738046130
23034.15,1738046131
23034.45,1738046131
23033.10,1738046132
23032.80,1738046132
23033.20,1738046133
23033.25,1738046133
23033.70,1738046134
23032.65,1738046134
23033.50,1738046135
23033.35,1738046135
23032.90,1738046136
23033.05,1738046136
23032.90,1738046137
23032.60,1738046137
23033.95,1738046138
23034.70,1738046138
23033.80,1738046139
23034.25,1738046139
23034.55,1738046140
23035.00,1738046140
23036.75,1738046141
23036.40,1738046141
23035.65,1738046142
23037.60,1738046142
23039.05,1738046143
23039.85,1738046143
23040.35,1738046144
23039.65,1738046144
23039.30,1738046145
23038.50,1738046145
23038.90,1738046146
23038.80,1738046146
23038.65,1738046147
23038.95,1738046147
23038.65,1738046148
23038.50,1738046148
23038.30,1738046149
23037.75,1738046149
23038.35,1738046150
23038.80,1738046150
23038.85,1738046151
23038.90,1738046151
23038.25,1738046152
23038.30,1738046152
23038.95,1738046153
23039.00,1738046153
23037.80,1738046154
23038.55,1738046154
23038.30,1738046155
23039.50,1738046155
23040.65,1738046156
23039.45,1738046156
23039.50,1738046157
23038.35,1738046157
23039.30,1738046158
23039.15,1738046158
23039.65,1738046159
23038.60,1738046159
23037.55,1738046160
23038.05,1738046160
23037.65,1738046161
23036.35,1738046161
23037.00,1738046162
23036.80,1738046162
23036.70,1738046163
23036.10,1738046163
23035.35,1738046164
23034.55,1738046164
23035.65,1738046165
23034.75,1738046165
23034.00,1738046166
23034.20,1738046166
23034.80,1738046167
23034.00,1738046167
23033.85,1738046168
23033.60,1738046168
23034.45,1738046169
23034.15,1738046169
23033.20,1738046170
23033.15,1738046170
23033.00,1738046171
23032.95,1738046171
23033.70,1738046172
23033.35,1738046172
23034.20,1738046173
23033.95,1738046173
23034.95,1738046174
23034.25,1738046174
23033.35,1738046175
23033.60,1738046175
23034.40,1738046176
23034.50,1738046176
23034.10,1738046177
23034.95,1738046177
23032.90,1738046178
23032.65,1738046178
23032.70,1738046179
23031.70,1738046179
23032.45,1738046180
23032.25,1738046180
23031.50,1738046181
23031.60,1738046181
23030.80,1738046182
23030.60,1738046182
23031.40,1738046183
23031.10,1738046183
23030.20,1738046184
23030.65,1738046184
23030.60,1738046185
23030.85,1738046185
23030.90,1738046186
23031.05,1738046186
23030.55,1738046187
23031.20,1738046187
23030.35,1738046188
23029.85,1738046188
23029.40,1738046189
23028.75,1738046189
23027.90,1738046190
23028.65,1738046190
23027.85,1738046191
23027.80,1738046191
23029.05,1738046192
23028.60,1738046192
23028.35,1738046193
23028.90,1738046193
23028.05,1738046194
23027.50,1738046194
23028.55,1738046195
23028.10,1738046195
23027.55,1738046196
23027.50,1738046196
23028.30,1738046197
23027.40,1738046197
23027.50,1738046198
23027.70,1738046198
23028.15,1738046199
23029.85,1738046199
23029.35,1738046200
23029.65,1738046200
23029.75,1738046201
23030.10,1738046201
23031.15,1738046202
23030.80,1738046202
23030.30,1738046203
23029.80,1738046203
23030.30,1738046204
23029.05,1738046204
23029.20,1738046205
23029.55,1738046205
23028.95,1738046206
23029.30,1738046206
23029.85,1738046207
23030.10,1738046207
23029.65,1738046208
23029.00,1738046208
23028.40,1738046209
23029.45,1738046209
23029.15,1738046210
23028.60,1738046210
23029.20,1738046211
23028.75,1738046211
23028.85,1738046212
23029.00,1738046212
23028.45,1738046213
23029.05,1738046213
23028.35,1738046214
23028.45,1738046215
23029.30,1738046215
23028.95,1738046216
23029.05,1738046216
23027.50,1738046217
23027.40,1738046217
23028.30,1738046218
23028.45,1738046218
23028.05,1738046219
23028.80,1738046219
23028.05,1738046220
23026.80,1738046220
23027.75,1738046221
23026.95,1738046221
23027.80,1738046222
23027.70,1738046222
23027.65,1738046223
23026.95,1738046223
23027.00,1738046224
23026.20,1738046224
23025.65,1738046225
23025.90,1738046225
23026.50,1738046226
23026.80,1738046226
23027.45,1738046227
23025.90,1738046227
23025.80,1738046228
23026.30,1738046228
23025.50,1738046229
23026.00,1738046229
23025.55,1738046230
23027.30,1738046230
23027.55,1738046231
23027.20,1738046231
23026.65,1738046232
23026.75,1738046232
23028.15,1738046233
23027.45,1738046233
23026.80,1738046234
23027.60,1738046235
23026.70,1738046236
23027.35,1738046236
23027.40,1738046237
23027.35,1738046237
23027.70,1738046238
23027.80,1738046238
23027.10,1738046239
23027.85,1738046239
23028.65,1738046240
23028.40,1738046241
23029.10,1738046241
23029.35,1738046242
23029.30,1738046242
23029.15,1738046243
23028.65,1738046243
23028.20,1738046244
23029.45,1738046244
23028.95,1738046245
23028.60,1738046245
23028.95,1738046246
23028.55,1738046246
23028.35,1738046247
23027.85,1738046247
23028.45,1738046248
23028.15,1738046248
23029.00,1738046249
23029.20,1738046249
23028.10,1738046250
23027.75,1738046250
23027.70,1738046251
23026.45,1738046251
23026.65,1738046252
23026.50,1738046252
23026.45,1738046253
23026.85,1738046253
23026.65,1738046254
23026.90,1738046254
23027.25,1738046255
23026.65,1738046255
23026.10,1738046256
23025.55,1738046256
23026.10,1738046257
23026.40,1738046257
23026.80,1738046258
23027.40,1738046258
23026.55,1738046259
23025.10,1738046259
23026.20,1738046260
23025.90,1738046260
23027.80,1738046261
23028.10,1738046261
23028.35,1738046262
23028.30,1738046262
23028.05,1738046263
23027.50,1738046263
23028.85,1738046264
23027.95,1738046264
23028.85,1738046265
23028.10,1738046265
23028.55,1738046266
23028.30,1738046266
23028.55,1738046267
23030.00,1738046267
23029.40,1738046268
23030.45,1738046268
23029.70,1738046269
23030.25,1738046269
23030.00,1738046270
23030.30,1738046270
23030.85,1738046271
23030.75,1738046272
23030.40,1738046272
23030.55,1738046273
23030.60,1738046273
23029.65,1738046274
23028.95,1738046274
23028.35,1738046275
23028.70,1738046276
23029.90,1738046276
23030.00,1738046277
23029.10,1738046278
23029.45,1738046278
23029.10,1738046279
23029.80,1738046279
23029.55,1738046280
23029.40,1738046280
23030.00,1738046281
23029.45,1738046281
23029.95,1738046282
23029.60,1738046282
23029.85,1738046283
23029.35,1738046283
23029.80,1738046284
23029.35,1738046284
23029.45,1738046285
23029.05,1738046285
23029.25,1738046286
23029.45,1738046286
23029.75,1738046287
23030.10,1738046288
23028.90,1738046288
23029.90,1738046289
23030.35,1738046289
23029.35,1738046290
23029.15,1738046290
23029.50,1738046291
23026.40,1738046291
23028.20,1738046292
23027.10,1738046292
23027.30,1738046293
23026.65,1738046293
23027.20,1738046294
23027.40,1738046294
23027.50,1738046295
23028.60,1738046295
23027.90,1738046296
23028.45,1738046296
23028.50,1738046297
23028.65,1738046297
23027.45,1738046298
23027.60,1738046298
23028.20,1738046299
23027.60,1738046299
23027.55,1738046300
23028.65,1738046300
23027.55,1738046301
23028.40,1738046301
23028.65,1738046302
23030.50,1738046302
23028.20,1738046303
23028.45,1738046303
23028.90,1738046304
23028.80,1738046304
23029.75,1738046305
23029.55,1738046305
23029.95,1738046306
23029.10,1738046306
23030.10,1738046307
23029.20,1738046307
23028.95,1738046308
23029.25,1738046308
23029.50,1738046309
23029.35,1738046309
23029.30,1738046310
23029.35,1738046310
23028.70,1738046311
23029.25,1738046311
23028.90,1738046312
23029.05,1738046312
23028.60,1738046313
23028.85,1738046313
23028.20,1738046314
23027.85,1738046314
23027.45,1738046315
23027.35,1738046315
23026.65,1738046316
23027.65,1738046317
23027.35,1738046317
23027.75,1738046318
23027.05,1738046318
23026.75,1738046319
23026.70,1738046320
23027.40,1738046320
23027.45,1738046321
23027.55,1738046321
23027.30,1738046322
23026.70,1738046322
23025.85,1738046323
23026.85,1738046323
23026.70,1738046324
23027.10,1738046324
23027.00,1738046325
23026.15,1738046325
23027.50,1738046326
23026.65,1738046326
23027.75,1738046327
23027.80,1738046327
23028.15,1738046328
23027.55,1738046328
23028.30,1738046329
23027.30,1738046329
23026.90,1738046330
23026.40,1738046330
23026.75,1738046331
23027.20,1738046331
23026.80,1738046332
23027.05,1738046332
23026.50,1738046333
23025.65,1738046333
23025.10,1738046334
23025.40,1738046334
23025.85,1738046335
23025.05,1738046335
23025.15,1738046336
23025.90,1738046336
23024.75,1738046337
23023.25,1738046337
23024.30,1738046338
23024.00,1738046338
23025.10,1738046339
23024.40,1738046339
23024.75,1738046340
23025.05,1738046340
23024.10,1738046341
23025.15,1738046342
23024.30,1738046342
23024.50,1738046343
23025.10,1738046343
23024.80,1738046344
23025.55,1738046344
23025.65,1738046345
23024.70,1738046345
23025.35,1738046346
23024.55,1738046346
23024.90,1738046347
23024.00,1738046347
23025.25,1738046348
23024.85,1738046348
23024.90,1738046349
23025.30,1738046349
23025.45,1738046350
23026.05,1738046350
23026.40,1738046351
23026.45,1738046351
23026.30,1738046352
23026.00,1738046352
23026.70,1738046353
23027.20,1738046353
23027.30,1738046354
23028.00,1738046354
23028.15,1738046355
23027.15,1738046355
23027.85,1738046356
23027.65,1738046356
23028.60,1738046357
23027.80,1738046357
23027.85,1738046358
23027.20,1738046358
23027.45,1738046359
23027.50,1738046359
23026.60,1738046360
23025.85,1738046360
23026.30,1738046361
23025.75,1738046361
23025.35,1738046362
23023.85,1738046363
23024.80,1738046363
23024.15,1738046364
23024.50,1738046364
23024.85,1738046365
23024.70,1738046366
23023.50,1738046366
23024.20,1738046367
23023.70,1738046367
23024.50,1738046368
23022.65,1738046368
23023.40,1738046369
23021.75,1738046369
23022.65,1738046370
23021.05,1738046370
23022.55,1738046371
23022.15,1738046372
23021.80,1738046372
23022.70,1738046373
23021.80,1738046373
23020.95,1738046374
23021.50,1738046374
23022.25,1738046375
23021.95,1738046376
23021.80,1738046376
23021.40,1738046377
23021.70,1738046377
23021.75,1738046378
23022.70,1738046378
23024.50,1738046379
23023.25,1738046379
23023.30,1738046380
23023.75,1738046380
23024.70,1738046381
23023.85,1738046381
23023.25,1738046382
23023.60,1738046382
23023.70,1738046383
23023.60,1738046383
23022.65,1738046384
23023.05,1738046385
23023.30,1738046386
23022.05,1738046386
23023.05,1738046387
23022.85,1738046387
23022.65,1738046388
23023.30,1738046388
23023.15,1738046389
23022.30,1738046390
23022.20,1738046390
23022.80,1738046391
23022.65,1738046391
23022.75,1738046392
23019.95,1738046392
23021.15,1738046393
23019.90,1738046393
23021.30,1738046394
23021.95,1738046394
23021.75,1738046395
23022.60,1738046395
23022.00,1738046396
23021.95,1738046396
23021.35,1738046397
23020.55,1738046397
23020.60,1738046398
23021.00,1738046398
23022.05,1738046399
23020.95,1738046399
23020.45,1738046400
23020.85,1738046401
23020.25,1738046401
23020.15,1738046402
23020.25,1738046402
23021.25,1738046403
23021.50,1738046403
23022.40,1738046404
23022.00,1738046404
23021.40,1738046405
23021.30,1738046405
23020.75,1738046406
23021.05,1738046406
23022.10,1738046407
23021.95,1738046407
23021.25,1738046408
23020.90,1738046408
23021.35,1738046409
23020.35,1738046409
23021.65,1738046410
23022.00,1738046410
23021.85,1738046411
23021.65,1738046411
23022.90,1738046412
23024.20,1738046412
23024.45,1738046413
23023.55,1738046413
23023.40,1738046414
23022.50,1738046414
23023.40,1738046415
23022.40,1738046415
23022.35,1738046416
23022.20,1738046416
23023.00,1738046417
23022.05,1738046417
23023.45,1738046418
23022.05,1738046418
23023.00,1738046419
23022.25,1738046419
23022.55,1738046420
23022.25,1738046420
23023.50,1738046421
23022.40,1738046421
23021.25,1738046422
23021.20,1738046422
23022.20,1738046423
23022.05,1738046423
23021.90,1738046424
23021.30,1738046424
23021.40,1738046425
23021.90,1738046425
23022.60,1738046426
23022.20,1738046426
23021.20,1738046427
23020.75,1738046427
23021.10,1738046428
23021.95,1738046428
23021.60,1738046429
23021.25,1738046429
23021.65,1738046430
23021.20,1738046430
23021.60,1738046431
23022.30,1738046431
23021.60,1738046432
23021.70,1738046432
23021.95,1738046433
23021.60,1738046433
23022.25,1738046434
23023.20,1738046434
23021.85,1738046435
23022.75,1738046435
23023.20,1738046436
23022.95,1738046436
23022.70,1738046437
23024.60,1738046437
23023.35,1738046438
23023.30,1738046438
23023.40,1738046439
23022.95,1738046439
23023.10,1738046440
23023.55,1738046440
23023.20,1738046441
23023.90,1738046441
23024.00,1738046442
23024.20,1738046443
23023.80,1738046443
23024.30,1738046444
23024.05,1738046444
23024.15,1738046445
23026.20,1738046445
23025.40,1738046446
23023.70,1738046446
23024.90,1738046447
23024.80,1738046447
23024.50,1738046448
23024.20,1738046448
23024.35,1738046449
23024.20,1738046450
23024.10,1738046451
23022.80,1738046451
23022.70,1738046452
23023.00,1738046453
23023.80,1738046454
23022.55,1738046454
23023.50,1738046455
23022.55,1738046455
23023.50,1738046456
23022.00,1738046456
23023.00,1738046457
23021.95,1738046457
23024.00,1738046458
23024.90,1738046458
23025.55,1738046459
23024.80,1738046459
23024.55,1738046460
23024.05,1738046460
23025.00,1738046461
23024.70,1738046461
23024.45,1738046462
23024.55,1738046462
23025.00,1738046463
23024.80,1738046463
23024.55,1738046464
23024.35,1738046464
23024.95,1738046465
23024.90,1738046465
23024.15,1738046466
23022.65,1738046466
23024.20,1738046467
23023.85,1738046467
23024.80,1738046468
23023.75,1738046468
23023.70,1738046469
23023.85,1738046469
23023.90,1738046470
23024.30,1738046470
23024.65,1738046471
23023.55,1738046471
23023.80,1738046472
23023.95,1738046472
23024.20,1738046473
23024.05,1738046473
23023.45,1738046474
23022.90,1738046474
23022.65,1738046475
23022.60,1738046475
23022.70,1738046476
23022.50,1738046476
23022.80,1738046477
23022.40,1738046477
23022.25,1738046478
23022.90,1738046478
23022.30,1738046479
23022.10,1738046479
23022.85,1738046480
23022.35,1738046480
23024.00,1738046481
23024.15,1738046481
23024.55,1738046482
23024.00,1738046482
23024.50,1738046483
23024.80,1738046484
23025.20,1738046484
23025.75,1738046485
23025.10,1738046485
23026.15,1738046486
23027.15,1738046486
23027.80,1738046487
23025.95,1738046487
23026.05,1738046488
23025.40,1738046488
23025.55,1738046489
23025.30,1738046489
23025.50,1738046490
23024.80,1738046490
23025.85,1738046491
23025.40,1738046491
23025.60,1738046492
23025.45,1738046492
23025.70,1738046493
23025.85,1738046493
23024.85,1738046494
23024.55,1738046494
23026.00,1738046495
23026.45,1738046495
23025.65,1738046496
23024.05,1738046496
23025.00,1738046497
23023.60,1738046498
23024.20,1738046498
23023.60,1738046499
23022.90,1738046499
23022.45,1738046500
23023.65,1738046500
23024.75,1738046501
23024.90,1738046501
23024.80,1738046502
23024.85,1738046502
23024.75,1738046503
23024.20,1738046503
23025.25,1738046504
23023.95,1738046504
23023.65,1738046505
23023.90,1738046505
23024.00,1738046506
23024.30,1738046506
23024.80,1738046507
23025.75,1738046507
23025.40,1738046508
23024.55,1738046508
23025.70,1738046509
23025.85,1738046509
23024.25,1738046510
23024.45,1738046510
23024.50,1738046511
23025.05,1738046511
23024.85,1738046512
23025.05,1738046512
23024.40,1738046513
23024.65,1738046513
23024.50,1738046514
23024.70,1738046514
23025.25,1738046515
23024.15,1738046515
23024.20,1738046516
23024.35,1738046516
23025.10,1738046517
23025.00,1738046517
23025.35,1738046518
23024.55,1738046518
23025.25,1738046519
23024.40,1738046519
23024.45,1738046520
23024.50,1738046520
23024.25,1738046521
23024.30,1738046521
23023.90,1738046522
23024.85,1738046522
23024.40,1738046523
23024.90,1738046523
23024.85,1738046524
23025.15,1738046525
23024.60,1738046525
23024.90,1738046526
23024.25,1738046526
23025.40,1738046527
23024.95,1738046527
23025.55,1738046528
23025.10,1738046529
23025.25,1738046529
23025.60,1738046530
23025.75,1738046530
23026.45,1738046531
23026.70,1738046531
23026.30,1738046532
23027.70,1738046532
23027.85,1738046533
23028.00,1738046533
23028.20,1738046534
23027.30,1738046534
23027.45,1738046535
23028.10,1738046535
23028.35,1738046536
23028.10,1738046536
23028.30,1738046537
23027.70,1738046537
23027.80,1738046538
23028.35,1738046538
23028.95,1738046539
23028.65,1738046539
23028.70,1738046540
23029.00,1738046540
23028.90,1738046541
23028.65,1738046541
23028.75,1738046542
23029.25,1738046543
23028.55,1738046543
23028.90,1738046544
23029.00,1738046544
23029.65,1738046545
23029.45,1738046545
23030.00,1738046546
23029.95,1738046546
23030.40,1738046547
23027.85,1738046547
23028.75,1738046548
23029.45,1738046548
23028.20,1738046549
23028.30,1738046550
23028.10,1738046551
23028.15,1738046551
23028.05,1738046552
23028.45,1738046552
23028.55,1738046553
23027.60,1738046553
23028.40,1738046554
23027.55,1738046554
23028.85,1738046555
23028.90,1738046555
23029.05,1738046556
23030.15,1738046556
23030.35,1738046557
23030.00,1738046557
23030.60,1738046558
23030.90,1738046558
23030.55,1738046559
23030.90,1738046559
23031.05,1738046560
23031.35,1738046560
23030.80,1738046561
23030.90,1738046562
23031.55,1738046562
23030.25,1738046563
23031.35,1738046563
23031.15,1738046564
23030.85,1738046564
23031.00,1738046565
23031.15,1738046565
23030.25,1738046566
23030.30,1738046566
23030.60,1738046567
23030.95,1738046567
23030.50,1738046568
23028.20,1738046568
23029.80,1738046569
23028.80,1738046569
23029.10,1738046570
23028.15,1738046570
23029.60,1738046571
23027.85,1738046571
23028.70,1738046572
23029.35,1738046572
23028.85,1738046573
23029.70,1738046574
23029.50,1738046574
23030.35,1738046575
23030.40,1738046575
23030.75,1738046576
23030.00,1738046577
23030.55,1738046577
23030.35,1738046578
23031.05,1738046578
23031.35,1738046579
23031.10,1738046579
23031.45,1738046581
23031.75,1738046581
23031.30,1738046582
23031.35,1738046582
23031.85,1738046583
23032.05,1738046583
23030.25,1738046584
23030.40,1738046584
23031.30,1738046585
23030.70,1738046585
23030.75,1738046586
23030.80,1738046586
23030.60,1738046587
23030.00,1738046587
23031.65,1738046588
23031.60,1738046588
23031.05,1738046589
23031.10,1738046589
23031.60,1738046590
23031.85,1738046590
23032.00,1738046591
23031.55,1738046591
23031.35,1738046592
23036.05,1738046800
23036.45,1738046800
23036.85,1738046801
23036.70,1738046801
23037.65,1738046802
23037.40,1738046802
23036.25,1738046803
23036.55,1738046803
23036.35,1738046804
23036.40,1738046804
23036.85,1738046805
23037.35,1738046805
23036.80,1738046806
23036.55,1738046806
23038.25,1738046807
23038.10,1738046807
23035.50,1738046833
23035.35,1738046834
23035.90,1738046834
23036.05,1738046835
23035.40,1738046835
23036.35,1738046836
23035.70,1738046836
23035.75,1738046837
23035.25,1738046837
23034.15,1738046838
23035.25,1738046838
23035.55,1738046839
23036.45,1738046839
23036.10,1738046840
23036.40,1738046840
23036.10,1738046841
23036.55,1738046841
23036.00,1738046842
23036.10,1738046842
23037.95,1738046843
23038.05,1738046843
23038.40,1738046844
23038.05,1738046844
23037.65,1738046845
23037.40,1738046845
23037.85,1738046846
23038.25,1738046846
23039.15,1738046847
23038.05,1738046847
23038.20,1738046848
23037.85,1738046848
23038.65,1738046849
23037.70,1738046849
23037.60,1738046850
23037.00,1738046850
23036.90,1738046851
23037.25,1738046851
23037.75,1738046852
23037.90,1738046852
23038.30,1738046853
23038.40,1738046853
23038.30,1738046854
23038.40,1738046854
23037.40,1738046855
23037.70,1738046856
23037.40,1738046856
23037.50,1738046857
23039.00,1738046857
23037.55,1738046858
23045.05,1738047059
23042.75,1738047060
23042.40,1738047060
23042.60,1738047061
23042.05,1738047061
23042.55,1738047062
23043.35,1738047062
23042.60,1738047063
23043.30,1738047063
23009.35,1738047613
23009.60,1738047613
23009.45,1738047614
23008.85,1738047614
23009.50,1738047615
23006.95,1738047615
23008.95,1738047616
23008.30,1738047616
23008.35,1738047617
23007.90,1738047617
23007.95,1738047618
23008.00,1738047618
23008.95,1738047619
23008.65,1738047619
23007.70,1738047620
23009.10,1738047620
23007.85,1738047621
23008.60,1738047621
23009.10,1738047622
23008.25,1738047622
23009.50,1738047623
23008.65,1738047624
23008.75,1738047624
23008.90,1738047625
23006.90,1738047625
23007.85,1738047626
23007.70,1738047626
23006.80,1738047627
23007.80,1738047627
23011.20,1738047628
23008.85,1738047628
23009.30,1738047629
23008.90,1738047629
23008.10,1738047630
23009.00,1738047630
23008.85,1738047631
23008.55,1738047631
23008.95,1738047632
23009.20,1738047632
23010.05,1738047633
23008.50,1738047633
23009.15,1738047634
23008.60,1738047634
23008.70,1738047635
23006.65,1738047635
23006.70,1738047636
23006.55,1738047636
23007.15,1738047637
23006.60,1738047637
23006.90,1738047638
23007.25,1738047638
23007.40,1738047639
23007.10,1738047639
23007.20,1738047640
23006.45,1738047640
23008.35,1738047641
23007.35,1738047641
23007.75,1738047642
23006.90,1738047642
23007.25,1738047643
23007.70,1738047643
23007.10,1738047644
23006.10,1738047644
23006.85,1738047645
23005.25,1738047645
23007.25,1738047646
23007.10,1738047646
23007.60,1738047647
23006.45,1738047647
23007.10,1738047648
23007.20,1738047648
23007.70,1738047649
23006.05,1738047649
23006.60,1738047650
23007.45,1738047650
23006.75,1738047651
23007.60,1738047651
23007.40,1738047652
23007.30,1738047652
23007.25,1738047653
23007.45,1738047653
23007.30,1738047654
23006.60,1738047654
23006.65,1738047655
23004.15,1738047655
23004.95,1738047656
23004.60,1738047656
23005.05,1738047657
23005.00,1738047657
23005.60,1738047658
23003.85,1738047658
23003.75,1738047659
23003.85,1738047659
23002.90,1738047660
23003.10,1738047660
23003.20,1738047661
23003.55,1738047661
23001.65,1738047662
23002.55,1738047662
23000.80,1738047663
23002.25,1738047663
23002.45,1738047664
23001.65,1738047664
23001.50,1738047665
23001.80,1738047665
23001.85,1738047666
23001.90,1738047666
23002.95,1738047667
23001.35,1738047667
23003.30,1738047668
23000.95,1738047668
23002.30,1738047669
23002.70,1738047669
23002.15,1738047670
23001.50,1738047670
23002.30,1738047671
23002.20,1738047671
23000.90,1738047672
23003.10,1738047672
23003.35,1738047673
23002.55,1738047673
23001.15,1738047674
23002.60,1738047674
23001.90,1738047675
22999.10,1738047675
23001.85,1738047676
22999.80,1738047676
23002.35,1738047677
23002.65,1738047677
23002.60,1738047678
23002.15,1738047678
23001.75,1738047679
23001.45,1738047679
23002.20,1738047680
23002.30,1738047680
23000.85,1738047681
23002.90,1738047681
23002.70,1738047682
23001.35,1738047682
23002.40,1738047683
23004.25,1738047683
23003.25,1738047684
23002.55,1738047684
23003.60,1738047685
23000.95,1738047685
23004.40,1738047686
23003.05,1738047686
23003.80,1738047687
23003.20,1738047687
23004.90,1738047688
23002.70,1738047688
23003.50,1738047689
23004.15,1738047689
23033.50,1738051005
23032.80,1738051005
23034.95,1738051006
23035.30,1738051006
23037.40,1738051007
23035.55,1738051007
23035.45,1738051008
23035.55,1738051008
23034.60,1738051009
23034.40,1738051009
23034.75,1738051010
23033.40,1738051010
23034.00,1738051011
23034.80,1738051011
23035.00,1738051012
23035.85,1738051012
23034.55,1738051013
23035.15,1738051013
23035.25,1738051014
23033.80,1738051014
23034.35,1738051015
23030.20,1738051015
23030.90,1738051016
23030.75,1738051016
23031.50,1738051017
23030.10,1738051017
23030.25,1738051018
23030.45,1738051019
23030.70,1738051019
23030.95,1738051020
23031.25,1738051020
23031.20,1738051021
23030.80,1738051021
23032.90,1738051022
23030.75,1738051022
23032.35,1738051023
23034.55,1738051023
23034.40,1738051024
23033.70,1738051024
23034.30,1738051025
23033.10,1738051025
23034.10,1738051026
23034.65,1738051026
23034.85,1738051027
23034.95,1738051027
23035.45,1738051028
23035.15,1738051029
23034.70,1738051029
23035.00,1738051030
23034.90,1738051030
23034.75,1738051031
23034.35,1738051031
23034.15,1738051032
23035.85,1738051032
23036.55,1738051033
23035.85,1738051033
23036.00,1738051034
23034.70,1738051034
23034.45,1738051035
23032.80,1738051035
23033.35,1738051036
23033.65,1738051036
23033.30,1738051037
23032.45,1738051037
23033.40,1738051038
23033.70,1738051038
23033.30,1738051039
23033.70,1738051039
23033.05,1738051040
23032.25,1738051040
23032.45,1738051041
23032.10,1738051041
23032.45,1738051042
23033.15,1738051042
23032.00,1738051043
23032.85,1738051043
23033.55,1738051044
23032.10,1738051044
23031.80,1738051045
23030.25,1738051045
23030.50,1738051046
23032.60,1738051046
23032.95,1738051047
23032.25,1738051047
23033.10,1738051048
23032.70,1738051048
23032.20,1738051049
23031.15,1738051049
23031.70,1738051050
23032.40,1738051050
23035.30,1738051051
23035.55,1738051051
23035.85,1738051052
23034.55,1738051052
23034.25,1738051053
23035.65,1738051053
23036.40,1738051054
23034.75,1738051054
23034.15,1738051055
23031.65,1738051055
23032.50,1738051056
23032.75,1738051056
23032.95,1738051057
23032.15,1738051057
23032.20,1738051058
23033.50,1738051058
23033.15,1738051059
23032.35,1738051059
23032.40,1738051060
23032.05,1738051060
23032.35,1738051061
23033.40,1738051061
23034.40,1738051062
23033.30,1738051062
23033.80,1738051063
23034.80,1738051063
23035.25,1738051064
23034.05,1738051064
23033.35,1738051065
23030.95,1738051065
23032.65,1738051066
23032.10,1738051066
23032.75,1738051067
23032.70,1738051067
23033.85,1738051068
23034.30,1738051068
23033.75,1738051069
23033.20,1738051069
23033.60,1738051070
23033.85,1738051070
23034.85,1738051071
