indicator,good,bad,oscillating,total,success_rate,interval_label
EMA_18_42__AND__RSI_5_70_30_REV,3,6,0,9,33.33,5min
EMA_18_42__AND__RSI_5_90_10_REV,1,2,0,3,33.33,5min
EMA_18_42__AND__RSI_10_70_30_REV,2,4,1,6,33.33,5min
EMA_21_49__AND__EMA_30_70,1,2,1,3,33.33,5min
EMA_21_49__AND__RSI_5_90_10_REV,1,2,0,3,33.33,5min
EMA_21_49__AND__RSI_10_70_30_REV,2,4,1,6,33.33,5min
EMA_21_49__AND__RSI_15_80_20_REV,1,2,1,3,33.33,5min
EMA_27_63__AND__EMA_30_70,1,2,0,3,33.33,5min
EMA_27_63__AND__RSI_14_80_20_REV,1,2,0,3,33.33,5min
EMA_27_63__AND__RSI_20_70_30_REV,1,2,0,3,33.33,5min
ADX_14__AND__RSI_5_90_10_REV,2,4,0,6,33.33,5min
ADX_14__AND__RSI_10_70_30_REV,2,4,1,6,33.33,5min
ADX_14__AND__RSI_15_80_20_REV,1,2,1,3,33.33,5min
ADX_20__AND__RSI_10_70_30_REV,2,4,1,6,33.33,5min
ADX_20__AND__RSI_15_80_20_REV,1,2,1,3,33.33,5min
RSI_5_70_30_REV__AND__RSI_15_80_20_REV,1,2,0,3,33.33,5min
RSI_5_80_20_REV__AND__RSI_15_80_20_REV,1,2,0,3,33.33,5min
RSI_5_90_10_REV__AND__RSI_10_80_20_REV,2,4,0,6,33.33,5min
RSI_5_90_10_REV__AND__RSI_14_80_20_REV,1,2,0,3,33.33,5min
RSI_5_90_10_REV__AND__RSI_15_80_20_REV,1,2,0,3,33.33,5min
RSI_5_90_10_REV__AND__RSI_20_70_30_REV,1,2,0,3,33.33,5min
RSI_10_70_30_REV__AND__RSI_15_80_20_REV,1,2,1,3,33.33,5min
RSI_10_80_20_REV__AND__RSI_15_80_20_REV,1,2,1,3,33.33,5min
RSI_14_70_30_REV__AND__RSI_15_80_20_REV,1,2,1,3,33.33,5min
RSI_14_80_20_REV__AND__RSI_15_80_20_REV,1,2,1,3,33.33,5min
RSI_15_70_30_REV__AND__RSI_15_80_20_REV,1,2,1,3,33.33,5min
RSI_15_80_20_REV__AND__RSI_20_70_30_REV,1,2,1,3,33.33,5min
MACD_12_24_9__AND__Bollinger_30_1,7,15,1,22,31.82,5min
MACD_4_8_3__AND__ADX_20,5,11,0,16,31.25,5min
MACD_4_8_3__AND__RSI_14_70_30_REV,3,7,0,10,30,5min
MACD_8_16_6__AND__RSI_5_90_10_REV,3,7,0,10,30,5min
MACD_8_16_6__AND__RSI_10_70_30_REV,3,7,1,10,30,5min
MACD_12_24_9__AND__Bollinger_10_1.5,3,7,0,10,30,5min
MACD_12_24_9__AND__RSI_10_70_30_REV,3,7,1,10,30,5min
MACD_12_26_9__AND__Bollinger_10_1.5,3,7,0,10,30,5min
MACD_12_26_9__AND__RSI_10_70_30_REV,3,7,1,10,30,5min
MACD_16_32_12__AND__Bollinger_25_1.5,3,7,1,10,30,5min
MACD_16_32_12__AND__Bollinger_30_1.5,3,7,1,10,30,5min
MACD_16_32_12__AND__RSI_10_70_30_REV,3,7,1,10,30,5min
MACD_20_40_15__AND__Bollinger_15_1,3,7,1,10,30,5min
MACD_20_40_15__AND__Bollinger_20_1.5,3,7,0,10,30,5min
MACD_20_40_15__AND__Bollinger_25_1.5,3,7,1,10,30,5min
MACD_20_40_15__AND__Bollinger_30_1.5,3,7,1,10,30,5min
MACD_20_40_15__AND__EMA_15_35,3,7,1,10,30,5min
Bollinger_10_1__AND__ADX_20,3,7,0,10,30,5min
Bollinger_20_1__AND__Bollinger_30_1,6,14,1,20,30,5min
Bollinger_25_1__AND__ADX_20,3,7,1,10,30,5min
MACD_4_8_3,19,45,1,64,29.69,5min
MACD_4_8_3__AND__Bollinger_30_1,5,12,0,17,29.41,5min
Bollinger_25_1__AND__ADX_14,5,12,1,17,29.41,5min
MACD_4_8_3__AND__MACD_24_48_18,2,5,0,7,28.57,5min
MACD_16_32_12__AND__Bollinger_10_1.5,2,5,0,7,28.57,5min
MACD_20_40_15__AND__Bollinger_15_1.5,2,5,0,7,28.57,5min
Bollinger_10_1__AND__EMA_21_49,2,5,0,7,28.57,5min
Bollinger_10_1.5__AND__Bollinger_30_1,2,5,0,7,28.57,5min
Bollinger_10_1.5__AND__Bollinger_30_1.5,2,5,0,7,28.57,5min
Bollinger_10_1.5__AND__Bollinger_30_2,2,5,0,7,28.57,5min
Bollinger_10_1.5__AND__ADX_14,2,5,0,7,28.57,5min
Bollinger_10_1.5__AND__RSI_5_90_10_REV,2,5,0,7,28.57,5min
Bollinger_10_1.5__AND__RSI_10_70_30_REV,2,5,0,7,28.57,5min
Bollinger_10_1.5__AND__RSI_14_70_30_REV,2,5,0,7,28.57,5min
Bollinger_15_1.5__AND__RSI_10_70_30_REV,2,5,0,7,28.57,5min
Bollinger_20_2__AND__Bollinger_25_2,2,5,0,7,28.57,5min
EMA_5_13__AND__RSI_10_70_30_REV,2,5,0,7,28.57,5min
EMA_9_21__AND__RSI_5_80_20_REV,2,5,0,7,28.57,5min
EMA_15_35__AND__RSI_10_70_30_REV,2,5,1,7,28.57,5min
RSI_5_90_10_REV__AND__RSI_10_70_30_REV,2,5,0,7,28.57,5min
RSI_10_70_30_REV__AND__RSI_15_70_30_REV,2,5,1,7,28.57,5min
MACD_12_26_9__AND__Bollinger_20_1,5,13,1,18,27.78,5min
MACD_4_8_3__AND__ADX_14,6,16,0,22,27.27,5min
MACD_4_8_3__AND__RSI_5_90_10_REV,3,8,0,11,27.27,5min
MACD_8_16_6__AND__Bollinger_20_1,6,16,1,22,27.27,5min
MACD_16_32_12__AND__Bollinger_20_1.5,3,8,0,11,27.27,5min
Bollinger_25_1__AND__EMA_12_28,3,8,1,11,27.27,5min
Bollinger_25_1__AND__EMA_15_35,3,8,1,11,27.27,5min
Bollinger_30_1__AND__EMA_12_28,3,8,1,11,27.27,5min
Bollinger_30_1__AND__ADX_20,3,8,1,11,27.27,5min
MACD_4_8_3__AND__EMA_5_13,8,22,1,30,26.67,5min
Bollinger_25_1__AND__EMA_5_13,4,11,0,15,26.67,5min
MACD_12_24_9__AND__Bollinger_20_1,5,14,1,19,26.32,5min
Bollinger_20_1__AND__Bollinger_25_1,6,17,1,23,26.09,5min
Bollinger_20_2,2,6,0,8,25,5min
RSI_14_80_20_REV,1,3,1,4,25,5min
MACD_4_8_3__AND__Bollinger_20_2,2,6,0,8,25,5min
MACD_4_8_3__AND__Bollinger_25_1,5,15,0,20,25,5min
MACD_4_8_3__AND__Bollinger_30_1.5,3,9,0,12,25,5min
MACD_4_8_3__AND__Bollinger_30_2,2,6,0,8,25,5min
MACD_4_8_3__AND__RSI_20_70_30_REV,1,3,0,4,25,5min
MACD_8_16_6__AND__Bollinger_10_1.5,3,9,0,12,25,5min
MACD_8_16_6__AND__Bollinger_20_2,2,6,0,8,25,5min
MACD_8_16_6__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
MACD_8_16_6__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
MACD_12_24_9__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
MACD_12_24_9__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
MACD_12_26_9__AND__Bollinger_20_1.5,3,9,0,12,25,5min
MACD_12_26_9__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
MACD_12_26_9__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
MACD_16_32_12__AND__Bollinger_25_2,2,6,0,8,25,5min
MACD_16_32_12__AND__Bollinger_30_2,2,6,0,8,25,5min
MACD_16_32_12__AND__RSI_5_90_10_REV,1,3,0,4,25,5min
MACD_16_32_12__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
MACD_16_32_12__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
MACD_20_40_15__AND__Bollinger_25_2,2,6,0,8,25,5min
MACD_20_40_15__AND__Bollinger_30_2,2,6,0,8,25,5min
MACD_20_40_15__AND__EMA_12_28,2,6,1,8,25,5min
MACD_20_40_15__AND__RSI_5_90_10_REV,1,3,0,4,25,5min
MACD_20_40_15__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
MACD_20_40_15__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
MACD_24_48_18__AND__Bollinger_15_1.5,1,3,0,4,25,5min
MACD_24_48_18__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
MACD_24_48_18__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
Bollinger_5_1__AND__EMA_24_56,1,3,0,4,25,5min
Bollinger_10_1__AND__Bollinger_20_2,2,6,0,8,25,5min
Bollinger_10_1__AND__EMA_9_21,2,6,0,8,25,5min
Bollinger_10_1__AND__RSI_10_70_30_REV,3,9,0,12,25,5min
Bollinger_10_1__AND__RSI_14_80_20_REV,1,3,0,4,25,5min
Bollinger_10_1.5__AND__Bollinger_15_1,3,9,0,12,25,5min
Bollinger_10_1.5__AND__Bollinger_20_2,2,6,0,8,25,5min
Bollinger_10_1.5__AND__Bollinger_25_2,2,6,0,8,25,5min
Bollinger_10_1.5__AND__EMA_15_35,1,3,0,4,25,5min
Bollinger_15_1__AND__Bollinger_20_2,2,6,0,8,25,5min
Bollinger_15_1__AND__EMA_18_42,2,6,1,8,25,5min
Bollinger_15_1__AND__RSI_5_90_10_REV,2,6,0,8,25,5min
Bollinger_15_1__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
Bollinger_15_1.5__AND__Bollinger_20_2,2,6,0,8,25,5min
Bollinger_15_1.5__AND__Bollinger_30_1,2,6,0,8,25,5min
Bollinger_15_1.5__AND__Bollinger_30_1.5,2,6,0,8,25,5min
Bollinger_15_1.5__AND__Bollinger_30_2,2,6,0,8,25,5min
Bollinger_15_1.5__AND__EMA_12_28,1,3,0,4,25,5min
Bollinger_15_1.5__AND__EMA_18_42,1,3,0,4,25,5min
Bollinger_15_1.5__AND__EMA_21_49,1,3,0,4,25,5min
Bollinger_15_1.5__AND__ADX_20,1,3,0,4,25,5min
Bollinger_15_1.5__AND__RSI_14_70_30_REV,2,6,0,8,25,5min
Bollinger_15_2__AND__ADX_14,1,3,0,4,25,5min
Bollinger_15_2__AND__RSI_5_90_10_REV,1,3,0,4,25,5min
Bollinger_15_2__AND__RSI_10_80_20_REV,1,3,0,4,25,5min
Bollinger_15_2__AND__RSI_15_70_30_REV,1,3,0,4,25,5min
Bollinger_20_1__AND__Bollinger_20_2,2,6,0,8,25,5min
Bollinger_20_1__AND__EMA_9_21,2,6,1,8,25,5min
Bollinger_20_1__AND__EMA_27_63,1,3,0,4,25,5min
Bollinger_20_1__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
Bollinger_20_1.5__AND__Bollinger_20_2,2,6,0,8,25,5min
Bollinger_20_1.5__AND__Bollinger_30_1,3,9,0,12,25,5min
Bollinger_20_1.5__AND__Bollinger_30_1.5,3,9,0,12,25,5min
Bollinger_20_1.5__AND__EMA_9_21,1,3,0,4,25,5min
Bollinger_20_1.5__AND__EMA_12_28,2,6,0,8,25,5min
Bollinger_20_1.5__AND__EMA_27_63,1,3,0,4,25,5min
Bollinger_20_1.5__AND__RSI_14_80_20_REV,1,3,0,4,25,5min
Bollinger_20_1.5__AND__RSI_20_70_30_REV,1,3,0,4,25,5min
Bollinger_20_2__AND__Bollinger_25_1,2,6,0,8,25,5min
Bollinger_20_2__AND__Bollinger_25_1.5,2,6,0,8,25,5min
Bollinger_20_2__AND__EMA_12_28,1,3,0,4,25,5min
Bollinger_20_2__AND__EMA_15_35,1,3,0,4,25,5min
Bollinger_20_2__AND__ADX_14,1,3,0,4,25,5min
Bollinger_20_2__AND__RSI_5_70_30_REV,2,6,0,8,25,5min
Bollinger_20_2__AND__RSI_5_90_10_REV,1,3,0,4,25,5min
Bollinger_20_2__AND__RSI_10_80_20_REV,1,3,0,4,25,5min
Bollinger_20_2__AND__RSI_15_70_30_REV,1,3,0,4,25,5min
Bollinger_25_1__AND__EMA_27_63,1,3,0,4,25,5min
Bollinger_25_1__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
Bollinger_25_1__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
Bollinger_25_1.5__AND__EMA_27_63,1,3,0,4,25,5min
Bollinger_25_1.5__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
Bollinger_25_1.5__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
Bollinger_25_2__AND__EMA_12_28,1,3,0,4,25,5min
Bollinger_25_2__AND__EMA_18_42,1,3,0,4,25,5min
Bollinger_25_2__AND__EMA_21_49,1,3,0,4,25,5min
Bollinger_25_2__AND__EMA_27_63,1,3,0,4,25,5min
Bollinger_25_2__AND__RSI_10_70_30_REV,2,6,0,8,25,5min
Bollinger_25_2__AND__RSI_14_80_20_REV,1,3,0,4,25,5min
Bollinger_25_2__AND__RSI_20_70_30_REV,1,3,0,4,25,5min
Bollinger_30_1__AND__EMA_27_63,1,3,0,4,25,5min
Bollinger_30_1__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
Bollinger_30_1__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
Bollinger_30_1.5__AND__EMA_12_28,2,6,1,8,25,5min
Bollinger_30_1.5__AND__EMA_27_63,1,3,0,4,25,5min
Bollinger_30_1.5__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
Bollinger_30_1.5__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
Bollinger_30_2__AND__EMA_12_28,1,3,0,4,25,5min
Bollinger_30_2__AND__EMA_18_42,1,3,0,4,25,5min
Bollinger_30_2__AND__EMA_21_49,1,3,0,4,25,5min
Bollinger_30_2__AND__EMA_27_63,1,3,0,4,25,5min
Bollinger_30_2__AND__RSI_10_70_30_REV,2,6,0,8,25,5min
Bollinger_30_2__AND__RSI_14_80_20_REV,1,3,0,4,25,5min
Bollinger_30_2__AND__RSI_20_70_30_REV,1,3,0,4,25,5min
EMA_5_13__AND__EMA_30_70,1,3,0,4,25,5min
EMA_9_21__AND__RSI_5_70_30_REV,3,9,0,12,25,5min
EMA_12_28__AND__RSI_5_90_10_REV,1,3,0,4,25,5min
EMA_21_49__AND__RSI_5_70_30_REV,2,6,0,8,25,5min
EMA_21_49__AND__RSI_5_80_20_REV,1,3,0,4,25,5min
EMA_21_49__AND__RSI_10_80_20_REV,1,3,1,4,25,5min
EMA_21_49__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
EMA_21_49__AND__RSI_15_70_30_REV,1,3,1,4,25,5min
EMA_21_49__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
EMA_27_63__AND__RSI_10_80_20_REV,1,3,0,4,25,5min
EMA_27_63__AND__RSI_14_70_30_REV,1,3,0,4,25,5min
EMA_27_63__AND__RSI_15_70_30_REV,1,3,0,4,25,5min
ADX_14__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
ADX_14__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
ADX_20__AND__RSI_5_70_30_REV,3,9,0,12,25,5min
ADX_20__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
ADX_20__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
RSI_5_70_30_REV__AND__RSI_10_70_30_REV,3,9,0,12,25,5min
RSI_5_70_30_REV__AND__RSI_14_80_20_REV,1,3,0,4,25,5min
RSI_5_80_20_REV__AND__RSI_14_80_20_REV,1,3,0,4,25,5min
RSI_5_80_20_REV__AND__RSI_20_70_30_REV,1,3,0,4,25,5min
RSI_10_70_30_REV__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
RSI_10_70_30_REV__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
RSI_10_80_20_REV__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
RSI_10_80_20_REV__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
RSI_14_70_30_REV__AND__RSI_14_80_20_REV,1,3,1,4,25,5min
RSI_14_70_30_REV__AND__RSI_15_70_30_REV,2,6,1,8,25,5min
RSI_14_70_30_REV__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
RSI_14_80_20_REV__AND__RSI_15_70_30_REV,1,3,1,4,25,5min
RSI_14_80_20_REV__AND__RSI_20_70_30_REV,1,3,1,4,25,5min
MACD_8_16_6__AND__RSI_5_70_30_REV,6,19,0,25,24,5min
Bollinger_10_1__AND__RSI_5_70_30_REV,6,19,0,25,24,5min
RSI_5_80_20_REV,5,16,0,21,23.81,5min
RSI_5_70_30_REV__AND__RSI_5_80_20_REV,5,16,0,21,23.81,5min
Bollinger_10_1__AND__RSI_5_80_20_REV,4,13,0,17,23.53,5min
Bollinger_30_1__AND__ADX_14,4,13,1,17,23.53,5min
ADX_14__AND__RSI_5_70_30_REV,4,13,0,17,23.53,5min
Bollinger_10_1.5,3,10,0,13,23.08,5min
Bollinger_20_1,6,20,1,26,23.08,5min
MACD_4_8_3__AND__Bollinger_10_1.5,3,10,0,13,23.08,5min
MACD_4_8_3__AND__Bollinger_20_1.5,3,10,0,13,23.08,5min
MACD_12_24_9__AND__Bollinger_20_1.5,3,10,0,13,23.08,5min
MACD_12_26_9__AND__Bollinger_25_1.5,3,10,1,13,23.08,5min
MACD_12_26_9__AND__Bollinger_30_1.5,3,10,1,13,23.08,5min
Bollinger_10_1__AND__Bollinger_10_1.5,3,10,0,13,23.08,5min
Bollinger_10_1__AND__ADX_14,3,10,0,13,23.08,5min
Bollinger_10_1.5__AND__RSI_5_70_30_REV,3,10,0,13,23.08,5min
Bollinger_15_1__AND__EMA_12_28,3,10,1,13,23.08,5min
Bollinger_30_1__AND__EMA_15_35,3,10,1,13,23.08,5min
Bollinger_30_2,2,7,0,9,22.22,5min
RSI_5_70_30_REV,8,28,0,36,22.22,5min
RSI_10_80_20_REV,2,7,1,9,22.22,5min
MACD_4_8_3__AND__Bollinger_25_2,2,7,0,9,22.22,5min
MACD_4_8_3__AND__RSI_10_70_30_REV,2,7,0,9,22.22,5min
MACD_8_16_6__AND__Bollinger_15_1,6,21,1,27,22.22,5min
MACD_8_16_6__AND__Bollinger_30_2,2,7,0,9,22.22,5min
MACD_12_24_9__AND__Bollinger_25_2,2,7,0,9,22.22,5min
MACD_12_24_9__AND__Bollinger_30_2,2,7,0,9,22.22,5min
MACD_12_26_9__AND__Bollinger_10_1,4,14,0,18,22.22,5min
MACD_12_26_9__AND__Bollinger_25_2,2,7,0,9,22.22,5min
MACD_12_26_9__AND__Bollinger_30_2,2,7,0,9,22.22,5min
MACD_16_32_12__AND__Bollinger_15_1.5,2,7,0,9,22.22,5min
MACD_16_32_12__AND__RSI_14_70_30_REV,2,7,1,9,22.22,5min
MACD_20_40_15__AND__Bollinger_10_1,2,7,0,9,22.22,5min
MACD_20_40_15__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
MACD_20_40_15__AND__RSI_14_70_30_REV,2,7,1,9,22.22,5min
Bollinger_5_1__AND__RSI_5_90_10_REV,2,7,0,9,22.22,5min
Bollinger_10_1__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_10_1__AND__RSI_10_80_20_REV,2,7,0,9,22.22,5min
Bollinger_10_1.5__AND__Bollinger_20_1,2,7,0,9,22.22,5min
Bollinger_10_1.5__AND__Bollinger_20_1.5,2,7,0,9,22.22,5min
Bollinger_10_1.5__AND__Bollinger_25_1,2,7,0,9,22.22,5min
Bollinger_10_1.5__AND__Bollinger_25_1.5,2,7,0,9,22.22,5min
Bollinger_15_1__AND__Bollinger_30_1,4,14,1,18,22.22,5min
Bollinger_15_1__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_15_1__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
Bollinger_15_1.5__AND__Bollinger_25_2,2,7,0,9,22.22,5min
Bollinger_20_1__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_20_1__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
Bollinger_20_1.5__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_20_1.5__AND__RSI_10_70_30_REV,2,7,0,9,22.22,5min
Bollinger_25_1__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_25_1__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
Bollinger_25_1.5__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_25_1.5__AND__EMA_12_28,2,7,1,9,22.22,5min
Bollinger_25_1.5__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
Bollinger_25_2__AND__Bollinger_30_1,2,7,0,9,22.22,5min
Bollinger_25_2__AND__Bollinger_30_1.5,2,7,0,9,22.22,5min
Bollinger_25_2__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_25_2__AND__RSI_14_70_30_REV,2,7,0,9,22.22,5min
Bollinger_30_1__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_30_1__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
Bollinger_30_1.5__AND__Bollinger_30_2,2,7,0,9,22.22,5min
Bollinger_30_1.5__AND__RSI_10_70_30_REV,2,7,1,9,22.22,5min
Bollinger_30_2__AND__RSI_5_70_30_REV,2,7,0,9,22.22,5min
Bollinger_30_2__AND__RSI_14_70_30_REV,2,7,0,9,22.22,5min
ADX_20__AND__RSI_5_80_20_REV,2,7,0,9,22.22,5min
RSI_5_70_30_REV__AND__RSI_10_80_20_REV,2,7,0,9,22.22,5min
RSI_5_80_20_REV__AND__RSI_10_80_20_REV,2,7,0,9,22.22,5min
RSI_10_70_30_REV__AND__RSI_10_80_20_REV,2,7,1,9,22.22,5min
Bollinger_10_1,7,25,0,32,21.88,5min
MACD_12_24_9__AND__RSI_5_70_30_REV,5,18,0,23,21.74,5min
Bollinger_30_1.5,3,11,1,14,21.43,5min
MACD_4_8_3__AND__Bollinger_25_1.5,3,11,0,14,21.43,5min
MACD_4_8_3__AND__RSI_5_70_30_REV,6,22,0,28,21.43,5min
MACD_8_16_6__AND__Bollinger_30_1.5,3,11,1,14,21.43,5min
MACD_12_24_9__AND__Bollinger_25_1.5,3,11,1,14,21.43,5min
MACD_12_24_9__AND__Bollinger_30_1.5,3,11,1,14,21.43,5min
MACD_12_24_9__AND__RSI_5_80_20_REV,3,11,0,14,21.43,5min
MACD_16_32_12__AND__Bollinger_15_1,3,11,1,14,21.43,5min
Bollinger_15_1__AND__Bollinger_30_1.5,3,11,1,14,21.43,5min
Bollinger_20_1__AND__Bollinger_30_1.5,3,11,1,14,21.43,5min
Bollinger_20_1.5__AND__Bollinger_25_1,3,11,0,14,21.43,5min
Bollinger_20_1.5__AND__Bollinger_25_1.5,3,11,0,14,21.43,5min
Bollinger_25_1__AND__Bollinger_30_1.5,3,11,1,14,21.43,5min
Bollinger_25_1.5__AND__Bollinger_30_1,3,11,1,14,21.43,5min
Bollinger_25_1.5__AND__Bollinger_30_1.5,3,11,1,14,21.43,5min
Bollinger_30_1__AND__Bollinger_30_1.5,3,11,1,14,21.43,5min
Bollinger_30_1__AND__EMA_5_13,3,11,0,14,21.43,5min
MACD_12_26_9__AND__RSI_5_70_30_REV,4,15,0,19,21.05,5min
MACD_8_16_6__AND__Bollinger_10_1,5,19,0,24,20.83,5min
MACD_4_8_3__AND__Bollinger_15_1,6,23,0,29,20.69,5min
Bollinger_20_1.5,3,12,0,15,20,5min
Bollinger_25_2,2,8,0,10,20,5min
RSI_15_70_30_REV,2,8,1,10,20,5min
RSI_20_70_30_REV,1,4,1,5,20,5min
MACD_8_16_6__AND__MACD_24_48_18,1,4,1,5,20,5min
MACD_8_16_6__AND__Bollinger_20_1.5,3,12,0,15,20,5min
MACD_8_16_6__AND__Bollinger_25_2,2,8,0,10,20,5min
MACD_12_24_9__AND__MACD_24_48_18,1,4,1,5,20,5min
MACD_12_24_9__AND__Bollinger_10_1,4,16,0,20,20,5min
MACD_12_24_9__AND__Bollinger_15_1.5,2,8,0,10,20,5min
MACD_12_24_9__AND__Bollinger_15_2,1,4,0,5,20,5min
MACD_12_26_9__AND__MACD_24_48_18,1,4,1,5,20,5min
MACD_12_26_9__AND__Bollinger_15_1.5,2,8,0,10,20,5min
MACD_12_26_9__AND__Bollinger_15_2,1,4,0,5,20,5min
MACD_16_32_12__AND__MACD_24_48_18,1,4,1,5,20,5min
MACD_16_32_12__AND__Bollinger_15_2,1,4,0,5,20,5min
MACD_20_40_15__AND__Bollinger_15_2,1,4,0,5,20,5min
MACD_20_40_15__AND__ADX_14,1,4,1,5,20,5min
MACD_20_40_15__AND__ADX_20,1,4,1,5,20,5min
MACD_20_40_15__AND__RSI_5_70_30_REV,2,8,0,10,20,5min
MACD_24_48_18__AND__Bollinger_10_1,1,4,0,5,20,5min
MACD_24_48_18__AND__Bollinger_15_1,1,4,1,5,20,5min
MACD_24_48_18__AND__Bollinger_20_1,1,4,1,5,20,5min
MACD_24_48_18__AND__Bollinger_20_1.5,1,4,0,5,20,5min
MACD_24_48_18__AND__Bollinger_25_1,1,4,1,5,20,5min
MACD_24_48_18__AND__Bollinger_25_1.5,1,4,1,5,20,5min
MACD_24_48_18__AND__Bollinger_25_2,1,4,0,5,20,5min
MACD_24_48_18__AND__Bollinger_30_1,1,4,1,5,20,5min
MACD_24_48_18__AND__Bollinger_30_1.5,1,4,1,5,20,5min
MACD_24_48_18__AND__Bollinger_30_2,1,4,0,5,20,5min
MACD_24_48_18__AND__EMA_15_35,1,4,1,5,20,5min
MACD_24_48_18__AND__ADX_14,1,4,1,5,20,5min
MACD_24_48_18__AND__ADX_20,1,4,1,5,20,5min
MACD_24_48_18__AND__RSI_5_80_20_REV,1,4,0,5,20,5min
MACD_24_48_18__AND__RSI_10_70_30_REV,1,4,1,5,20,5min
MACD_24_48_18__AND__RSI_10_80_20_REV,1,4,1,5,20,5min
MACD_24_48_18__AND__RSI_14_70_30_REV,1,4,1,5,20,5min
MACD_24_48_18__AND__RSI_15_70_30_REV,1,4,1,5,20,5min
Bollinger_10_1__AND__Bollinger_25_2,2,8,0,10,20,5min
Bollinger_10_1__AND__EMA_12_28,2,8,0,10,20,5min
Bollinger_10_1__AND__RSI_14_70_30_REV,2,8,0,10,20,5min
Bollinger_10_1__AND__RSI_20_70_30_REV,1,4,0,5,20,5min
Bollinger_10_1.5__AND__Bollinger_15_1.5,2,8,0,10,20,5min
Bollinger_10_1.5__AND__EMA_9_21,1,4,0,5,20,5min
Bollinger_10_1.5__AND__RSI_10_80_20_REV,1,4,0,5,20,5min
Bollinger_10_1.5__AND__RSI_15_70_30_REV,1,4,0,5,20,5min
Bollinger_15_1__AND__Bollinger_20_1.5,3,12,0,15,20,5min
Bollinger_15_1__AND__Bollinger_25_2,2,8,0,10,20,5min
Bollinger_15_1__AND__RSI_20_70_30_REV,1,4,1,5,20,5min
Bollinger_15_1.5__AND__Bollinger_25_1,2,8,0,10,20,5min
Bollinger_15_1.5__AND__Bollinger_25_1.5,2,8,0,10,20,5min
Bollinger_15_1.5__AND__EMA_15_35,1,4,0,5,20,5min
Bollinger_15_1.5__AND__RSI_10_80_20_REV,1,4,0,5,20,5min
Bollinger_15_2__AND__Bollinger_30_1,1,4,0,5,20,5min
Bollinger_15_2__AND__Bollinger_30_1.5,1,4,0,5,20,5min
Bollinger_15_2__AND__Bollinger_30_2,1,4,0,5,20,5min
Bollinger_15_2__AND__RSI_10_70_30_REV,1,4,0,5,20,5min
Bollinger_15_2__AND__RSI_14_70_30_REV,1,4,0,5,20,5min
Bollinger_20_1__AND__Bollinger_20_1.5,3,12,0,15,20,5min
Bollinger_20_1__AND__Bollinger_25_2,2,8,0,10,20,5min
Bollinger_20_1__AND__EMA_12_28,2,8,1,10,20,5min
Bollinger_20_1__AND__RSI_20_70_30_REV,1,4,1,5,20,5min
